accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,30,Actinomyces,1654,43,997119,773,2050,Actinomyces pacaensis,1852377,30,999757,198,0
NZ_CP033459.1,3049,Pseudoprevotella,2884814,3043,996936,0,6,Pseudoprevotella muciniphila,2133944,3043,996936,0,6
CAKAFU010000002.1,31,Alloprevotella,1283313,0,999954,0,31,Alloprevotella tannerae,76122,0,999954,0,31
NZ_CP036550.1,5460,Bacteroides,816,5287,994522,3,173,Bacteroides fragilis,817,5117,994525,0,343
NZ_CP012544.1,2724,Campylobacter,194,2861,997117,1,6,Campylobacter showae,204,2699,997261,0,25
NZ_CP049272.1,123,Campylobacter,194,2861,997117,1,6,Campylobacter concisus,199,123,999862,0,0
NZ_CP022386.1,729,Capnocytophaga,1016,12118,987814,0,53,Capnocytophaga gingivalis,1017,716,999253,3,13
NZ_CP022384.1,408,Capnocytophaga,1016,12118,987814,0,53,Capnocytophaga leadbetteri,327575,364,999576,1,44
NZ_CP022379.1,11034,Capnocytophaga,1016,12118,987814,0,53,Capnocytophaga sputigena,1019,10554,988951,0,480
ACIL03000013.1,30,Catonella,43996,0,999955,0,30,Catonella morbi,43997,0,999955,0,30
NZ_CP028101.1,114,Fusobacterium,848,51044,948412,1,528,Fusobacterium nucleatum,851,85,999749,122,29
NZ_CP024703.1,51384,Fusobacterium,848,51044,948412,1,528,Fusobacterium pseudoperiodonticum,2663009,45505,948601,0,5879
NZ_CP083637.1,6998,Gemella,1378,6945,992987,0,53,Gemella haemolysans,1379,6900,992987,0,98
NZ_CP035368.2,33754,Haemophilus,724,33661,965901,11,412,Haemophilus parainfluenzae,729,32745,966223,8,1009
NZ_CP031243.1,158,Haemophilus,724,33661,965901,11,412,Haemophilus haemolyticus,726,142,999818,9,16
NZ_AP018768.1,139,Haemophilus,724,33661,965901,11,412,Haemophilus influenzae,727,103,999818,28,36
NZ_CP038817.1,22,Haemophilus,724,33661,965901,11,412,Haemophilus parahaemolyticus,735,22,999962,1,0
NC_013203.1,15,Lancefieldella,2767353,15,999970,0,0,Lancefieldella parvula,1382,15,999970,0,0
