accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,23,Actinomyces,1654,38,998571,9,1382,Actinomyces graevenitzii,55565,0,999977,0,23
NZ_LT635457.1,26,Actinomyces,1654,38,998571,9,1382,Actinomyces pacaensis,1852377,26,999972,2,0
NZ_CP033459.1,3007,Pseudoprevotella,2884814,3003,996989,4,4,Pseudoprevotella muciniphila,2133944,3003,996989,4,4
CAKAFU010000002.1,4671,Alloprevotella,1283313,0,995329,0,4671,Alloprevotella tannerae,76122,0,995329,0,4671
NZ_CP036550.1,3020,Bacteroides,816,2932,996944,36,88,Bacteroides fragilis,817,2845,996979,1,175
NZ_CP049272.1,789,Campylobacter,194,73077,926476,1,446,Campylobacter concisus,199,782,999183,28,7
NZ_CP012544.1,71117,Campylobacter,194,73077,926476,1,446,Campylobacter showae,204,70418,928804,79,699
NZ_CP022386.1,1988,Capnocytophaga,1016,38425,961366,0,209,Capnocytophaga gingivalis,1017,1961,998011,1,27
NZ_CP022384.1,36524,Capnocytophaga,1016,38425,961366,0,209,Capnocytophaga leadbetteri,327575,32988,963476,0,3536
NZ_CP022379.1,122,Capnocytophaga,1016,38425,961366,0,209,Capnocytophaga sputigena,1019,115,999858,20,7
NZ_CP073092.1,2488,Corynebacterium,1716,2458,997507,5,30,Corynebacterium tuberculostearicum,38304,2380,997512,0,108
NZ_CP028101.1,246,Fusobacterium,848,91459,907602,0,939,Fusobacterium nucleatum,851,176,999529,225,70
NZ_CP024703.1,91918,Fusobacterium,848,91459,907602,0,939,Fusobacterium pseudoperiodonticum,2663009,81524,908081,1,10394
NZ_CP018196.1,76,Fusobacterium,848,91459,907602,0,939,Fusobacterium necrophorum,859,76,999908,16,0
NZ_CP083637.1,792,Gemella,1378,783,999208,0,9,Gemella haemolysans,1379,774,999208,0,18
NZ_CP031243.1,956,Haemophilus,724,269843,726915,3,3239,Haemophilus haemolyticus,726,817,998986,58,139
NZ_AP018768.1,674,Haemophilus,724,269843,726915,3,3239,Haemophilus influenzae,727,512,999154,172,162
NZ_CP038817.1,91254,Haemophilus,724,269843,726915,3,3239,Haemophilus parahaemolyticus,735,89336,908743,3,1918
NZ_CP035368.2,180198,Haemophilus,724,269843,726915,3,3239,Haemophilus parainfluenzae,729,174634,819789,13,5564
NC_001781.1,3,Orthopneumovirus,1868215,3,999997,0,0,Orthopneumovirus hominis,3049954,3,999997,0,0
NC_013203.1,39,Lancefieldella,2767353,39,999961,0,0,Lancefieldella parvula,1382,39,999961,0,0
NZ_LR134378.1,62,Lautropia,47670,62,999938,0,0,Lautropia mirabilis,47671,62,999938,0,0
NZ_CP101528.1,36,Micrococcus,1269,36,999964,0,0,Micrococcus luteus,1270,17,999964,0,19
NZ_CP078113.1,720,Neisseria,482,208298,789679,2,2021,Neisseria gonorrhoeae,485,595,999195,85,125
NZ_CP030820.1,2179,Neisseria,482,208298,789679,2,2021,Neisseria meningitidis,487,1665,997651,170,514
NZ_CP053939.1,12532,Neisseria,482,208298,789679,2,2021,Neisseria mucosa,488,8009,987150,318,4523
NZ_CP073114.1,194888,Neisseria,482,208298,789679,2,2021,Neisseria subflava,28449,135746,805002,110,59142
NZ_CP092048.1,447,Porphyromonas,836,439,999482,9,70,Porphyromonas gingivalis,837,439,999546,7,8
NC_019960.1,62,Prevotella,838,16057,982973,387,583,Prevotella dentalis,52227,62,999928,10,0
NZ_CP024696.1,260,Prevotella,838,16057,982973,387,583,Prevotella intermedia,28131,238,999680,60,22
NZ_CP072363.1,1065,Prevotella,838,16057,982973,387,583,Prevotella jejuni,1177574,1003,998912,23,62
AP018050.1,15003,Prevotella,838,16057,982973,387,583,Prevotella melaninogenica,28132,14493,984970,27,510
NZ_CP072390.1,23,Prevotella,838,16057,982973,387,583,Prevotella scopos,589437,21,999973,4,2
NZ_CP079201.1,43,Rothia,32207,110707,889125,3,165,Rothia dentocariosa,2047,43,999955,2,0
NZ_CP079822.1,110592,Rothia,32207,110707,889125,3,165,Rothia mucilaginosa,43675,110316,889177,231,276
NZ_CP102197.1,42455,Schaalia,2529408,42216,956951,594,239,Schaalia odontolytica,1660,42116,957217,328,339
NZ_CP012646.1,99187,Streptococcus,1301,122154,877138,12,696,Streptococcus mitis,28037,78656,900756,57,20531
