read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,1572,root,244,Bacteria,238,Actinomycetota,209,Actinomycetes,206,Actinomycetales,106,Actinomycetaceae,106,Actinomyces,53,Actinomyces graevenitzii,0
NZ_LT635457.1,6436,root,6436,Bacteria,6436,Actinomycetota,6435,Actinomycetes,6435,Actinomycetales,6434,Actinomycetaceae,6434,Actinomyces,6422,Actinomyces pacaensis,6422
NZ_CAKAHJ010000001.1,4957,root,2540,Bacteria,2526,Actinomycetota,2475,Actinomycetes,2473,Actinomycetales,2229,Actinomycetaceae,2229,Actinomyces,36,uncultured Actinomyces sp.,0
NZ_CP124548.1,75,root,75,Bacteria,75,Actinomycetota,75,Actinomycetes,75,Actinomycetales,75,Actinomycetaceae,75,Actinomyces,75,Actinomyces israelii,75
NZ_CP012072.1,3280,root,3278,Bacteria,3278,Actinomycetota,3278,Actinomycetes,3278,Actinomycetales,3276,Actinomycetaceae,3276,Schaalia,3275,Schaalia meyeri,3272
NZ_CP033459.1,6778,root,6775,Bacteria,6773,Bacteroidota,6773,Bacteroidia,6769,Bacteroidales,6769,Prevotellaceae,6769,Pseudoprevotella,6760,Pseudoprevotella muciniphila,6760
CAKAFU010000002.1,1558,root,213,Bacteria,212,Bacteroidota,198,Bacteroidia,187,Bacteroidales,187,Prevotellaceae,157,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP032823.1,10110,root,10029,Bacteria,9993,Campylobacterota,9984,Epsilonproteobacteria,9984,Campylobacterales,9984,Arcobacteraceae,9984,Aliarcobacter,9920,Aliarcobacter cryaerophilus,9797
NZ_CP036550.1,700,root,700,Bacteria,700,Bacteroidota,700,Bacteroidia,693,Bacteroidales,693,Bacteroidaceae,684,Bacteroides,683,Bacteroides fragilis,663
NZ_CP040630.1,5314,root,5313,Bacteria,5313,Bacteroidota,5313,Bacteroidia,5252,Bacteroidales,5252,Bacteroidaceae,4851,Bacteroides,4828,Bacteroides sp. PHL 2737,24
NZ_CP102541.1,3698,root,3697,Bacteria,3697,Actinomycetota,3697,Actinomycetes,3697,Bifidobacteriales,3696,Bifidobacteriaceae,3696,Bifidobacterium,3696,Bifidobacterium longum,2124
NZ_CP049272.1,32,root,32,Bacteria,32,Campylobacterota,32,Epsilonproteobacteria,32,Campylobacterales,32,Campylobacteraceae,32,Campylobacter,32,Campylobacter concisus,32
NZ_CP082871.1,4569,root,4458,Bacteria,4421,Campylobacterota,4413,Epsilonproteobacteria,4413,Campylobacterales,4413,Campylobacteraceae,4413,Campylobacter,4413,Campylobacter hominis,4385
NZ_CP012544.1,7024,root,7020,Bacteria,7020,Campylobacterota,7019,Epsilonproteobacteria,7019,Campylobacterales,7019,Campylobacteraceae,7019,Campylobacter,7019,Campylobacter showae,6962
NZ_CALGPY010000005.1,10532,root,8174,Bacteria,8137,Campylobacterota,8070,Epsilonproteobacteria,8070,Campylobacterales,8069,Campylobacteraceae,8059,Campylobacter,8059,uncultured Campylobacter sp.,0
NZ_CP022386.1,4861,root,4855,Bacteria,4854,Bacteroidota,4854,Flavobacteriia,4853,Flavobacteriales,4853,Flavobacteriaceae,4853,Capnocytophaga,4853,Capnocytophaga gingivalis,4794
NZ_CP022384.1,7659,root,7634,Bacteria,7633,Bacteroidota,7633,Flavobacteriia,7624,Flavobacteriales,7624,Flavobacteriaceae,7618,Capnocytophaga,7617,Capnocytophaga leadbetteri,6926
NZ_CP022379.1,814,root,811,Bacteria,811,Bacteroidota,811,Flavobacteriia,809,Flavobacteriales,809,Flavobacteriaceae,807,Capnocytophaga,807,Capnocytophaga sputigena,779
ACIL03000013.1,4488,root,285,Bacteria,248,Bacillota,182,Clostridia,143,Eubacteriales,34,Lachnospiraceae,81,Catonella,0,Catonella morbi,0
NC_001464.1,2418,root,2418,Viruses,2418,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Pospiviroidae,2418,Pospiviroid,2418,Citrus exocortis viroid,2418
NZ_CP073092.1,5541,root,5541,Bacteria,5540,Actinomycetota,5539,Actinomycetes,5539,Mycobacteriales,5472,Corynebacteriaceae,5470,Corynebacterium,5470,Corynebacterium tuberculostearicum,5284
NZ_CP101133.1,2708,root,2707,Bacteria,2707,Actinomycetota,2706,Actinomycetes,2706,Mycobacteriales,2703,Corynebacteriaceae,2702,Corynebacterium,2702,Corynebacterium pseudotuberculosis,2676
NZ_CP100372.1,3602,root,3601,Bacteria,3601,Actinomycetota,3600,Actinomycetes,3600,Mycobacteriales,3596,Corynebacteriaceae,3596,Corynebacterium,3596,Corynebacterium pseudodiphtheriticum,3413
NZ_CP063195.1,4770,root,4770,Bacteria,4770,Actinomycetota,4762,Actinomycetes,4762,Mycobacteriales,4679,Corynebacteriaceae,4678,Corynebacterium,4678,Corynebacterium jeikeium,4484
NZ_CP100361.1,2529,root,2529,Bacteria,2528,Actinomycetota,2523,Actinomycetes,2523,Mycobacteriales,2521,Corynebacteriaceae,2521,Corynebacterium,2521,Corynebacterium propinquum,2436
NZ_CP024931.1,3189,root,3184,Bacteria,3183,Actinomycetota,3167,Actinomycetes,3167,Mycobacteriales,3120,Corynebacteriaceae,3120,Corynebacterium,3120,Corynebacterium striatum,2947
NZ_AP027140.1,8562,root,8560,Bacteria,8560,Actinomycetota,8558,Actinomycetes,8558,Mycobacteriales,8546,Corynebacteriaceae,8546,Corynebacterium,8546,Corynebacterium ulcerans,5195
NC_001472.1,1079,root,1079,Viruses,1079,Pisuviricota,1079,Pisoniviricetes,1079,Picornavirales,1079,Picornaviridae,1079,Enterovirus,1079,Enterovirus B,1079
MT157224.1,1466,root,80,Viruses,61,Pisuviricota,61,Pisoniviricetes,61,Picornavirales,61,Picornaviridae,61,Enterovirus,61,Human rhinovirus sp.,0
NC_038311.1,9378,root,9374,Viruses,9374,Pisuviricota,9374,Pisoniviricetes,9374,Picornavirales,9374,Picornaviridae,9374,Enterovirus,9374,Rhinovirus A,9374
NC_009996.1,5858,root,5858,Viruses,5858,Pisuviricota,5858,Pisoniviricetes,5858,Picornavirales,5858,Picornaviridae,5858,Enterovirus,5858,Rhinovirus C,5858
OQ842458.1,1977,root,125,Viruses,125,Pisuviricota,125,Pisoniviricetes,125,Picornavirales,125,Picornaviridae,125,Enterovirus,125,Enterovirus B,23
NC_038307.1,3904,root,3904,Viruses,3904,Pisuviricota,3904,Pisoniviricetes,3904,Picornavirales,3904,Picornaviridae,3904,Enterovirus,3904,Enterovirus B,3904
OQ842451.1,3705,root,415,Viruses,415,Pisuviricota,415,Pisoniviricetes,415,Picornavirales,415,Picornaviridae,415,Enterovirus,415,Enterovirus B,164
OQ919261.1,5722,root,596,Viruses,580,Pisuviricota,580,Pisoniviricetes,580,Picornavirales,580,Picornaviridae,580,Enterovirus,580,Enterovirus B,388
OQ842410.1,5925,root,581,Viruses,534,Pisuviricota,534,Pisoniviricetes,534,Picornavirales,534,Picornaviridae,534,Enterovirus,534,Enterovirus A,367
NC_038308.1,6578,root,6578,Viruses,6578,Pisuviricota,6578,Pisoniviricetes,6578,Picornavirales,6578,Picornaviridae,6578,Enterovirus,6578,Enterovirus D,6578
JQ041368.1,5402,root,614,Viruses,581,Pisuviricota,581,Pisoniviricetes,581,Picornavirales,581,Picornaviridae,581,Enterovirus,581,Enterovirus B,316
EF174468.1,2090,root,127,Viruses,127,Pisuviricota,127,Pisoniviricetes,127,Picornavirales,127,Picornaviridae,127,Enterovirus,127,Enterovirus B,36
NC_038312.1,678,root,678,Viruses,678,Pisuviricota,678,Pisoniviricetes,678,Picornavirales,678,Picornaviridae,678,Enterovirus,678,Rhinovirus B,678
MN164484.2,3262,root,3214,Viruses,3214,Uroviricota,3214,Caudoviricetes,3214,unclassified Caudoviricetes order,0,Drexlerviridae,3214,Guelphvirus,3050,Escherichia virus ECH1,0
NZ_CP018196.1,980,root,977,Bacteria,977,Fusobacteriota,977,Fusobacteriia,977,Fusobacteriales,977,Fusobacteriaceae,977,Fusobacterium,975,Fusobacterium necrophorum,972
NZ_CP028101.1,696,root,691,Bacteria,691,Fusobacteriota,691,Fusobacteriia,691,Fusobacteriales,691,Fusobacteriaceae,691,Fusobacterium,691,Fusobacterium nucleatum,488
NZ_CP024703.1,4920,root,4899,Bacteria,4883,Fusobacteriota,4881,Fusobacteriia,4881,Fusobacteriales,4881,Fusobacteriaceae,4873,Fusobacterium,4873,Fusobacterium pseudoperiodonticum,4399
NZ_CAKOJV010000001.1,189,root,180,Bacteria,179,Fusobacteriota,179,Fusobacteriia,179,Fusobacteriales,179,Fusobacteriaceae,179,Fusobacterium,179,uncultured Fusobacterium sp.,0
NZ_CP083637.1,1192,root,1186,Bacteria,1184,Bacillota,1182,Bacilli,1182,Bacillales,1181,unclassified Bacillales family,0,Gemella,1181,Gemella haemolysans,1168
NZ_CP046314.1,4708,root,4694,Bacteria,4692,Bacillota,4621,Bacilli,4482,Bacillales,4426,unclassified Bacillales family,0,Gemella,4418,Gemella morbillorum,4344
NZ_CP040915.1,6647,root,6645,Bacteria,6645,Actinomycetota,6643,Actinomycetes,6643,Micrococcales,6635,Bogoriellaceae,6627,Georgenia,6627,Georgenia yuyongxinii,6623
NZ_CP031243.1,2618,root,2618,Bacteria,2618,Pseudomonadota,2618,Gammaproteobacteria,2613,Pasteurellales,2611,Pasteurellaceae,2611,Haemophilus,2596,Haemophilus haemolyticus,2283
NZ_AP018768.1,1738,root,1738,Bacteria,1737,Pseudomonadota,1737,Gammaproteobacteria,1733,Pasteurellales,1731,Pasteurellaceae,1731,Haemophilus,1720,Haemophilus influenzae,1369
NZ_CP038817.1,10165,root,10160,Bacteria,10160,Pseudomonadota,10157,Gammaproteobacteria,10152,Pasteurellales,10135,Pasteurellaceae,10135,Haemophilus,10064,Haemophilus parahaemolyticus,9964
NZ_CP035368.2,5912,root,5904,Bacteria,5904,Pseudomonadota,5903,Gammaproteobacteria,5902,Pasteurellales,5894,Pasteurellaceae,5894,Haemophilus,5859,Haemophilus parainfluenzae,5736
NZ_LT906463.1,2929,root,2928,Bacteria,2927,Pseudomonadota,2926,Gammaproteobacteria,2923,Pasteurellales,2922,Pasteurellaceae,2922,Haemophilus,2901,Haemophilus pittmaniae,2850
NC_039199.1,661,root,661,Viruses,661,Negarnaviricota,661,Monjiviricetes,661,Mononegavirales,661,Pneumoviridae,661,Metapneumovirus,661,Metapneumovirus hominis,661
NC_001781.1,2323,root,2290,Viruses,2290,Negarnaviricota,2290,Monjiviricetes,2290,Mononegavirales,2290,Pneumoviridae,2290,Orthopneumovirus,2290,Orthopneumovirus hominis,2290
MG027862.1,1826,root,1780,Viruses,1779,Negarnaviricota,1779,Monjiviricetes,1779,Mononegavirales,1779,Pneumoviridae,1779,Orthopneumovirus,1779,Orthopneumovirus hominis,347
NZ_CP036164.1,3718,root,3717,Bacteria,3717,Actinomycetota,3717,Actinomycetes,3717,Micrococcales,3710,Intrasporangiaceae,3707,Janibacter,3707,Janibacter limosus,3668
NZ_CP065999.1,10666,root,10665,Bacteria,10665,Pseudomonadota,10636,Betaproteobacteria,10593,Neisseriales,10589,Neisseriaceae,10584,Kingella,10355,Kingella denitrificans,10348
NZ_CP123447.1,353,root,353,Bacteria,353,Pseudomonadota,353,Betaproteobacteria,353,Neisseriales,353,Neisseriaceae,353,Kingella,352,Kingella negevensis,329
NZ_CP050136.1,7540,root,7538,Bacteria,7538,Pseudomonadota,7536,Betaproteobacteria,7533,Neisseriales,7530,Neisseriaceae,7530,Kingella,7474,Kingella kingae,7080
NC_013203.1,11138,root,11136,Bacteria,11136,Actinomycetota,11133,Coriobacteriia,11133,Coriobacteriales,11132,Atopobiaceae,11132,Lancefieldella,11130,Lancefieldella parvula,11122
NZ_LR134378.1,7122,root,7122,Bacteria,7122,Pseudomonadota,7122,Betaproteobacteria,7117,Burkholderiales,7115,Burkholderiaceae,7106,Lautropia,7105,Lautropia mirabilis,7105
NZ_AP019831.1,8235,root,8139,Bacteria,8086,Fusobacteriota,8059,Fusobacteriia,8059,Fusobacteriales,8059,Leptotrichiaceae,8054,Leptotrichia,8052,Leptotrichia trevisanii,7471
NZ_AP019829.2,7711,root,7631,Bacteria,7576,Fusobacteriota,7571,Fusobacteriia,7571,Fusobacteriales,7571,Leptotrichiaceae,7558,Leptotrichia,7555,Leptotrichia wadei,6817
NC_013192.1,4864,root,4783,Bacteria,4760,Fusobacteriota,4750,Fusobacteriia,4750,Fusobacteriales,4750,Leptotrichiaceae,4746,Leptotrichia,4743,Leptotrichia buccalis,4220
