read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP033459.1,4471,root,4470,Bacteria,4470,Bacteroidota,4470,Bacteroidia,4468,Bacteroidales,4468,Prevotellaceae,4467,Pseudoprevotella,4465,Pseudoprevotella muciniphila,4465
CP097095.1,21,root,3,Bacteria,3,Actinomycetota,3,Actinomycetes,3,Actinomycetales,2,Actinomycetaceae,2,Actinomyces,1,Actinomyces graevenitzii,0
CAKAFU010000002.1,21,root,1,Bacteria,1,Bacteroidota,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,4440,root,4439,Bacteria,4439,Bacteroidota,4436,Bacteroidia,4403,Bacteroidales,4403,Bacteroidaceae,4319,Bacteroides,4300,Bacteroides fragilis,4198
NZ_CP049272.1,452,root,450,Bacteria,450,Campylobacterota,450,Epsilonproteobacteria,450,Campylobacterales,450,Campylobacteraceae,450,Campylobacter,450,Campylobacter concisus,449
NZ_CP012544.1,1624,root,1624,Bacteria,1624,Campylobacterota,1624,Epsilonproteobacteria,1624,Campylobacterales,1624,Campylobacteraceae,1624,Campylobacter,1624,Campylobacter showae,1617
NZ_CP022384.1,72,root,72,Bacteria,72,Bacteroidota,72,Flavobacteriia,72,Flavobacteriales,72,Flavobacteriaceae,72,Capnocytophaga,72,Capnocytophaga leadbetteri,68
ACIL03000013.1,21,root,5,Bacteria,5,Bacillota,5,Clostridia,4,Eubacteriales,1,Lachnospiraceae,2,Catonella,0,Catonella morbi,0
NZ_CP028101.1,863,root,857,Bacteria,853,Fusobacteriota,852,Fusobacteriia,852,Fusobacteriales,852,Fusobacteriaceae,852,Fusobacterium,852,Fusobacterium nucleatum,618
NZ_CP024703.1,195,root,194,Bacteria,194,Fusobacteriota,194,Fusobacteriia,194,Fusobacteriales,194,Fusobacteriaceae,192,Fusobacterium,192,Fusobacterium pseudoperiodonticum,174
NZ_CP083637.1,164,root,164,Bacteria,164,Bacillota,164,Bacilli,164,Bacillales,164,unclassified Bacillales family,0,Gemella,164,Gemella haemolysans,164
NZ_CP031243.1,35736,root,35721,Bacteria,35715,Pseudomonadota,35682,Gammaproteobacteria,35635,Pasteurellales,35576,Pasteurellaceae,35576,Haemophilus,35255,Haemophilus haemolyticus,30976
NZ_AP018768.1,3854,root,3854,Bacteria,3853,Pseudomonadota,3853,Gammaproteobacteria,3850,Pasteurellales,3846,Pasteurellaceae,3846,Haemophilus,3802,Haemophilus influenzae,2912
NZ_CP038817.1,82,root,82,Bacteria,82,Pseudomonadota,82,Gammaproteobacteria,82,Pasteurellales,81,Pasteurellaceae,81,Haemophilus,79,Haemophilus parahaemolyticus,79
NZ_CP078113.1,701512,root,701373,Bacteria,701327,Pseudomonadota,701166,Betaproteobacteria,700213,Neisseriales,700017,Neisseriaceae,699794,Neisseria,697736,Neisseria gonorrhoeae,569048
NZ_CP035368.2,534,root,534,Bacteria,534,Pseudomonadota,534,Gammaproteobacteria,534,Pasteurellales,532,Pasteurellaceae,532,Haemophilus,527,Haemophilus parainfluenzae,520
NZ_LR134378.1,52,root,52,Bacteria,52,Pseudomonadota,52,Betaproteobacteria,52,Burkholderiales,52,Burkholderiaceae,52,Lautropia,52,Lautropia mirabilis,52
