accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
CP097095.1,5215,Actinomyces,1654,487,985725,13,13775,Actinomyces graevenitzii,55565,0,994785,0,5215
NZ_LT635457.1,35,Actinomyces,1654,487,985725,13,13775,Actinomyces pacaensis,1852377,35,999936,29,0
NZ_CP033459.1,53,Pseudoprevotella,2884814,53,999947,0,0,Pseudoprevotella muciniphila,2133944,53,999947,0,0
CAKAFU010000002.1,26,Alloprevotella,1283313,0,999974,0,26,Alloprevotella tannerae,76122,0,999974,0,26
NZ_CP032823.1,628,Aliarcobacter,2321111,625,999372,0,3,Aliarcobacter cryaerophilus,28198,620,999372,0,8
NZ_CP049272.1,9321,Campylobacter,194,36216,963767,0,17,Campylobacter concisus,199,9300,990671,8,21
NZ_CP012544.1,26689,Campylobacter,194,36216,963767,0,17,Campylobacter showae,204,26588,973300,11,101
NZ_CP022386.1,2600,Capnocytophaga,1016,15040,984945,0,15,Capnocytophaga gingivalis,1017,2590,997399,1,10
NZ_CP022384.1,12336,Capnocytophaga,1016,15040,984945,0,15,Capnocytophaga leadbetteri,327575,11949,987664,0,387
NZ_CP022379.1,119,Capnocytophaga,1016,15040,984945,0,15,Capnocytophaga sputigena,1019,118,999875,6,1
NZ_CP028101.1,91,Fusobacterium,848,139742,860104,0,154,Fusobacterium nucleatum,851,83,999719,190,8
NZ_CP024703.1,138947,Fusobacterium,848,139742,860104,0,154,Fusobacterium pseudoperiodonticum,2663009,134582,861053,0,4365
NZ_CP083637.1,25,Gemella,1378,25,999975,0,0,Gemella haemolysans,1379,25,999975,0,0
NZ_CP031243.1,2033,Haemophilus,724,80280,919407,1,312,Haemophilus haemolyticus,726,1955,997962,5,78
NZ_AP018768.1,319,Haemophilus,724,80280,919407,1,312,Haemophilus influenzae,727,293,999659,22,26
NZ_CP038817.1,651,Haemophilus,724,80280,919407,1,312,Haemophilus parahaemolyticus,735,646,999348,1,5
NZ_CP035368.2,77589,Haemophilus,724,80280,919407,1,312,Haemophilus parainfluenzae,729,76869,922410,1,720
NC_013203.1,572,Lancefieldella,2767353,572,999428,0,0,Lancefieldella parvula,1382,572,999428,0,0
NZ_LR134378.1,9242,Lautropia,47670,9239,990758,0,3,Lautropia mirabilis,47671,9239,990758,0,3
NZ_CP101528.1,19100,Micrococcus,1269,19039,980897,3,61,Micrococcus luteus,1270,15144,980900,0,3956
NZ_AP019829.2,35,Leptotrichia,32067,35,999960,5,0,Leptotrichia wadei,157687,34,999963,2,1
NZ_CP053939.1,16607,Neisseria,482,61148,938566,2,284,Neisseria mucosa,488,14565,983339,54,2042
NZ_CP073114.1,44825,Neisseria,482,61148,938566,2,284,Neisseria subflava,28449,40460,955092,83,4365
NZ_CP092048.1,172,Porphyromonas,836,172,999755,0,73,Porphyromonas gingivalis,837,171,999827,1,1
NZ_CP024696.1,1162,Prevotella,838,6398,993417,3,182,Prevotella intermedia,28131,1116,998838,0,46
NZ_CP072363.1,165,Prevotella,838,6398,993417,3,182,Prevotella jejuni,1177574,161,999835,0,4
AP018050.1,5174,Prevotella,838,6398,993417,3,182,Prevotella melaninogenica,28132,5040,994825,1,134
NZ_CP072390.1,38,Prevotella,838,6398,993417,3,182,Prevotella scopos,589437,37,999962,0,1
NZ_CP079201.1,461,Rothia,32207,381231,618360,59,350,Rothia dentocariosa,2047,459,999528,11,2
NZ_CP079822.1,357448,Rothia,32207,381231,618360,59,350,Rothia mucilaginosa,43675,357263,619130,23422,185
NZ_CP102197.1,132532,Schaalia,2529408,132269,861379,6089,263,Schaalia odontolytica,1660,132111,863966,3502,421
NZ_CP012071.1,33,Selenomonas,970,33,999964,3,0,Selenomonas sp. oral taxon 478,712538,32,999967,0,1
NZ_LS483444.1,23,Streptococcus,1301,41926,957311,20,743,Streptococcus australis,113107,22,999965,12,1
NZ_CP012646.1,35805,Streptococcus,1301,41926,957311,20,743,Streptococcus mitis,28037,32838,964191,4,2967
NZ_CAKAHJ010000001.1,9012,Actinomyces,1654,487,985725,13,13775,uncultured Actinomyces sp.,249061,0,990988,0,9012
NC_015875.1,33,Streptococcus,1301,41926,957311,20,743,Streptococcus pseudopneumoniae,257758,24,999950,17,9
NZ_CP079193.1,41,Streptococcus,1301,41926,957311,20,743,Streptococcus suis,1307,38,999938,21,3
NZ_CALGPY010000005.1,223,Campylobacter,194,36216,963767,0,17,uncultured Campylobacter sp.,218934,0,999777,0,223
NZ_CAKOJV010000001.1,858,Fusobacterium,848,139742,860104,0,154,uncultured Fusobacterium sp.,159267,0,999142,0,858
NZ_CABPWA010000001.1,63,Peptostreptococcus,1257,1,999937,0,62,uncultured Peptostreptococcus sp.,169971,0,999937,0,63
NZ_UQJH01000001.1,73,Porphyromonas,836,172,999755,0,73,uncultured Porphyromonas sp.,159274,0,999927,0,73
NZ_CAJTJS010000001.1,41,Prevotella,838,6398,993417,3,182,uncultured Prevotella sp.,159272,0,999959,0,41
NZ_CAKAIK010000001.1,23672,Rothia,32207,381231,618360,59,350,uncultured Rothia sp.,316088,0,976328,0,23672
NZ_CAMNMG010000001.1,6767,Streptococcus,1301,41926,957311,20,743,uncultured Streptococcus sp.,83427,0,993233,0,6767
NZ_CALHUL010000006.1,3364,Treponema,157,2896,996636,0,468,uncultured Treponema sp.,162155,0,996636,0,3364
NZ_CP020566.1,175,Veillonella,29465,55289,944214,4,493,Veillonella atypica,39777,173,999799,26,2
NZ_LR134375.1,2137,Veillonella,29465,55289,944214,4,493,Veillonella dispar,39778,2018,997784,79,119
NZ_AP022321.1,47670,Veillonella,29465,55289,944214,4,493,Veillonella nakazawae,2682456,42313,952327,3,5357
NZ_CP019721.1,5653,Veillonella,29465,55289,944214,4,493,Veillonella parvula,29466,5608,994079,268,45
NZ_JAGZUH010000001.1,147,Veillonella,29465,55289,944214,4,493,Veillonella sp.,1926307,0,999853,0,147
