read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,23,root,3,Bacteria,3,Actinomycetota,3,Actinomycetes,3,Actinomycetales,2,Actinomycetaceae,2,Actinomyces,1,Actinomyces graevenitzii,0
NZ_LT635457.1,26,root,26,Bacteria,26,Actinomycetota,26,Actinomycetes,26,Actinomycetales,26,Actinomycetaceae,26,Actinomyces,26,Actinomyces pacaensis,26
NZ_CP033459.1,3007,root,3007,Bacteria,3007,Bacteroidota,3007,Bacteroidia,3006,Bacteroidales,3006,Prevotellaceae,3005,Pseudoprevotella,3003,Pseudoprevotella muciniphila,3003
CAKAFU010000002.1,4671,root,627,Bacteria,618,Bacteroidota,551,Bacteroidia,516,Bacteroidales,515,Prevotellaceae,443,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,3020,root,3020,Bacteria,3020,Bacteroidota,3019,Bacteroidia,2997,Bacteroidales,2997,Bacteroidaceae,2939,Bacteroides,2932,Bacteroides fragilis,2845
NZ_CP049272.1,789,root,787,Bacteria,787,Campylobacterota,787,Epsilonproteobacteria,787,Campylobacterales,787,Campylobacteraceae,787,Campylobacter,787,Campylobacter concisus,782
NZ_CP012544.1,71117,root,71059,Bacteria,71055,Campylobacterota,71052,Epsilonproteobacteria,71052,Campylobacterales,71052,Campylobacteraceae,71048,Campylobacter,71048,Campylobacter showae,70418
NZ_CP022386.1,1988,root,1986,Bacteria,1986,Bacteroidota,1986,Flavobacteriia,1986,Flavobacteriales,1986,Flavobacteriaceae,1986,Capnocytophaga,1986,Capnocytophaga gingivalis,1961
NZ_CP022384.1,36524,root,36391,Bacteria,36385,Bacteroidota,36385,Flavobacteriia,36368,Flavobacteriales,36368,Flavobacteriaceae,36324,Capnocytophaga,36320,Capnocytophaga leadbetteri,32988
NZ_CP022379.1,122,root,122,Bacteria,122,Bacteroidota,122,Flavobacteriia,122,Flavobacteriales,122,Flavobacteriaceae,119,Capnocytophaga,119,Capnocytophaga sputigena,115
NZ_CP073092.1,2488,root,2488,Bacteria,2488,Actinomycetota,2485,Actinomycetes,2485,Mycobacteriales,2458,Corynebacteriaceae,2458,Corynebacterium,2458,Corynebacterium tuberculostearicum,2380
NZ_CP028101.1,246,root,246,Bacteria,244,Fusobacteriota,244,Fusobacteriia,244,Fusobacteriales,244,Fusobacteriaceae,243,Fusobacterium,243,Fusobacterium nucleatum,176
NZ_CP024703.1,91918,root,91493,Bacteria,91217,Fusobacteriota,91151,Fusobacteriia,91151,Fusobacteriales,91151,Fusobacteriaceae,91003,Fusobacterium,90992,Fusobacterium pseudoperiodonticum,81524
