read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
CP097095.1,23,root,6,Bacteria,6,Actinomycetota,5,Actinomycetes,5,Actinomycetales,0,Actinomycetaceae,0,Actinomyces,0,Actinomyces graevenitzii,0
NZ_LT635457.1,26,root,26,Bacteria,26,Actinomycetota,26,Actinomycetes,26,Actinomycetales,26,Actinomycetaceae,26,Actinomyces,26,Actinomyces pacaensis,26
NZ_CP033459.1,3007,root,2998,Bacteria,2998,Bacteroidota,2998,Bacteroidia,2998,Bacteroidales,2998,Prevotellaceae,2995,Pseudoprevotella,2995,Pseudoprevotella muciniphila,2995
CAKAFU010000002.1,4671,root,1461,Bacteria,1360,Bacteroidota,1094,Bacteroidia,958,Bacteroidales,942,Prevotellaceae,694,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP036550.1,3020,root,3006,Bacteria,3006,Bacteroidota,3004,Bacteroidia,2992,Bacteroidales,2992,Bacteroidaceae,2946,Bacteroides,2931,Bacteroides fragilis,2910
NZ_CP049272.1,789,root,784,Bacteria,784,Campylobacterota,784,Epsilonproteobacteria,784,Campylobacterales,784,Campylobacteraceae,784,Campylobacter,784,Campylobacter concisus,783
NZ_CP012544.1,71117,root,70870,Bacteria,70870,Campylobacterota,70870,Epsilonproteobacteria,70870,Campylobacterales,70870,Campylobacteraceae,70870,Campylobacter,70870,Campylobacter showae,70736
NZ_CP022386.1,1988,root,1975,Bacteria,1975,Bacteroidota,1975,Flavobacteriia,1975,Flavobacteriales,1975,Flavobacteriaceae,1975,Capnocytophaga,1975,Capnocytophaga gingivalis,1973
NZ_CP022384.1,36524,root,36405,Bacteria,36405,Bacteroidota,36405,Flavobacteriia,36400,Flavobacteriales,36400,Flavobacteriaceae,36395,Capnocytophaga,36395,Capnocytophaga leadbetteri,35681
NZ_CP022379.1,122,root,122,Bacteria,122,Bacteroidota,122,Flavobacteriia,122,Flavobacteriales,122,Flavobacteriaceae,122,Capnocytophaga,122,Capnocytophaga sputigena,120
NZ_CP073092.1,2488,root,2474,Bacteria,2474,Actinomycetota,2473,Actinomycetes,2473,Mycobacteriales,2456,Corynebacteriaceae,2456,Corynebacterium,2456,Corynebacterium tuberculostearicum,2413
NZ_CP018196.1,76,root,76,Bacteria,76,Fusobacteriota,76,Fusobacteriia,76,Fusobacteriales,76,Fusobacteriaceae,76,Fusobacterium,76,Fusobacterium necrophorum,76
NZ_CP028101.1,246,root,246,Bacteria,246,Fusobacteriota,246,Fusobacteriia,246,Fusobacteriales,246,Fusobacteriaceae,246,Fusobacterium,246,Fusobacterium nucleatum,229
NZ_CP024703.1,91918,root,91620,Bacteria,91620,Fusobacteriota,91620,Fusobacteriia,91620,Fusobacteriales,91620,Fusobacteriaceae,91616,Fusobacterium,91616,Fusobacterium pseudoperiodonticum,90383
NZ_CP083637.1,792,root,788,Bacteria,788,Bacillota,788,Bacilli,788,Bacillales,788,unclassified Bacillales family,0,Gemella,788,Gemella haemolysans,788
NZ_CP031243.1,956,root,954,Bacteria,954,Pseudomonadota,954,Gammaproteobacteria,953,Pasteurellales,953,Pasteurellaceae,953,Haemophilus,952,Haemophilus haemolyticus,939
NZ_AP018768.1,674,root,671,Bacteria,671,Pseudomonadota,671,Gammaproteobacteria,671,Pasteurellales,671,Pasteurellaceae,671,Haemophilus,669,Haemophilus influenzae,655
NZ_CP038817.1,91254,root,90911,Bacteria,90911,Pseudomonadota,90911,Gammaproteobacteria,90904,Pasteurellales,90897,Pasteurellaceae,90897,Haemophilus,90854,Haemophilus parahaemolyticus,90709
NZ_CP035368.2,180198,root,179531,Bacteria,179531,Pseudomonadota,179531,Gammaproteobacteria,179514,Pasteurellales,179507,Pasteurellaceae,179507,Haemophilus,179210,Haemophilus parainfluenzae,178640
NC_001781.1,3,root,3,Viruses,3,Negarnaviricota,3,Monjiviricetes,3,Mononegavirales,3,Pneumoviridae,3,Orthopneumovirus,3,Orthopneumovirus hominis,3
NC_013203.1,39,root,39,Bacteria,39,Actinomycetota,39,Coriobacteriia,39,Coriobacteriales,39,Atopobiaceae,39,Lancefieldella,39,Lancefieldella parvula,39
NZ_LR134378.1,62,root,62,Bacteria,62,Pseudomonadota,62,Betaproteobacteria,62,Burkholderiales,62,Burkholderiaceae,62,Lautropia,62,Lautropia mirabilis,62
NZ_CP101528.1,36,root,36,Bacteria,36,Actinomycetota,36,Actinomycetes,36,Micrococcales,36,Micrococcaceae,36,Micrococcus,36,Micrococcus luteus,32
NZ_CP030820.1,2179,root,2169,Bacteria,2169,Pseudomonadota,2169,Betaproteobacteria,2166,Neisseriales,2166,Neisseriaceae,2166,Neisseria,2166,Neisseria meningitidis,2121
NZ_CP078113.1,720,root,719,Bacteria,719,Pseudomonadota,719,Betaproteobacteria,719,Neisseriales,719,Neisseriaceae,719,Neisseria,719,Neisseria gonorrhoeae,711
NZ_CP053939.1,12532,root,12488,Bacteria,12488,Pseudomonadota,12488,Betaproteobacteria,12488,Neisseriales,12488,Neisseriaceae,12488,Neisseria,12461,Neisseria mucosa,11871
NZ_CP073114.1,194888,root,194185,Bacteria,194185,Pseudomonadota,194185,Betaproteobacteria,194183,Neisseriales,194183,Neisseriaceae,194183,Neisseria,193795,Neisseria subflava,187954
NZ_CP092048.1,447,root,442,Bacteria,442,Bacteroidota,442,Bacteroidia,442,Bacteroidales,442,Porphyromonadaceae,442,Porphyromonas,442,Porphyromonas gingivalis,442
NC_019960.1,62,root,62,Bacteria,62,Bacteroidota,62,Bacteroidia,62,Bacteroidales,62,Prevotellaceae,62,Prevotella,62,Prevotella dentalis,62
NZ_CP024696.1,260,root,259,Bacteria,259,Bacteroidota,259,Bacteroidia,255,Bacteroidales,255,Prevotellaceae,251,Prevotella,251,Prevotella intermedia,250
NZ_CP072363.1,1065,root,1063,Bacteria,1063,Bacteroidota,1063,Bacteroidia,1063,Bacteroidales,1063,Prevotellaceae,1063,Prevotella,1063,Prevotella jejuni,1048
AP018050.1,15003,root,14934,Bacteria,14932,Bacteroidota,14932,Bacteroidia,14907,Bacteroidales,14907,Prevotellaceae,14636,Prevotella,14634,Prevotella melaninogenica,14617
NZ_CP072390.1,23,root,23,Bacteria,23,Bacteroidota,23,Bacteroidia,23,Bacteroidales,23,Prevotellaceae,23,Prevotella,23,Prevotella scopos,23
NZ_CP079201.1,43,root,42,Bacteria,42,Actinomycetota,42,Actinomycetes,42,Micrococcales,42,Micrococcaceae,42,Rothia,42,Rothia dentocariosa,42
NZ_CP079822.1,110592,root,110200,Bacteria,110200,Actinomycetota,110200,Actinomycetes,110200,Micrococcales,110200,Micrococcaceae,110200,Rothia,110200,Rothia mucilaginosa,110190
NZ_CP102197.1,42455,root,42271,Bacteria,42271,Actinomycetota,42271,Actinomycetes,42271,Actinomycetales,42257,Actinomycetaceae,42257,Schaalia,42250,Schaalia odontolytica,42231
NZ_CP012646.1,99187,root,98852,Bacteria,98852,Bacillota,98852,Bacilli,98852,Lactobacillales,98852,Streptococcaceae,98825,Streptococcus,98825,Streptococcus mitis,93868
NZ_CP102583.1,14129,root,14062,Bacteria,14062,Bacillota,14028,Bacilli,14028,Lactobacillales,14025,Streptococcaceae,14025,Streptococcus,14024,Streptococcus pneumoniae,13802
NC_015875.1,8883,root,8855,Bacteria,8855,Bacillota,8811,Bacilli,8808,Lactobacillales,8802,Streptococcaceae,8774,Streptococcus,8773,Streptococcus pseudopneumoniae,7992
NZ_CP079193.1,36,root,35,Bacteria,35,Bacillota,35,Bacilli,35,Lactobacillales,35,Streptococcaceae,35,Streptococcus,35,Streptococcus suis,33
NZ_CP009227.1,26,root,26,Bacteria,26,Spirochaetota,26,Spirochaetia,26,Spirochaetales,26,Treponemataceae,26,Treponema,26,Treponema sp. OMZ 838,17
NZ_CAKAHJ010000001.1,1371,root,1181,Bacteria,1172,Actinomycetota,1147,Actinomycetes,1147,Actinomycetales,1084,Actinomycetaceae,1084,Actinomyces,7,uncultured Actinomyces sp.,0
NZ_CALGPY010000005.1,1617,root,1552,Bacteria,1543,Campylobacterota,1538,Epsilonproteobacteria,1538,Campylobacterales,1538,Campylobacteraceae,1537,Campylobacter,1537,uncultured Campylobacter sp.,0
NZ_CAKOJV010000001.1,158,root,155,Bacteria,152,Fusobacteriota,152,Fusobacteriia,152,Fusobacteriales,152,Fusobacteriaceae,152,Fusobacterium,152,uncultured Fusobacterium sp.,0
NZ_CABPWA010000001.1,39,root,19,Bacteria,13,Bacillota,9,Clostridia,7,Eubacteriales,3,Peptostreptococcaceae,2,Peptostreptococcus,1,uncultured Peptostreptococcus sp.,0
NZ_UQJH01000001.1,62,root,22,Bacteria,19,Bacteroidota,12,Bacteroidia,9,Bacteroidales,9,Porphyromonadaceae,3,Porphyromonas,3,uncultured Porphyromonas sp.,0
NZ_CAJTJS010000001.1,227,root,63,Bacteria,51,Bacteroidota,43,Bacteroidia,38,Bacteroidales,37,Prevotellaceae,22,Prevotella,16,uncultured Prevotella sp.,0
NZ_CAKAIK010000001.1,237,root,235,Bacteria,235,Actinomycetota,235,Actinomycetes,235,Micrococcales,235,Micrococcaceae,235,Rothia,235,uncultured Rothia sp.,0
NZ_CAMNMG010000001.1,615,root,598,Bacteria,596,Bacillota,595,Bacilli,595,Lactobacillales,594,Streptococcaceae,592,Streptococcus,592,uncultured Streptococcus sp.,0
NZ_CALHUL010000006.1,187,root,176,Bacteria,174,Spirochaetota,173,Spirochaetia,173,Spirochaetales,173,Treponemataceae,173,Treponema,173,uncultured Treponema sp.,0
NZ_CP020566.1,1193,root,1190,Bacteria,1190,Bacillota,1190,Negativicutes,1190,Veillonellales,1190,Veillonellaceae,1190,Veillonella,1190,Veillonella atypica,1188
NZ_LR134375.1,1144,root,1141,Bacteria,1141,Bacillota,1141,Negativicutes,1141,Veillonellales,1141,Veillonellaceae,1141,Veillonella,1141,Veillonella dispar,1107
NZ_AP022321.1,569,root,568,Bacteria,568,Bacillota,564,Negativicutes,561,Veillonellales,561,Veillonellaceae,561,Veillonella,561,Veillonella nakazawae,528
NZ_CP019721.1,22,root,22,Bacteria,22,Bacillota,22,Negativicutes,22,Veillonellales,22,Veillonellaceae,22,Veillonella,22,Veillonella parvula,22
