read_accession_id,count
CP097095.1,1572
NZ_LT635457.1,6436
NZ_CAKAHJ010000001.1,4957
NZ_CP124548.1,75
NZ_CP012072.1,3279
NZ_CP033459.1,6778
CAKAFU010000002.1,1558
NZ_CP032823.1,10101
NZ_CP036550.1,700
NZ_CP040630.1,5314
NZ_CP102541.1,3697
NZ_CP049272.1,32
NZ_CP082871.1,4569
NZ_CP012544.1,7024
NZ_CALGPY010000005.1,10532
NZ_CP022386.1,4861
NZ_CP022384.1,7635
NZ_CP022379.1,811
ACIL03000013.1,4488
NC_001464.1,2418
NZ_CP073092.1,5541
NZ_CP101133.1,2708
NZ_CP100372.1,3601
NZ_CP063195.1,4770
NZ_CP100361.1,2529
NZ_CP024931.1,3184
NZ_AP027140.1,8562
NC_001472.1,1079
MT157224.1,1466
NC_038311.1,9378
NC_009996.1,5858
OQ842458.1,1977
NC_038307.1,3904
OQ842451.1,3705
OQ919261.1,5722
OQ842410.1,5925
NC_038308.1,6578
JQ041368.1,5402
EF174468.1,2090
NC_038312.1,678
MN164484.2,3262
NZ_CP018196.1,980
NZ_CP028101.1,696
NZ_CP024703.1,4920
NZ_CAKOJV010000001.1,189
NZ_CP083637.1,1191
NZ_CP046314.1,4708
NZ_CP040915.1,6647
NZ_CP031243.1,2618
NZ_AP018768.1,1738
NZ_CP038817.1,10161
NZ_CP035368.2,5904
NZ_LT906463.1,2929
NC_039199.1,661
NC_001781.1,2323
MG027862.1,1826
NZ_CP036164.1,3718
NZ_CP065999.1,10666
NZ_CP123447.1,353
NZ_CP050136.1,7540
NC_013203.1,11138
NZ_LR134378.1,7122
NZ_AP019831.1,8234
NZ_AP019829.2,7711
NC_013192.1,4864
NZ_CP101528.1,6279
NZ_CP126965.1,9230
NZ_CANLQP010000001.1,10607
NZ_CP014234.1,572
NZ_CP039886.1,4541
NZ_CP078113.1,3699
NZ_CP030820.1,3034
NZ_CP053939.1,5518
NZ_CP073114.1,6618
NZ_CP031253.1,2142
AFIH01000001.1,905
NZ_CP092048.1,637
NZ_UQJH01000001.1,4436
OP288969.1,515
NC_045512.2,189
NC_004718.3,287
NC_019960.1,2096
NZ_CP024696.1,2339
NZ_CP072363.1,1133
AP018050.1,8107
NZ_CP072390.1,5779
NZ_CAJTJS010000001.1,4556
NZ_UGTJ01000001.1,5394
NZ_CP079201.1,9259
NZ_CP079822.1,14
NZ_CAKAIK010000001.1,11513
NZ_CP102197.1,1190
CAHJXR010000003.1,1681
NZ_AP025697.1,8096
NZ_CP060204.1,2493
NZ_CP012071.1,7974
NZ_LOHY01000088.1,7333
NZ_LS483444.1,3487
NZ_CP127842.1,1707
NZ_CP012646.1,4777
NZ_CP079724.1,6191
NZ_CP102583.1,3671
NC_015875.1,4959
NZ_CP009913.1,6701
NZ_CP079193.1,340
NZ_CAMNMG010000001.1,12165
NZ_CP029207.1,3596
NC_001367.1,997
NZ_CP009227.1,2711
NZ_CALHUL010000006.1,7224
NZ_CAMUES010000001.1,287
NZ_CABPWA010000001.1,2784
NZ_CP020566.1,4681
NZ_LR134375.1,5003
NZ_AP022321.1,95
NZ_CP019721.1,2469
NZ_JAGZUH010000001.1,1221
