read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP033459.1,542,root,542,Bacteria,542,Bacteroidota,542,Bacteroidia,540,Bacteroidales,540,Prevotellaceae,540,Pseudoprevotella,540,Pseudoprevotella muciniphila,540
NZ_CP036550.1,4332,root,4332,Bacteria,4332,Bacteroidota,4332,Bacteroidia,4315,Bacteroidales,4315,Bacteroidaceae,4202,Bacteroides,4168,Bacteroides fragilis,4031
NZ_CP049272.1,856,root,855,Bacteria,855,Campylobacterota,854,Epsilonproteobacteria,0,Campylobacterales,854,Campylobacteraceae,854,Campylobacter,854,Campylobacter concisus,853
NZ_CP012544.1,5615,root,5604,Bacteria,5603,Campylobacterota,5602,Epsilonproteobacteria,0,Campylobacterales,5602,Campylobacteraceae,5602,Campylobacter,5602,Campylobacter showae,5551
NZ_CP022386.1,23767,root,23723,Bacteria,23716,Bacteroidota,23710,Flavobacteriia,23707,Flavobacteriales,23707,Flavobacteriaceae,23703,Capnocytophaga,23697,Capnocytophaga gingivalis,23412
NZ_CP022384.1,10274,root,10260,Bacteria,10260,Bacteroidota,10258,Flavobacteriia,10249,Flavobacteriales,10249,Flavobacteriaceae,10239,Capnocytophaga,10239,Capnocytophaga leadbetteri,9290
NZ_CP022379.1,174,root,174,Bacteria,174,Bacteroidota,174,Flavobacteriia,174,Flavobacteriales,174,Flavobacteriaceae,174,Capnocytophaga,174,Capnocytophaga sputigena,164
NZ_CP028101.1,751,root,741,Bacteria,740,Fusobacteriota,740,Fusobacteriia,740,Fusobacteriales,740,Fusobacteriaceae,740,Fusobacterium,740,Fusobacterium nucleatum,663
NZ_CP024703.1,197643,root,195469,Bacteria,195215,Fusobacteriota,195022,Fusobacteriia,195022,Fusobacteriales,195022,Fusobacteriaceae,194648,Fusobacterium,194631,Fusobacterium pseudoperiodonticum,177612
NZ_CP083637.1,151,root,151,Bacteria,151,Bacillota,151,Bacilli,151,Bacillales,151,unclassified Bacillales family,0,Gemella,151,Gemella haemolysans,149
NZ_CP031243.1,94,root,94,Bacteria,94,Pseudomonadota,94,Gammaproteobacteria,93,Pasteurellales,93,Pasteurellaceae,93,Haemophilus,93,Haemophilus haemolyticus,76
NZ_AP018768.1,278,root,278,Bacteria,278,Pseudomonadota,278,Gammaproteobacteria,277,Pasteurellales,277,Pasteurellaceae,277,Haemophilus,276,Haemophilus influenzae,216
NZ_CP035368.2,212127,root,212027,Bacteria,212020,Pseudomonadota,211969,Gammaproteobacteria,211895,Pasteurellales,211630,Pasteurellaceae,211630,Haemophilus,209941,Haemophilus parainfluenzae,206226
NZ_CP101528.1,812,root,810,Bacteria,810,Actinomycetota,810,Actinomycetes,810,Micrococcales,808,Micrococcaceae,806,Micrococcus,801,Micrococcus luteus,554
NC_013203.1,68,root,68,Bacteria,68,Actinomycetota,68,Coriobacteriia,68,Coriobacteriales,68,Atopobiaceae,68,Lancefieldella,68,Lancefieldella parvula,68
NZ_CP078113.1,7584,root,7582,Bacteria,7582,Pseudomonadota,7579,Betaproteobacteria,7567,Neisseriales,7567,Neisseriaceae,7564,Neisseria,7549,Neisseria gonorrhoeae,6342
NZ_CP030820.1,27221,root,27213,Bacteria,27208,Pseudomonadota,27197,Betaproteobacteria,26980,Neisseriales,26964,Neisseriaceae,26954,Neisseria,26836,Neisseria meningitidis,22155
NZ_CP053939.1,169968,root,169846,Bacteria,169834,Pseudomonadota,169799,Betaproteobacteria,169665,Neisseriales,169643,Neisseriaceae,169571,Neisseria,168288,Neisseria mucosa,157208
NZ_CP073114.1,276293,root,263761,Bacteria,263728,Pseudomonadota,262847,Betaproteobacteria,261150,Neisseriales,261092,Neisseriaceae,260989,Neisseria,256968,Neisseria subflava,22677
NZ_CP092048.1,3576,root,3576,Bacteria,3576,Bacteroidota,3576,Bacteroidia,3576,Bacteroidales,3576,Porphyromonadaceae,3507,Porphyromonas,3507,Porphyromonas gingivalis,3506
NC_019960.1,75,root,75,Bacteria,75,Bacteroidota,75,Bacteroidia,75,Bacteroidales,75,Prevotellaceae,75,Prevotella,75,Prevotella dentalis,75
NZ_CP024696.1,2280,root,2280,Bacteria,2280,Bacteroidota,2279,Bacteroidia,2249,Bacteroidales,2249,Prevotellaceae,2215,Prevotella,2212,Prevotella intermedia,2112
