read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,87,root,87,Bacteria,87,Actinomycetota,87,Actinomycetes,87,Actinomycetales,87,Actinomycetaceae,87,Actinomyces,86,Actinomyces pacaensis,86
NZ_CP033459.1,108,root,108,Bacteria,108,Bacteroidota,108,Bacteroidia,108,Bacteroidales,108,Prevotellaceae,108,Pseudoprevotella,108,Pseudoprevotella muciniphila,108
NZ_CP049272.1,43,root,43,Bacteria,43,Campylobacterota,43,Epsilonproteobacteria,43,Campylobacterales,43,Campylobacteraceae,43,Campylobacter,43,Campylobacter concisus,43
ACIL03000013.1,87,root,5,Bacteria,3,Bacillota,2,Clostridia,2,Eubacteriales,0,Lachnospiraceae,2,Catonella,0,Catonella morbi,0
NC_001464.1,22,root,22,Viruses,22,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Pospiviroidae,22,Pospiviroid,22,Citrus exocortis viroid,22
NZ_CP028101.1,18214,root,18138,Bacteria,18078,Fusobacteriota,18068,Fusobacteriia,18068,Fusobacteriales,18068,Fusobacteriaceae,18065,Fusobacterium,18064,Fusobacterium nucleatum,13221
NZ_CP083637.1,43,root,43,Bacteria,43,Bacillota,43,Bacilli,43,Bacillales,42,unclassified Bacillales family,0,Gemella,42,Gemella haemolysans,42
NZ_AP018768.1,87,root,87,Bacteria,87,Pseudomonadota,87,Gammaproteobacteria,86,Pasteurellales,86,Pasteurellaceae,86,Haemophilus,86,Haemophilus influenzae,74
NZ_CP038817.1,11183,root,11179,Bacteria,11179,Pseudomonadota,11177,Gammaproteobacteria,11172,Pasteurellales,11150,Pasteurellaceae,11150,Haemophilus,11081,Haemophilus parahaemolyticus,10962
NZ_CP036164.1,47654,root,47654,Bacteria,47654,Actinomycetota,47651,Actinomycetes,47651,Micrococcales,47591,Intrasporangiaceae,47527,Janibacter,47509,Janibacter limosus,46990
NZ_LR134378.1,5451,root,5451,Bacteria,5451,Pseudomonadota,5451,Betaproteobacteria,5446,Burkholderiales,5445,Burkholderiaceae,5440,Lautropia,5437,Lautropia mirabilis,5437
NZ_CP101528.1,7009,root,7008,Bacteria,7008,Actinomycetota,7005,Actinomycetes,7005,Micrococcales,6977,Micrococcaceae,6965,Micrococcus,6936,Micrococcus luteus,4158
NZ_CP126965.1,4586,root,4585,Bacteria,4585,Actinomycetota,4585,Actinomycetes,4585,Micrococcales,4573,Micrococcaceae,4563,Micrococcus,4560,Micrococcus lylae,4527
NZ_CP073114.1,8717,root,8712,Bacteria,8712,Pseudomonadota,8708,Betaproteobacteria,8702,Neisseriales,8700,Neisseriaceae,8699,Neisseria,8639,Neisseria subflava,6052
NZ_CP092048.1,130,root,130,Bacteria,130,Bacteroidota,130,Bacteroidia,130,Bacteroidales,130,Porphyromonadaceae,129,Porphyromonas,129,Porphyromonas gingivalis,129
NC_019960.1,19144,root,19141,Bacteria,19140,Bacteroidota,19140,Bacteroidia,19140,Bacteroidales,19140,Prevotellaceae,19010,Prevotella,18986,Prevotella dentalis,18922
NZ_CP024696.1,324,root,324,Bacteria,324,Bacteroidota,324,Bacteroidia,318,Bacteroidales,318,Prevotellaceae,314,Prevotella,314,Prevotella intermedia,309
NZ_CP079201.1,151,root,151,Bacteria,151,Actinomycetota,151,Actinomycetes,151,Micrococcales,151,Micrococcaceae,151,Rothia,151,Rothia dentocariosa,148
NZ_CP079822.1,553829,root,553822,Bacteria,553822,Actinomycetota,553727,Actinomycetes,553717,Micrococcales,553459,Micrococcaceae,553251,Rothia,553004,Rothia mucilaginosa,552304
NZ_CP102197.1,179455,root,179372,Bacteria,179372,Actinomycetota,179343,Actinomycetes,179341,Actinomycetales,178878,Actinomycetaceae,178878,Schaalia,178444,Schaalia odontolytica,177924
NC_015875.1,65,root,65,Bacteria,65,Bacillota,61,Bacilli,61,Lactobacillales,61,Streptococcaceae,61,Streptococcus,61,Streptococcus pseudopneumoniae,34
NZ_CP079193.1,43,root,43,Bacteria,43,Bacillota,43,Bacilli,43,Lactobacillales,43,Streptococcaceae,43,Streptococcus,43,Streptococcus suis,38
NZ_CAKAHJ010000001.1,52002,root,26324,Bacteria,26198,Actinomycetota,25634,Actinomycetes,25604,Actinomycetales,22966,Actinomycetaceae,22966,Actinomyces,375,uncultured Actinomyces sp.,0
NZ_CAKOJV010000001.1,173,root,160,Bacteria,157,Fusobacteriota,157,Fusobacteriia,157,Fusobacteriales,157,Fusobacteriaceae,157,Fusobacterium,157,uncultured Fusobacterium sp.,0
NZ_CANLQP010000001.1,65,root,62,Bacteria,62,Actinomycetota,62,Actinomycetes,62,Micrococcales,61,Micrococcaceae,60,Micrococcus,60,uncultured Micrococcus sp.,0
NZ_CAMUES010000001.1,42527,root,36486,Bacteria,36462,Actinomycetota,35962,Actinomycetes,35958,Actinomycetales,35776,Actinomycetaceae,35776,Mobiluncus,35684,uncultured Mobiluncus sp.,0
NZ_CAJTJS010000001.1,108,root,2,Bacteria,2,Bacteroidota,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1,uncultured Prevotella sp.,0
NZ_CAMNMG010000001.1,87,root,70,Bacteria,70,Bacillota,70,Bacilli,69,Lactobacillales,69,Streptococcaceae,67,Streptococcus,67,uncultured Streptococcus sp.,0
NZ_CALHUL010000006.1,3375,root,2894,Bacteria,2888,Spirochaetota,2877,Spirochaetia,2877,Spirochaetales,2877,Treponemataceae,2877,Treponema,2877,uncultured Treponema sp.,0
NZ_LR134375.1,130,root,129,Bacteria,129,Bacillota,129,Negativicutes,129,Veillonellales,128,Veillonellaceae,128,Veillonella,128,Veillonella dispar,114
NZ_AP022321.1,44583,root,44576,Bacteria,44558,Bacillota,44169,Negativicutes,44055,Veillonellales,44033,Veillonellaceae,44033,Veillonella,44030,Veillonella nakazawae,33618
NZ_CP019721.1,518,root,518,Bacteria,518,Bacillota,518,Negativicutes,518,Veillonellales,518,Veillonellaceae,518,Veillonella,518,Veillonella parvula,506
