read_accession_id,count
CP097095.1,1
NZ_LT635457.1,2947
NZ_CP033459.1,130
NZ_CP036550.1,140
NZ_CP049272.1,13729
NZ_CP012544.1,15734
NZ_CP022384.1,5
ACIL03000013.1,1
MN164484.2,15722
NZ_CP028101.1,12233
NZ_CP024703.1,12745
NZ_CP083637.1,12142
NZ_CP031243.1,15449
NZ_AP018768.1,14441
NZ_CP038817.1,10599
NZ_CP035368.2,11655
NC_013203.1,227
NZ_CP101528.1,13
NZ_CP126965.1,3097
NZ_CP073114.1,3499
NZ_CP024696.1,38
NZ_CP072363.1,18
AP018050.1,480
NZ_CP072390.1,20
NZ_CP079201.1,9154
NZ_CP079822.1,23222
NZ_CP102197.1,5507
NZ_CP060204.1,8362
NZ_CAKAHJ010000001.1,74
NZ_CAKOJV010000001.1,21292
NZ_CAJTJS010000001.1,178
NZ_CAKAIK010000001.1,2155
NZ_CAMNMG010000001.1,22935
NZ_CALHUL010000006.1,31
NZ_CP020566.1,17
NZ_LR134375.1,1136
NZ_AP022321.1,416
NZ_CP019721.1,95
NZ_JAGZUH010000001.1,1167
NZ_CP082871.1,10913
NZ_CALGPY010000005.1,8823
NZ_CP073092.1,9908
NZ_CP101133.1,19316
NZ_CP100372.1,2050
NZ_CP063195.1,16252
NZ_CP100361.1,9033
NZ_CP024931.1,13468
NZ_AP027140.1,7314
NZ_CP018196.1,13450
NZ_CP046314.1,11214
NZ_CP040915.1,22490
NZ_LT906463.1,24167
NC_039199.1,21347
NZ_CP065999.1,10171
NZ_CP123447.1,5960
NZ_CP050136.1,12942
NZ_LR134378.1,894
AFIH01000001.1,7620
OP288969.1,17783
NC_045512.2,9714
NC_004718.3,6909
NZ_CP092048.1,14548
NZ_UQJH01000001.1,13287
CAHJXR010000003.1,1693
NZ_AP025697.1,16642
NZ_CP012071.1,4228
NZ_LS483444.1,7006
NZ_CP127842.1,9816
NZ_CP012646.1,13706
NZ_CP079724.1,17159
NZ_CP102583.1,22859
NC_015875.1,18345
NZ_CP009913.1,13463
NZ_CP079193.1,4852
NZ_CP029207.1,9213
NC_001367.1,2919
NZ_UGSA01000001.1,2034
NZ_CP050992.1,7199
NZ_CP099728.1,17116
NZ_CP129616.1,11996
NZ_CP129982.1,15049
NZ_CP031257.1,877
NZ_CP074182.1,4066
NZ_CP132041.1,17533
NZ_CP119546.1,8891
NZ_CP063229.1,20836
NZ_JAGDEP010000001.1,19767
NZ_CP066015.1,8530
NZ_CP019962.1,4340
CAKAGO010000001.1,15162
AZKM01000008.1,655
NZ_CP089216.1,4970
NZ_CP070973.1,7932
NZ_MVIJ01000001.1,5420
NZ_LQPW01000031.1,1725
ADNV01000327.1,22050
NZ_CP041695.1,152
NZ_CP031418.1,1741
NZ_CP006850.1,16433
NZ_JACHIT010000001.1,7933
NZ_JADLRZ010000001.1,8685
NZ_JAJFOF010000001.1,6417
NZ_JAAXPE010000001.1,22126
NZ_AP026979.1,11016
NZ_CP046172.1,1039
NZ_LR134365.1,9325
NZ_UFUW01000001.1,6122
NZ_CP017037.1,4449
NZ_UGGM01000001.1,9625
NZ_RBKV01000001.1,10004
NZ_CP010310.2,1849
NZ_CP114997.1,11206
