read_accession_id,count
CP097095.1,119841
NZ_CP033459.1,522
CAKAFU010000002.1,36
NZ_CP036550.1,78
NZ_CP102541.1,313248
NZ_CP049272.1,12371
NZ_CP022386.1,81
ACIL03000013.1,64
NZ_CP028101.1,35663
NZ_CP024703.1,219
NZ_CP083637.1,32
NZ_AP018768.1,99
NZ_CP038817.1,32697
NC_013203.1,2234
NZ_CP035368.2,300
NZ_LR134378.1,240
NZ_AP019831.1,46
NZ_AP019829.2,124
NZ_CP101528.1,17796
NZ_CP039886.1,1807
NZ_CP073114.1,69960
NZ_CP092048.1,25
NC_019960.1,28
NZ_CP024696.1,402
NZ_CP072363.1,8448
NZ_CP079201.1,46591
NZ_CP072390.1,53
NZ_CP079822.1,189837
NZ_CP102197.1,26093
NZ_CP127842.1,28
NC_015875.1,115388
NZ_CP079193.1,49
NZ_CAKAHJ010000001.1,896
NZ_CAKOJV010000001.1,187
NZ_CANLQP010000001.1,155
NZ_CAJTJS010000001.1,300
NZ_CAMNMG010000001.1,723
NZ_CP020566.1,1711
NZ_LR134375.1,1362
NZ_CALHUL010000006.1,60
NZ_CP019721.1,158
