read_accession_id,count
CP097095.1,12027
NZ_CP033459.1,8991
CAKAFU010000002.1,39
NZ_CP036550.1,7884
NZ_CP049272.1,352
NZ_CP082871.1,40
NZ_CP012544.1,2235
NZ_CP022386.1,95
NZ_CP022384.1,13381
NZ_CP022379.1,134
NZ_CP028101.1,945
NZ_CP024703.1,35989
NZ_CP083637.1,28280
NZ_CP031243.1,3691
NZ_AP018768.1,646
NZ_CP038817.1,218609
NZ_CP035368.2,69584
NZ_CP065999.1,38
NZ_LR134378.1,91
NZ_AP019831.1,44
NZ_CP101528.1,79662
NZ_CP039886.1,2103
NZ_CP030820.1,1443
NZ_CP073114.1,309993
NZ_CP092048.1,174
NZ_CP024696.1,285
NZ_CP072390.1,41
NZ_CP079201.1,78
NZ_CP079822.1,55436
NZ_CP102197.1,9615
NZ_CP012646.1,10916
NC_015875.1,29
NZ_CP079193.1,28
NZ_CP009227.1,247
NZ_CAKAHJ010000001.1,518
NZ_CAKOJV010000001.1,19989
NZ_CABPWA010000001.1,71
NZ_UQJH01000001.1,54
NZ_CAJTJS010000001.1,2382
NZ_CAMNMG010000001.1,67
NZ_CALHUL010000006.1,36132
NZ_CP020566.1,73
NZ_LR134375.1,9493
NZ_AP022321.1,980
NZ_CP019721.1,53539
