read_accession_id,count
NZ_LT635457.1,87
NZ_CP033459.1,108
NZ_CP049272.1,43
ACIL03000013.1,87
NC_001464.1,20
NZ_CP028101.1,18213
NZ_CP083637.1,43
NZ_AP018768.1,87
NZ_CP038817.1,11181
NZ_CP036164.1,47654
NZ_LR134378.1,5451
NZ_CP101528.1,7009
NZ_CP126965.1,4586
NZ_CP073114.1,8716
NZ_CP092048.1,130
NC_019960.1,19140
NZ_CP024696.1,324
NZ_CP079201.1,151
NZ_CP079822.1,553795
NZ_CP102197.1,179434
NC_015875.1,65
NZ_CP079193.1,43
NZ_CAKAHJ010000001.1,51997
NZ_CAKOJV010000001.1,173
NZ_CANLQP010000001.1,65
NZ_CAMUES010000001.1,42527
NZ_CAJTJS010000001.1,108
NZ_CAMNMG010000001.1,87
NZ_CALHUL010000006.1,3375
NZ_AP022321.1,44582
NZ_LR134375.1,130
NZ_CP019721.1,518
