read_accession_id,count
CP097095.1,166
NZ_LT635457.1,26170
NZ_CP033459.1,6667
CAKAFU010000002.1,7271
NZ_CP032823.1,83438
NZ_CP036550.1,302
NZ_CP102541.1,10557
NZ_CP049272.1,7143
NZ_CP082871.1,62
NZ_CP028101.1,41578
NZ_AP018768.1,167045
NZ_CP038817.1,7429
NC_013203.1,585
NZ_LR134378.1,6025
NZ_AP019829.2,394
NZ_CP101528.1,219
NZ_CP014234.1,39
NC_019960.1,1775
NZ_CP024696.1,335
NZ_CP072363.1,9356
NZ_CP072390.1,73
NZ_CP079201.1,168
NZ_CP079822.1,106289
NZ_CP102197.1,174501
NZ_CP060204.1,46
NZ_CP012071.1,130
NZ_CP012646.1,21047
NZ_CP102583.1,36113
NZ_CP079193.1,102
NZ_CP009227.1,83
NZ_CAKAHJ010000001.1,10987
NZ_CALGPY010000005.1,103
NZ_CAKOJV010000001.1,42
NZ_CANLQP010000001.1,48561
NZ_CAMUES010000001.1,3304
NZ_CABPWA010000001.1,104
NZ_CAJTJS010000001.1,15375
NZ_CAMNMG010000001.1,290
NZ_CALHUL010000006.1,17038
NZ_CP020566.1,154914
NZ_LR134375.1,30047
NZ_AP022321.1,130
NZ_CP019721.1,462
NZ_JAGZUH010000001.1,70
