read_accession_id,count
NZ_LT635457.1,59
NZ_CP033459.1,1015
CAKAFU010000002.1,33
NZ_CP036550.1,827
NZ_CP049272.1,11589
NZ_CP012544.1,148
NZ_CP022386.1,171
NZ_CP022384.1,71
NZ_CP022379.1,18244
ACIL03000013.1,16
NZ_CP028101.1,169
NZ_CP024703.1,44615
NZ_CP083637.1,129
NZ_CP040915.1,95192
NZ_CP031243.1,1033
NZ_AP018768.1,256
NZ_CP038817.1,567
NZ_CP035368.2,30539
NC_013203.1,43
NZ_LR134378.1,18145
NZ_AP019831.1,40
NZ_AP019829.2,30
NZ_CP101528.1,94
NZ_CP126965.1,691
NZ_CP030820.1,951
NZ_CP053939.1,221354
NZ_CP073114.1,1157
NZ_CP024696.1,180
NZ_CP072363.1,228
AP018050.1,10136
NZ_CP092048.1,65
NC_019960.1,43
NZ_CP079201.1,59
NZ_CP079822.1,414949
NZ_CP102197.1,7466
NZ_CP079724.1,67980
NZ_CP012071.1,51
NZ_LS483444.1,65
NZ_CAKAHJ010000001.1,835
NZ_CALGPY010000005.1,54
NZ_CAKOJV010000001.1,114
NZ_CABPWA010000001.1,118
NZ_UQJH01000001.1,183
NZ_CP009227.1,43
NZ_CAJTJS010000001.1,6543
NZ_CAMNMG010000001.1,66
NZ_CALHUL010000006.1,742
NZ_CP020566.1,99
NZ_LR134375.1,1233
NZ_AP022321.1,16310
NZ_CP019721.1,21659
