accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP033459.1,4330,Pseudoprevotella,2884814,4250,1970731,0,80,Pseudoprevotella muciniphila,2133944,4250,1970731,0,80
CAKAFU010000002.1,60,Alloprevotella,1283313,0,1975001,0,60,Alloprevotella tannerae,76122,0,1975001,0,60
NZ_CP036550.1,7518,Bacteroides,816,7215,1967513,30,303,Bacteroides fragilis,817,6791,1967542,1,727
NZ_CP102541.1,8667,Bifidobacterium,1678,8610,1966352,42,57,Bifidobacterium longum,216816,3610,1966389,5,5057
NZ_CP049272.1,28775,Campylobacter,194,27905,1946194,26,936,Campylobacter concisus,199,27613,1946283,3,1162
NZ_CP012544.1,66,Campylobacter,194,27905,1946194,26,936,Campylobacter showae,204,62,1974992,3,4
NZ_CP022386.1,54,Capnocytophaga,1016,53,1975006,1,1,Capnocytophaga gingivalis,1017,52,1975007,0,2
ACIL03000013.1,60,Catonella,43996,0,1975001,0,60,Catonella morbi,43997,0,1975001,0,60
NZ_CP018196.1,190,Fusobacterium,848,33443,1938539,65,3014,Fusobacterium necrophorum,859,179,1974866,5,11
NZ_CP028101.1,35971,Fusobacterium,848,33443,1938539,65,3014,Fusobacterium nucleatum,851,24918,1939071,19,11053
NZ_CP024703.1,112,Fusobacterium,848,33443,1938539,65,3014,Fusobacterium pseudoperiodonticum,2663009,79,1974792,157,33
NZ_CP083637.1,9860,Gemella,1378,9227,1965081,120,633,Gemella haemolysans,1379,9091,1965188,13,769
NZ_CP031243.1,69401,Haemophilus,724,67344,1905315,14,2388,Haemophilus haemolyticus,726,48935,1905659,1,20466
NZ_AP018768.1,184,Haemophilus,724,67344,1905315,14,2388,Haemophilus influenzae,727,103,1974358,519,81
NZ_CP035368.2,147,Haemophilus,724,67344,1905315,14,2388,Haemophilus parainfluenzae,729,122,1974818,96,25
NC_013203.1,69913,Lancefieldella,2767353,69432,1905146,2,481,Lancefieldella parvula,1382,69432,1905146,2,481
NC_039199.1,48,Metapneumovirus,162387,46,1975013,0,2,Metapneumovirus hominis,3048148,0,1975013,0,48
NZ_AP019829.2,103661,Leptotrichia,32067,90391,1871389,11,13270,Leptotrichia wadei,157687,72985,1871397,3,30676
NZ_CP101528.1,131478,Micrococcus,1269,132334,1769075,0,73652,Micrococcus luteus,1270,61448,1841626,1957,70030
NZ_CP126965.1,74442,Micrococcus,1269,132334,1769075,0,73652,Micrococcus lylae,1273,0,1900619,0,74442
AFIH01000001.1,61199,Oribacterium,265975,0,1913862,0,61199,Oribacterium sp. oral taxon 108,712414,0,1913862,0,61199
NZ_CP092048.1,112,Porphyromonas,836,110,1974945,4,2,Porphyromonas gingivalis,837,110,1974948,1,2
NC_019960.1,48,Prevotella,838,53889,1915846,16,5310,Prevotella dentalis,52227,47,1975013,0,1
NZ_CP024696.1,33734,Prevotella,838,53889,1915846,16,5310,Prevotella intermedia,28131,29272,1941327,0,4462
NZ_CP072363.1,16345,Prevotella,838,53889,1915846,16,5310,Prevotella jejuni,1177574,14094,1958708,8,2251
AP018050.1,5628,Prevotella,838,53889,1915846,16,5310,Prevotella melaninogenica,28132,5166,1969379,54,462
NZ_CP072390.1,224,Prevotella,838,53889,1915846,16,5310,Prevotella scopos,589437,186,1974830,7,38
NZ_CP079201.1,364963,Rothia,32207,362826,1609952,146,2137,Rothia dentocariosa,2047,349344,1610097,1,15619
NZ_CP102197.1,1634,Schaalia,2529408,1602,1973115,312,32,Schaalia odontolytica,1660,1596,1973166,261,38
NZ_CP060204.1,725,Selenomonas,970,1335,1973706,8,12,Selenomonas timonae,2754044,684,1974335,1,41
NZ_CP012071.1,622,Selenomonas,970,1335,1973706,8,12,Selenomonas sp. oral taxon 478,712538,428,1974439,0,194
NZ_LS483444.1,118,Streptococcus,1301,633450,1329076,304,12231,Streptococcus australis,113107,68,1974651,292,50
NZ_CP012646.1,155007,Streptococcus,1301,633450,1329076,304,12231,Streptococcus mitis,28037,97053,1819533,521,57954
NZ_LOHY01000088.1,60,Pseudostreptobacillus,2919092,0,1975001,0,60,Pseudostreptobacillus hongkongensis,1162717,0,1975001,0,60
NZ_CP079724.1,480054,Streptococcus,1301,633450,1329076,304,12231,Streptococcus oralis,1303,315403,1494564,443,164651
NC_015875.1,2788,Streptococcus,1301,633450,1329076,304,12231,Streptococcus pseudopneumoniae,257758,1565,1972109,164,1223
NZ_CP009227.1,260,Treponema,157,2738,1971590,109,624,Treponema sp. OMZ 838,1539298,58,1974801,0,202
NZ_CAKAHJ010000001.1,1462,Actinomyces,1654,7,1973466,133,1455,uncultured Actinomyces sp.,249061,0,1973599,0,1462
NZ_CAKOJV010000001.1,184,Fusobacterium,848,33443,1938539,65,3014,uncultured Fusobacterium sp.,159267,0,1974877,0,184
NZ_CANLQP010000001.1,66,Micrococcus,1269,132334,1769075,0,73652,uncultured Micrococcus sp.,114051,0,1974995,0,66
NZ_CAMUES010000001.1,54,Mobiluncus,2050,10,1975006,1,44,uncultured Mobiluncus sp.,293425,0,1975007,0,54
NZ_CAJTJS010000001.1,3220,Prevotella,838,53889,1915846,16,5310,uncultured Prevotella sp.,159272,0,1971841,0,3220
NZ_CABPWA010000001.1,72,Peptostreptococcus,1257,0,1974988,1,72,uncultured Peptostreptococcus sp.,169971,0,1974989,0,72
NZ_CAMNMG010000001.1,7714,Streptococcus,1301,633450,1329076,304,12231,uncultured Streptococcus sp.,83427,0,1967347,0,7714
NZ_CALHUL010000006.1,3102,Treponema,157,2738,1971590,109,624,uncultured Treponema sp.,162155,0,1971959,0,3102
NZ_CP020566.1,283339,Veillonella,29465,287090,1684323,9,3639,Veillonella atypica,39777,268491,1691718,4,14848
NZ_LR134375.1,6207,Veillonella,29465,287090,1684323,9,3639,Veillonella dispar,39778,4604,1968785,69,1603
