read_accession_id,count
CP097095.1,146
NZ_LT635457.1,42
NZ_CP033459.1,20894
NZ_CP036550.1,15296
CAKAFU010000002.1,35
NZ_CP049272.1,40853
NZ_CP012544.1,452
NZ_CP022386.1,167
NZ_CP022384.1,43
NZ_CP022379.1,39
ACIL03000013.1,38
NZ_CP028101.1,421
NZ_CP024703.1,61469
NZ_CP083637.1,8280
NZ_CP031243.1,49436
NZ_AP018768.1,2854
NZ_CP038817.1,5444
NZ_CP035368.2,125273
MT157224.1,9
NC_013203.1,184
NZ_LR134378.1,9402
NZ_AP019831.1,90
NZ_AP019829.2,24126
NZ_CP101528.1,298
NZ_CP053939.1,169146
NZ_CP073114.1,289
NZ_CP092048.1,629
NC_019960.1,165
NZ_CP024696.1,1895
NZ_CP072363.1,33805
AP018050.1,5757
NZ_CP072390.1,6358
NC_038311.1,5046
NC_009996.1,5
NZ_CP079201.1,170
NZ_CP079822.1,19742
NZ_CP102197.1,298491
NZ_CP012071.1,102
NZ_LS483444.1,49
NZ_CP012646.1,34978
NZ_CAKAHJ010000001.1,13934
NC_015875.1,111
NZ_CP079193.1,88
NZ_CALGPY010000005.1,2247
NZ_CAKOJV010000001.1,101
NZ_UQJH01000001.1,68
NZ_CAJTJS010000001.1,14372
NZ_CAMNMG010000001.1,358
NZ_CALHUL010000006.1,2613
NZ_CP020566.1,14183
NZ_LR134375.1,3738
NZ_AP022321.1,2054
NZ_CP019721.1,659
