accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,42,Actinomyces,1654,271,1908913,2,21455,Actinomyces pacaensis,1852377,42,1930555,44,0
NZ_CP033459.1,2473,Pseudoprevotella,2884814,2465,1928168,0,8,Pseudoprevotella muciniphila,2133944,2465,1928168,0,8
CAKAFU010000002.1,84,Alloprevotella,1283313,0,1930557,0,84,Alloprevotella tannerae,76122,0,1930557,0,84
NZ_CP036550.1,282,Bacteroides,816,272,1930344,15,10,Bacteroides fragilis,817,264,1930357,2,18
NZ_CP049272.1,7348,Campylobacter,194,7672,1922946,1,22,Campylobacter concisus,199,7327,1923292,1,21
NZ_CP012544.1,132,Campylobacter,194,7672,1922946,1,22,Campylobacter showae,204,132,1930497,12,0
NZ_CP022386.1,3295,Capnocytophaga,1016,34502,1896106,0,33,Capnocytophaga gingivalis,1017,3280,1927341,5,15
NZ_CP022384.1,30829,Capnocytophaga,1016,34502,1896106,0,33,Capnocytophaga leadbetteri,327575,29439,1899812,0,1390
NZ_CP022379.1,411,Capnocytophaga,1016,34502,1896106,0,33,Capnocytophaga sputigena,1019,404,1930211,19,7
NZ_CP028101.1,220,Fusobacterium,848,31912,1898650,3,76,Fusobacterium nucleatum,851,212,1930131,290,8
NZ_CP024703.1,31624,Fusobacterium,848,31912,1898650,3,76,Fusobacterium pseudoperiodonticum,2663009,30347,1899017,0,1277
NZ_CP083637.1,744,Gemella,1378,742,1929897,0,2,Gemella haemolysans,1379,739,1929897,0,5
NZ_CP031243.1,560,Haemophilus,724,1062571,863825,143,4102,Haemophilus haemolyticus,726,533,1929943,138,27
NZ_AP018768.1,1135,Haemophilus,724,1062571,863825,143,4102,Haemophilus influenzae,727,1038,1928579,927,97
NZ_CP038817.1,1063920,Haemophilus,724,1062571,863825,143,4102,Haemophilus parahaemolyticus,735,1054405,866717,4,9515
NZ_CP035368.2,1058,Haemophilus,724,1062571,863825,143,4102,Haemophilus parainfluenzae,729,1049,1929416,167,9
NC_013203.1,94,Lancefieldella,2767353,94,1930547,0,0,Lancefieldella parvula,1382,94,1930547,0,0
NZ_LR134378.1,70,Lautropia,47670,70,1930571,0,0,Lautropia mirabilis,47671,70,1930571,0,0
NZ_AP019831.1,12585,Leptotrichia,32067,12588,1917996,4,53,Leptotrichia trevisanii,109328,12227,1918055,1,358
NZ_CP101528.1,597,Micrococcus,1269,606,1929957,3,75,Micrococcus luteus,1270,491,1930038,6,106
NZ_AP019829.2,56,Leptotrichia,32067,12588,1917996,4,53,Leptotrichia wadei,157687,53,1930556,29,3
NZ_CP126965.1,84,Micrococcus,1269,606,1929957,3,75,Micrococcus lylae,1273,0,1930557,0,84
NZ_CP039886.1,362707,Neisseria,482,390911,1536615,104,3011,Neisseria flavescens,484,342017,1566642,1292,20690
