read_accession_id,count
NZ_LT635457.1,87
NZ_CP033459.1,107
NZ_CP049272.1,43
ACIL03000013.1,86
NC_001464.1,22
NZ_CP028101.1,18155
NZ_CP083637.1,43
NZ_AP018768.1,86
NZ_CP038817.1,11150
NZ_CP036164.1,47509
NZ_LR134378.1,5433
NZ_CP101528.1,6984
NZ_CP126965.1,4573
NZ_CP073114.1,8686
NZ_CP092048.1,129
NC_019960.1,19073
NZ_CP024696.1,324
NZ_CP079201.1,151
NZ_CP079822.1,551819
NZ_CP102197.1,178839
NC_015875.1,65
NZ_CP079193.1,43
NZ_CAKAHJ010000001.1,51833
NZ_CAKOJV010000001.1,171
NZ_CANLQP010000001.1,65
NZ_CAMUES010000001.1,42396
NZ_CAJTJS010000001.1,107
NZ_CAMNMG010000001.1,86
NZ_CALHUL010000006.1,3360
NZ_LR134375.1,130
NZ_AP022321.1,44437
NZ_CP019721.1,515
