read_accession_id,count
CP097095.1,1
NZ_LT635457.1,2955
NZ_CP033459.1,130
NZ_CP049272.1,13770
NZ_CP036550.1,140
NZ_CP012544.1,15790
NZ_CP022384.1,5
ACIL03000013.1,1
MN164484.2,15781
NZ_CP028101.1,12275
NZ_CP024703.1,12780
NZ_CP083637.1,12190
NZ_CP031243.1,15505
NZ_AP018768.1,14495
NZ_CP038817.1,10629
NZ_CP035368.2,11690
NC_013203.1,228
NZ_CP101528.1,13
NZ_CP126965.1,3108
NZ_CP073114.1,3508
NZ_CP024696.1,38
NZ_CP072363.1,18
AP018050.1,480
NZ_CP072390.1,20
NZ_CP079201.1,9185
NZ_CP079822.1,23304
NZ_CP102197.1,5524
NZ_CP060204.1,8392
NZ_CAKAHJ010000001.1,74
NZ_CAKOJV010000001.1,21366
NZ_CAJTJS010000001.1,178
NZ_CAKAIK010000001.1,2162
NZ_CAMNMG010000001.1,23007
NZ_CALHUL010000006.1,31
NZ_CP020566.1,17
NZ_LR134375.1,1140
NZ_AP022321.1,419
NZ_CP019721.1,95
NZ_JAGZUH010000001.1,1171
NZ_CP082871.1,10952
NZ_CALGPY010000005.1,8849
NZ_CP073092.1,9946
NZ_CP101133.1,19384
NZ_CP100372.1,2059
NZ_CP063195.1,16308
NZ_CP100361.1,9059
NZ_CP024931.1,13507
NZ_AP027140.1,7337
NZ_CP018196.1,13502
NZ_CP046314.1,11246
NZ_CP040915.1,22578
NZ_LT906463.1,24240
NC_039199.1,21425
NZ_CP065999.1,10201
NZ_CP123447.1,5981
NZ_CP050136.1,12987
NZ_LR134378.1,897
AFIH01000001.1,7655
OP288969.1,17836
NC_045512.2,9750
NC_004718.3,6932
NZ_CP092048.1,14604
NZ_UQJH01000001.1,13326
CAHJXR010000003.1,1695
NZ_AP025697.1,16698
NZ_CP012071.1,4238
NZ_LS483444.1,7021
NZ_CP127842.1,9845
NZ_CP012646.1,13766
NZ_CP079724.1,17199
NZ_CP102583.1,22944
NC_015875.1,18405
NZ_CP009913.1,13509
NZ_CP079193.1,4858
NZ_CP029207.1,9239
NC_001367.1,2930
NZ_UGSA01000001.1,2037
NZ_CP050992.1,7227
NZ_CP099728.1,17192
NZ_CP129616.1,12031
NZ_CP129982.1,15097
NZ_CP031257.1,879
NZ_CP074182.1,4077
NZ_CP132041.1,17589
NZ_CP119546.1,8933
NZ_CP063229.1,20903
NZ_JAGDEP010000001.1,19834
NZ_CP066015.1,8556
NZ_CP019962.1,4356
CAKAGO010000001.1,15204
AZKM01000008.1,658
NZ_CP089216.1,4989
NZ_CP070973.1,7964
NZ_MVIJ01000001.1,5442
NZ_LQPW01000031.1,1731
ADNV01000327.1,22114
NZ_CP041695.1,152
NZ_CP031418.1,1747
NZ_CP006850.1,16498
NZ_JACHIT010000001.1,7959
NZ_JADLRZ010000001.1,8710
NZ_JAJFOF010000001.1,6440
NZ_JAAXPE010000001.1,22199
NZ_AP026979.1,11058
NZ_CP046172.1,1043
NZ_LR134365.1,9352
NZ_UFUW01000001.1,6133
NZ_CP017037.1,4461
NZ_UGGM01000001.1,9660
NZ_RBKV01000001.1,10035
NZ_CP010310.2,1852
NZ_CP114997.1,11231
