read_accession_id,count
CP097095.1,1570
NZ_LT635457.1,6409
NZ_CAKAHJ010000001.1,4941
NZ_CP124548.1,74
NZ_CP012072.1,3268
NZ_CP033459.1,6759
CAKAFU010000002.1,1551
NZ_CP032823.1,10073
NZ_CP036550.1,700
NZ_CP040630.1,5296
NZ_CP102541.1,3686
NZ_CP049272.1,32
NZ_CP082871.1,4552
NZ_CP012544.1,7003
NZ_CALGPY010000005.1,10502
NZ_CP022386.1,4844
NZ_CP022384.1,7628
NZ_CP022379.1,812
ACIL03000013.1,4473
NC_001464.1,2411
NZ_CP073092.1,5521
NZ_CP101133.1,2697
NZ_CP100372.1,3587
NZ_CP063195.1,4762
NZ_CP100361.1,2522
NZ_CP024931.1,3180
NZ_AP027140.1,8524
NC_001472.1,1077
MT157224.1,1454
NC_038311.1,9345
NC_009996.1,5843
OQ842458.1,1972
NC_038307.1,3882
OQ842451.1,3691
OQ919261.1,5706
OQ842410.1,5900
NC_038308.1,6549
JQ041368.1,5383
EF174468.1,2083
NC_038312.1,676
MN164484.2,3254
NZ_CP018196.1,976
NZ_CP028101.1,694
NZ_CP024703.1,4909
NZ_CAKOJV010000001.1,188
NZ_CP083637.1,1189
NZ_CP046314.1,4693
NZ_CP040915.1,6624
NZ_CP031243.1,2608
NZ_AP018768.1,1733
NZ_CP038817.1,10136
NZ_CP035368.2,5893
NZ_LT906463.1,2922
NC_039199.1,658
NC_001781.1,2312
MG027862.1,1815
NZ_CP036164.1,3709
NZ_CP065999.1,10631
NZ_CP123447.1,350
NZ_CP050136.1,7516
NC_013203.1,11103
NZ_LR134378.1,7089
NZ_AP019831.1,8216
NZ_AP019829.2,7686
NC_013192.1,4842
NZ_CP101528.1,6263
NZ_CP126965.1,9195
NZ_CANLQP010000001.1,10578
NZ_CP014234.1,568
NZ_CP039886.1,4520
NZ_CP078113.1,3685
NZ_CP030820.1,3026
NZ_CP053939.1,5498
NZ_CP073114.1,6593
NZ_CP031253.1,2134
AFIH01000001.1,900
OP288969.1,514
NC_045512.2,186
NC_004718.3,287
NZ_CP092048.1,634
NZ_UQJH01000001.1,4419
NC_019960.1,2086
NZ_CP024696.1,2333
NZ_CP072363.1,1128
AP018050.1,8076
NZ_CP072390.1,5763
NZ_CAJTJS010000001.1,4538
NZ_UGTJ01000001.1,5376
NZ_CP079201.1,9234
NZ_CP079822.1,14
NZ_CAKAIK010000001.1,11476
NZ_CP102197.1,1184
CAHJXR010000003.1,1677
NZ_AP025697.1,8072
NZ_CP060204.1,2489
NZ_CP012071.1,7937
NZ_LOHY01000088.1,7307
NZ_LS483444.1,3467
NZ_CP127842.1,1703
NZ_CP012646.1,4762
NZ_CP079724.1,6177
NZ_CP102583.1,3655
NC_015875.1,4942
NZ_CP009913.1,6670
NZ_CP079193.1,339
NZ_CAMNMG010000001.1,12130
NZ_CP029207.1,3583
NC_001367.1,995
NZ_CP009227.1,2700
NZ_CALHUL010000006.1,7197
NZ_CAMUES010000001.1,286
NZ_CABPWA010000001.1,2774
NZ_CP020566.1,4664
NZ_LR134375.1,4989
NZ_AP022321.1,95
NZ_CP019721.1,2461
NZ_JAGZUH010000001.1,1220
NZ_CP028435.1,4947
NZ_CP133094.1,1278
NZ_CP117438.1,1473
NZ_CP076348.1,1282
CP006667.1,4158
NZ_CP033672.1,5719
NZ_CP009323.1,5148
NZ_NBSQ01000002.1,8742
NZ_CP019668.1,10997
NZ_CP020894.3,9094
NZ_UGNY01000001.1,2043
NZ_UHIB01000001.1,9536
NZ_CP082852.1,7064
NZ_UGPB01000001.1,6843
NZ_CP132214.1,5553
NZ_CP080636.1,5354
NZ_CP053987.1,1357
NZ_CP095407.1,13033
NZ_CP095867.1,6653
NZ_CP132330.1,5389
NZ_CP071602.1,3425
NZ_CP071603.1,5180
AM902716.1,7087
NZ_CP021395.1,6046
NZ_UGSA01000001.1,3112
NZ_CP050992.1,10893
NZ_CP034670.1,5196
NZ_CP023527.1,4021
NZ_CP071265.1,8408
NZ_CP099728.1,4627
NZ_CP036514.1,8154
NZ_CP129616.1,1176
NZ_CP129982.1,1886
NZ_CP031257.1,6590
NZ_CP074182.1,12034
