read_accession_id,count
CP097095.1,38855
NZ_LT635457.1,358
NZ_CP033459.1,27
CAKAFU010000002.1,42
NZ_CP102541.1,1200
NZ_CP049272.1,15549
MN164484.2,3
NZ_CP028101.1,41
NZ_CP024703.1,38
NZ_CP083637.1,5603
NZ_AP018768.1,36
NZ_CP038817.1,32
NZ_CP035368.2,5183
NC_013203.1,13910
NZ_LR134378.1,10428
NZ_AP019831.1,20
NZ_AP019829.2,13270
NZ_CP101528.1,149
NZ_CP014234.1,44
NZ_CP053939.1,11783
NZ_CP024696.1,92
NZ_CP072363.1,22278
NZ_CP079822.1,385463
NZ_CP072390.1,32
NZ_CP079201.1,74
NZ_CP102197.1,25441
NZ_CP060204.1,51
NZ_CP012071.1,50410
NZ_CP012646.1,114395
NZ_LS483444.1,52
NC_015875.1,307
NZ_CP079193.1,105
NZ_CAKAHJ010000001.1,2413
NZ_CALGPY010000005.1,17
NZ_CAKOJV010000001.1,48
NZ_CAJTJS010000001.1,56
NZ_CAKAIK010000001.1,17
NZ_CAMNMG010000001.1,271
NZ_CALHUL010000006.1,893
NZ_CP020566.1,2802
NZ_LR134375.1,203739
NZ_AP022321.1,68097
NZ_CP019721.1,2655
NZ_JAGZUH010000001.1,127
