read_accession_id,count
NZ_CP033459.1,15964
NZ_CP036550.1,5182
NZ_CP049272.1,4010
NZ_CP012544.1,61
NZ_CP022386.1,1550
NZ_CP022384.1,28308
NZ_CP022379.1,3732
NZ_CP018196.1,24
NZ_CP028101.1,4460
NZ_CP024703.1,335
NZ_CP083637.1,43
NZ_CP031243.1,37
NZ_AP018768.1,211
NZ_CP038817.1,11854
NZ_CP035368.2,39374
NZ_LR134378.1,24
NZ_AP019829.2,9535
NZ_CP101528.1,8436
NZ_CP014234.1,3754
NZ_CP039886.1,1155
NZ_CP073114.1,30544
NZ_CP092048.1,31940
NC_019960.1,96
NZ_CP024696.1,4938
NZ_CP072363.1,620
AP018050.1,39822
NZ_CP072390.1,6703
NZ_CP079822.1,10704
NZ_LS483444.1,18251
NZ_CP127842.1,3141
NC_015875.1,3682
NZ_CP079193.1,31805
NZ_CP009227.1,24452
NZ_CAKOJV010000001.1,79
NZ_CABPWA010000001.1,37
NZ_CAJTJS010000001.1,55
NZ_CALHUL010000006.1,24324
CP097095.1,22761
NZ_LR134375.1,43
NZ_AP022321.1,30
NZ_CP019721.1,212
NZ_LT635457.1,16640
NZ_CAKAHJ010000001.1,11349
NZ_CP124548.1,17012
NZ_CP012072.1,7067
CAKAFU010000002.1,6446
ACIL03000013.1,9149
NC_001464.1,1410
NZ_CP040915.1,22459
NC_039199.1,4542
NZ_AP019831.1,7052
NC_013192.1,34848
NZ_CP126965.1,20556
NZ_CANLQP010000001.1,10555
NZ_UQJH01000001.1,16809
NZ_CP012646.1,16678
NZ_CP079724.1,15518
NZ_CP102583.1,13460
NZ_CP009913.1,428
NZ_CAMNMG010000001.1,16211
NZ_CP029207.1,5014
NC_001367.1,31401
NZ_CP133094.1,7985
NZ_CP117438.1,2348
NZ_CP020894.3,16770
NZ_UGNY01000001.1,5267
NZ_UHIB01000001.1,12464
NZ_CP082852.1,25594
NZ_UGPB01000001.1,27238
NZ_UGSA01000001.1,19141
NZ_CP023527.1,7241
NZ_CP071265.1,13590
NZ_CP074182.1,30050
NZ_CP132041.1,91
NZ_CP126697.1,5825
NZ_CP102534.1,1943
NZ_CP019962.1,6146
CAKAGO010000001.1,4379
AZKM01000008.1,18897
NZ_CP035765.1,3303
NZ_CP040423.1,23176
NZ_CP090423.1,6274
NZ_CP083630.1,1813
NZ_RBKV01000001.1,10376
NC_075417.1,14772
NC_011202.1,12887
AC_000017.1,11863
NC_017825.1,30259
