accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,57,Actinomyces,1654,57,996184,0,115,Actinomyces pacaensis,1852377,57,996299,0,0
NZ_CP033459.1,5460,Pseudoprevotella,2884814,5457,990894,2,3,Pseudoprevotella muciniphila,2133944,5457,990894,2,3
CAKAFU010000002.1,169,Alloprevotella,1283313,0,996187,0,169,Alloprevotella tannerae,76122,0,996187,0,169
NZ_CP036550.1,8029,Bacteroides,816,7836,987830,497,193,Bacteroides fragilis,817,7773,988279,48,256
NZ_CP102541.1,56,Bifidobacterium,1678,56,996299,1,0,Bifidobacterium longum,216816,51,996300,0,5
NZ_CP049272.1,940,Campylobacter,194,1011,995344,1,0,Campylobacter concisus,199,940,995416,0,0
NZ_CP012544.1,71,Campylobacter,194,1011,995344,1,0,Campylobacter showae,204,71,996285,0,0
NZ_CP073092.1,47408,Corynebacterium,1716,47136,948948,0,272,Corynebacterium tuberculostearicum,38304,46397,948948,0,1011
NZ_CP028101.1,99128,Fusobacterium,848,99532,896813,0,11,Fusobacterium nucleatum,851,93649,897228,0,5479
NZ_CP024703.1,172,Fusobacterium,848,99532,896813,0,11,Fusobacterium pseudoperiodonticum,2663009,170,995991,193,2
NZ_CP083637.1,754,Gemella,1378,752,995602,0,2,Gemella haemolysans,1379,752,995602,0,2
NZ_CP031243.1,739,Haemophilus,724,532497,463482,28,349,Haemophilus haemolyticus,726,727,995554,63,12
NZ_AP018768.1,40556,Haemophilus,724,532497,463482,28,349,Haemophilus influenzae,727,39709,955527,273,847
NZ_CP038817.1,488220,Haemophilus,724,532497,463482,28,349,Haemophilus parahaemolyticus,735,487045,508136,0,1175
NZ_CP035368.2,3331,Haemophilus,724,532497,463482,28,349,Haemophilus parainfluenzae,729,3320,992960,65,11
MT157224.1,43,Enterovirus,12059,1073,995245,0,38,Human rhinovirus sp.,169066,0,996313,0,43
NZ_LR134378.1,243,Lautropia,47670,243,996113,0,0,Lautropia mirabilis,47671,243,996113,0,0
NZ_CP101528.1,286,Micrococcus,1269,284,996070,0,2,Micrococcus luteus,1270,257,996070,0,29
NZ_CP073114.1,142,Neisseria,482,141,996183,31,1,Neisseria subflava,28449,137,996214,0,5
NZ_CP092048.1,269,Porphyromonas,836,267,996057,30,2,Porphyromonas gingivalis,837,267,996066,21,2
NC_019960.1,156,Prevotella,838,160987,830540,23,4806,Prevotella dentalis,52227,155,996188,12,1
NZ_CP024696.1,164157,Prevotella,838,160987,830540,23,4806,Prevotella intermedia,28131,159364,832194,5,4793
NZ_CP072363.1,341,Prevotella,838,160987,830540,23,4806,Prevotella jejuni,1177574,333,996000,15,8
NZ_CP072390.1,57,Prevotella,838,160987,830540,23,4806,Prevotella scopos,589437,57,996295,4,0
NC_038311.1,14,Enterovirus,12059,1073,995245,0,38,Rhinovirus A,147711,14,996337,5,0
NC_009996.1,1054,Enterovirus,12059,1073,995245,0,38,Rhinovirus C,463676,1054,995302,0,0
NZ_CP079201.1,57,Rothia,32207,57,996299,0,0,Rothia dentocariosa,2047,57,996299,0,0
NZ_CP060204.1,19992,Selenomonas,970,20192,976163,1,0,Selenomonas timonae,2754044,19943,976364,0,49
NZ_CP012071.1,200,Selenomonas,970,20192,976163,1,0,Selenomonas sp. oral taxon 478,712538,198,996156,0,2
NZ_CP012646.1,51858,Streptococcus,1301,70282,925881,5,188,Streptococcus mitis,28037,49192,944435,63,2666
NC_015875.1,18555,Streptococcus,1301,70282,925881,5,188,Streptococcus pseudopneumoniae,257758,16836,977779,22,1719
NZ_CP079193.1,57,Streptococcus,1301,70282,925881,5,188,Streptococcus suis,1307,56,996281,18,1
NC_001367.1,57,Tobamovirus,12234,57,996299,0,0,Tobacco mosaic virus,12242,57,996299,0,0
NZ_CP009227.1,1168,Treponema,157,36412,954537,1,5406,Treponema sp. OMZ 838,1539298,727,995188,0,441
NZ_CAKAHJ010000001.1,115,Actinomyces,1654,57,996184,0,115,uncultured Actinomyces sp.,249061,0,996241,0,115
NZ_CAKOJV010000001.1,243,Fusobacterium,848,99532,896813,0,11,uncultured Fusobacterium sp.,159267,0,996113,0,243
NZ_CAJTJS010000001.1,1082,Prevotella,838,160987,830540,23,4806,uncultured Prevotella sp.,159272,0,995274,0,1082
NZ_CALHUL010000006.1,40650,Treponema,157,36412,954537,1,5406,uncultured Treponema sp.,162155,0,955706,0,40650
NZ_LR134375.1,57,Veillonella,29465,470,995886,0,0,Veillonella dispar,39778,52,996299,0,5
NZ_AP022321.1,86,Veillonella,29465,470,995886,0,0,Veillonella nakazawae,2682456,82,996270,0,4
NZ_CP019721.1,327,Veillonella,29465,470,995886,0,0,Veillonella parvula,29466,326,996029,0,1
