accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP033459.1,215,Pseudoprevotella,2884814,212,1998004,1,3,Pseudoprevotella muciniphila,2133944,212,1998004,1,3
NZ_CP049272.1,86,Campylobacter,194,86,1998133,1,0,Campylobacter concisus,199,86,1998134,0,0
ACIL03000013.1,174,Catonella,43996,0,1998046,0,174,Catonella morbi,43997,0,1998046,0,174
NC_001464.1,40,Pospiviroid,185753,40,1998180,0,0,Citrus exocortis viroid,12890,40,1998180,0,0
NZ_CP028101.1,36405,Fusobacterium,848,36186,1961466,3,565,Fusobacterium nucleatum,851,32091,1961812,3,4314
NZ_CP083637.1,86,Gemella,1378,86,1998134,0,0,Gemella haemolysans,1379,86,1998134,0,0
NZ_AP018768.1,171,Haemophilus,724,22250,1975717,72,181,Haemophilus influenzae,727,129,1998038,11,42
NZ_CP038817.1,22260,Haemophilus,724,22250,1975717,72,181,Haemophilus parahaemolyticus,735,21855,1975958,2,405
NZ_CP036164.1,95273,Janibacter,53457,95075,1902923,24,198,Janibacter limosus,53458,94723,1902932,15,550
NZ_LR134378.1,10896,Lautropia,47670,10864,1987324,0,32,Lautropia mirabilis,47671,10864,1987324,0,32
NZ_CP101528.1,14009,Micrococcus,1269,15493,1974881,35,7811,Micrococcus luteus,1270,9437,1983667,544,4572
NZ_CP126965.1,9165,Micrococcus,1269,15493,1974881,35,7811,Micrococcus lylae,1273,0,1989055,0,9165
NZ_CP073114.1,17419,Neisseria,482,16191,1980762,39,1228,Neisseria subflava,28449,1457,1980801,0,15962
NZ_CP092048.1,259,Porphyromonas,836,254,1997958,3,5,Porphyromonas gingivalis,837,254,1997960,1,5
NC_019960.1,38217,Prevotella,838,38551,1959141,0,528,Prevotella dentalis,52227,37801,1960002,1,416
NZ_CP024696.1,646,Prevotella,838,38551,1959141,0,528,Prevotella intermedia,28131,583,1997570,4,63
NZ_CP079201.1,302,Rothia,32207,1105917,890689,446,1168,Rothia dentocariosa,2047,297,1997833,85,5
NZ_CP079822.1,1106783,Rothia,32207,1105917,890689,446,1168,Rothia mucilaginosa,43675,1104289,891159,278,2494
NZ_CP102197.1,358685,Schaalia,2529408,356767,1602753,36782,1918,Schaalia odontolytica,1660,356375,1606982,32553,2310
NC_015875.1,130,Streptococcus,1301,339,1997797,34,50,Streptococcus pseudopneumoniae,257758,87,1998090,0,43
NZ_CP079193.1,85,Streptococcus,1301,339,1997797,34,50,Streptococcus suis,1307,74,1998134,1,11
NZ_CAKAHJ010000001.1,103921,Actinomyces,1654,1134,1894105,194,102787,uncultured Actinomyces sp.,249061,0,1894299,0,103921
NZ_CAKOJV010000001.1,346,Fusobacterium,848,36186,1961466,3,565,uncultured Fusobacterium sp.,159267,0,1997874,0,346
NZ_CANLQP010000001.1,130,Micrococcus,1269,15493,1974881,35,7811,uncultured Micrococcus sp.,114051,0,1998090,0,130
NZ_CAMUES010000001.1,85050,Mobiluncus,2050,24540,1913165,5,60510,uncultured Mobiluncus sp.,293425,0,1913170,0,85050
NZ_CAJTJS010000001.1,216,Prevotella,838,38551,1959141,0,528,uncultured Prevotella sp.,159272,0,1998004,0,216
NZ_CAMNMG010000001.1,174,Streptococcus,1301,339,1997797,34,50,uncultured Streptococcus sp.,83427,0,1998046,0,174
NZ_CALHUL010000006.1,6750,Treponema,157,5744,1991469,1,1006,uncultured Treponema sp.,162155,0,1991470,0,6750
NZ_LR134375.1,260,Veillonella,29465,89125,1907867,26,1202,Veillonella dispar,39778,228,1997796,164,32
NZ_AP022321.1,89029,Veillonella,29465,89125,1907867,26,1202,Veillonella nakazawae,2682456,68272,1909182,9,20757
NZ_CP019721.1,1038,Veillonella,29465,89125,1907867,26,1202,Veillonella parvula,29466,1018,1996877,305,20
