read_accession_id,count
NZ_LT635457.1,49
NZ_CP033459.1,270
NZ_CP036550.1,2159
NZ_CP049272.1,426
NZ_CP012544.1,2794
NZ_CP022386.1,11855
NZ_CP022384.1,5116
NZ_CP022379.1,87
NZ_CP028101.1,375
NZ_CP024703.1,98521
NZ_CP083637.1,75
NZ_CP031243.1,47
NZ_AP018768.1,138
NZ_CP035368.2,106114
NC_013203.1,34
NZ_CP101528.1,405
NZ_CP078113.1,3785
NZ_CP030820.1,13580
NZ_CP053939.1,84779
NZ_CP073114.1,137748
NZ_CP092048.1,1788
NC_019960.1,38
NZ_CP024696.1,1134
NZ_CP072363.1,31
NZ_CP079201.1,15960
NZ_CP079822.1,442099
NZ_CP102197.1,4139
NZ_CP079193.1,24926
NZ_LS483444.1,68
NZ_CAKAHJ010000001.1,312
NZ_CALGPY010000005.1,34
NZ_CAKOJV010000001.1,475
NZ_CABPWA010000001.1,94
NZ_UQJH01000001.1,732
NZ_CAJTJS010000001.1,63
NZ_CAKAIK010000001.1,874
NZ_CAMNMG010000001.1,7765
NZ_CALHUL010000006.1,234
NZ_CP020566.1,828
NZ_LR134375.1,3072
NZ_AP022321.1,20954
NZ_CP019721.1,2454
