read_accession_id,count
CP097095.1,5202
NZ_LT635457.1,34
NZ_CP033459.1,53
CAKAFU010000002.1,26
NZ_CP032823.1,627
NZ_CP049272.1,9288
NZ_CP012544.1,26597
NZ_CP022386.1,2594
NZ_CP022384.1,12290
NZ_CP022379.1,119
NZ_CP028101.1,91
NZ_CP024703.1,138448
NZ_CP083637.1,25
NZ_CP031243.1,2025
NZ_AP018768.1,318
NZ_CP038817.1,649
NZ_CP035368.2,77338
NC_013203.1,568
NZ_LR134378.1,9206
NZ_AP019829.2,35
NZ_CP101528.1,19042
NZ_CP053939.1,16544
NZ_CP073114.1,44664
NZ_CP092048.1,172
NZ_CP024696.1,1160
NZ_CP072363.1,165
AP018050.1,5156
NZ_CP072390.1,38
NZ_CP079201.1,461
NZ_CP079822.1,356180
NZ_CP102197.1,132062
NZ_CP012071.1,32
NZ_LS483444.1,23
NZ_CP012646.1,35672
NC_015875.1,33
NZ_CP079193.1,41
NZ_CAKAHJ010000001.1,8981
NZ_CALGPY010000005.1,222
NZ_CAKOJV010000001.1,855
NZ_CAKAIK010000001.1,23596
NZ_CABPWA010000001.1,63
NZ_UQJH01000001.1,73
NZ_CAJTJS010000001.1,41
NZ_CAMNMG010000001.1,6747
NZ_CALHUL010000006.1,3350
NZ_CP020566.1,175
NZ_LR134375.1,2131
NZ_AP022321.1,47516
NZ_CP019721.1,5635
NZ_JAGZUH010000001.1,146
