read_accession_id,count
NZ_CP033459.1,16019
NZ_CP036550.1,5202
NZ_CP049272.1,4025
NZ_CP012544.1,61
NZ_CP022386.1,1555
NZ_CP022384.1,28320
NZ_CP022379.1,3742
NZ_CP028101.1,4476
NZ_CP018196.1,24
NZ_CP024703.1,336
NZ_CP083637.1,43
NZ_CP031243.1,37
NZ_AP018768.1,213
NZ_CP038817.1,11896
NZ_CP035368.2,39501
NZ_LR134378.1,24
NZ_AP019829.2,9573
NZ_CP101528.1,8466
NZ_CP014234.1,3765
NZ_CP039886.1,1159
NZ_CP073114.1,30627
NZ_CP092048.1,32030
NZ_CP024696.1,4952
NC_019960.1,98
NZ_CP072363.1,622
AP018050.1,39941
NZ_CP072390.1,6726
NZ_CP079822.1,10739
NZ_LS483444.1,18318
NZ_CP127842.1,3155
NC_015875.1,3694
NZ_CP079193.1,31898
NZ_CP009227.1,24538
NZ_CAKOJV010000001.1,79
NZ_CABPWA010000001.1,37
NZ_CAJTJS010000001.1,55
NZ_CALHUL010000006.1,24387
NZ_LR134375.1,43
NZ_AP022321.1,30
NZ_CP019721.1,213
CP097095.1,22840
NZ_LT635457.1,16695
NZ_CAKAHJ010000001.1,11390
NZ_CP124548.1,17072
NZ_CP012072.1,7097
CAKAFU010000002.1,6478
ACIL03000013.1,9185
NC_001464.1,1419
NZ_CP040915.1,22539
NC_039199.1,4557
NZ_AP019831.1,7078
NC_013192.1,34965
NZ_CP126965.1,20617
NZ_CANLQP010000001.1,10591
NZ_UQJH01000001.1,16859
NZ_CP012646.1,16722
NZ_CP079724.1,15555
NZ_CP102583.1,13509
NZ_CP009913.1,431
NZ_CAMNMG010000001.1,16248
NZ_CP029207.1,5030
NC_001367.1,31496
NZ_CP133094.1,8011
NZ_CP117438.1,2357
NZ_CP020894.3,16819
NZ_UGNY01000001.1,5287
NZ_UHIB01000001.1,12519
NZ_CP082852.1,25705
NZ_UGPB01000001.1,27313
NZ_UGSA01000001.1,19201
NZ_CP023527.1,7260
NZ_CP071265.1,13638
NZ_CP074182.1,30156
NZ_CP132041.1,91
NZ_CP126697.1,5842
NZ_CP102534.1,1951
NZ_CP019962.1,6158
CAKAGO010000001.1,4389
AZKM01000008.1,18943
NZ_CP035765.1,3312
NZ_CP040423.1,23261
NZ_CP090423.1,6296
NZ_CP083630.1,1815
NZ_RBKV01000001.1,10408
NC_075417.1,14819
NC_011202.1,12934
AC_000017.1,11908
NC_017825.1,30374
