read_accession_id,count
NZ_LT635457.1,30832
NZ_CP033459.1,9689
CAKAFU010000002.1,3536
NZ_CP036550.1,11058
NZ_CP040630.1,19453
NZ_CP102541.1,10
NZ_CP049272.1,34501
NZ_CP012544.1,3748
NZ_CP022386.1,4
NZ_CP022384.1,3
NZ_CP022379.1,4
ACIL03000013.1,18000
NC_001472.1,329
NZ_CP018196.1,1566
NZ_CP028101.1,4585
NZ_CP024703.1,2133
NZ_CP083637.1,11806
NZ_CP031243.1,880
NZ_AP018768.1,62
NZ_CP035368.2,304
NZ_CP065999.1,19
NC_013203.1,66
NZ_AP019831.1,12499
NZ_AP019829.2,7847
NZ_CP101528.1,10
NZ_CP014234.1,4580
NZ_CP053939.1,931
NZ_CP073114.1,39
NZ_CP092048.1,82
NC_019960.1,37
NZ_CP024696.1,1350
NZ_CP072363.1,13981
AP018050.1,7190
NZ_CP072390.1,88
NZ_CP079201.1,10
NZ_CP079822.1,14756
NZ_CP102197.1,13890
NZ_CP060204.1,948
NZ_CP012071.1,6340
NZ_LS483444.1,6
NC_015875.1,53
NZ_CP009913.1,10197
NZ_CP079193.1,43
NZ_CP009227.1,1953
NZ_CAKAHJ010000001.1,13096
NZ_CALGPY010000005.1,21262
NZ_CAKOJV010000001.1,35
NZ_CABPWA010000001.1,1312
NZ_CAJTJS010000001.1,40
NZ_CAMNMG010000001.1,30
NZ_CALHUL010000006.1,20604
NZ_CP020566.1,37271
NZ_LR134375.1,756
CP097095.1,4102
NZ_AP022321.1,75
NZ_CP019721.1,192
NZ_JAGZUH010000001.1,5
NZ_CP124548.1,28873
NZ_CP012072.1,16713
NZ_CP082871.1,9553
NC_001464.1,19477
NZ_CP073092.1,2495
NZ_CP101133.1,15730
NZ_CP100372.1,3713
NZ_CP063195.1,15423
NZ_CP100361.1,19618
NZ_CP024931.1,3554
NZ_AP027140.1,20806
MN164484.2,15179
NZ_LR134378.1,16570
NZ_CP046314.1,415
NC_013192.1,23320
OP288969.1,4774
NC_045512.2,8917
NC_004718.3,33476
NZ_CP133094.1,12248
NZ_CP117438.1,11497
NZ_CP132330.1,16854
NZ_CP071602.1,27831
NZ_CP071603.1,3720
AM902716.1,33255
NZ_CP021395.1,9438
NZ_CP099728.1,12997
NZ_CP036514.1,314
NZ_CP063229.1,28205
NZ_CP126697.1,9900
NZ_CP102534.1,17942
NZ_CP010106.1,8049
NZ_CP019962.1,12290
CAKAGO010000001.1,1253
AZKM01000008.1,26620
NZ_CP046320.1,7326
NZ_JABELY010000001.1,4743
NZ_CP121763.1,21921
NZ_AP025457.1,25390
NZ_CP019066.1,16252
NZ_CP083630.1,2586
NZ_AP018561.1,11064
NZ_CP114997.1,29072
NC_075417.1,24873
NC_000883.2,5855
OP255990.1,8232
