read_accession_id,count
NZ_LT635457.1,49
NZ_CP033459.1,271
NZ_CP036550.1,2167
NZ_CP049272.1,428
NZ_CP012544.1,2808
NZ_CP022386.1,11894
NZ_CP022384.1,5125
NZ_CP022379.1,87
NZ_CP028101.1,376
NZ_CP024703.1,98890
NZ_CP083637.1,76
NZ_CP031243.1,47
NZ_AP018768.1,139
NZ_CP035368.2,106414
NC_013203.1,34
NZ_CP101528.1,406
NZ_CP078113.1,3792
NZ_CP030820.1,13608
NZ_CP053939.1,85035
NZ_CP073114.1,138223
NZ_CP092048.1,1793
NC_019960.1,38
NZ_CP024696.1,1140
NZ_CP072363.1,31
NZ_CP079201.1,16017
NZ_CP079822.1,443703
NZ_CP102197.1,4151
NZ_LS483444.1,69
NZ_CP079193.1,24977
NZ_CAKAHJ010000001.1,316
NZ_CALGPY010000005.1,34
NZ_CAKOJV010000001.1,477
NZ_CABPWA010000001.1,94
NZ_UQJH01000001.1,735
NZ_CAJTJS010000001.1,63
NZ_CAKAIK010000001.1,876
NZ_CAMNMG010000001.1,7791
NZ_CALHUL010000006.1,235
NZ_CP020566.1,831
NZ_LR134375.1,3081
NZ_AP022321.1,21033
NZ_CP019721.1,2465
