read_accession_id,count
CP097095.1,64
NZ_CP033459.1,9158
CAKAFU010000002.1,34271
NZ_CP036550.1,104
NZ_CP049272.1,47767
NZ_CP012544.1,381
NZ_CP022386.1,75
NZ_CP022379.1,78
ACIL03000013.1,51
NZ_CP028101.1,9945
NZ_CP024703.1,4341
NZ_CP083637.1,31115
NZ_CP031243.1,32089
NZ_AP018768.1,2024
NZ_CP038817.1,416020
NZ_CP035368.2,66340
MT157224.1,744
NC_013203.1,73
NZ_LR134378.1,34
NZ_AP019829.2,69
NZ_CP101528.1,6700
NZ_CP014234.1,56604
NZ_CP053939.1,12931
NZ_CP073114.1,80
NZ_CP092048.1,30532
NC_019960.1,55
NZ_CP024696.1,410
NZ_CP072363.1,5305
NZ_CP072390.1,259
NC_009996.1,9
NZ_CP079201.1,38
NZ_CP079822.1,26659
NZ_CP102197.1,1148
NZ_CP012646.1,130569
NZ_LS483444.1,47
NZ_CP079724.1,8354
NC_015875.1,4359
NZ_CP079193.1,11572
NZ_CP009227.1,286
NZ_CAKAHJ010000001.1,569
NZ_CAKOJV010000001.1,523
NZ_CANLQP010000001.1,35
NZ_UQJH01000001.1,55
NZ_CAJTJS010000001.1,109
NZ_CAMNMG010000001.1,370
NZ_CALHUL010000006.1,34370
NZ_CP020566.1,12824
NZ_LR134375.1,31
NZ_AP022321.1,33
NZ_CP019721.1,145
