read_accession_id,count
NZ_LT635457.1,30929
NZ_CP033459.1,9719
CAKAFU010000002.1,3550
NZ_CP036550.1,11100
NZ_CP040630.1,19523
NZ_CP102541.1,10
NZ_CP049272.1,34607
NZ_CP012544.1,3765
NZ_CP022386.1,4
NZ_CP022384.1,3
NZ_CP022379.1,4
ACIL03000013.1,18052
NC_001472.1,331
NZ_CP018196.1,1575
NZ_CP028101.1,4599
NZ_CP024703.1,2147
NZ_CP083637.1,11845
NZ_CP031243.1,882
NZ_AP018768.1,63
NZ_CP035368.2,304
NZ_CP065999.1,19
NC_013203.1,66
NZ_AP019831.1,12542
NZ_AP019829.2,7876
NZ_CP101528.1,10
NZ_CP014234.1,4601
NZ_CP053939.1,933
NZ_CP073114.1,39
NZ_CP092048.1,81
NC_019960.1,37
NZ_CP024696.1,1354
NZ_CP072363.1,14037
AP018050.1,7220
NZ_CP072390.1,88
NZ_CP079201.1,10
NZ_CP079822.1,14812
NZ_CP102197.1,13933
NZ_CP060204.1,950
NZ_CP012071.1,6363
NZ_LS483444.1,6
NC_015875.1,53
NZ_CP009913.1,10241
NZ_CP009227.1,1963
NZ_CP079193.1,42
NZ_CAKAHJ010000001.1,13146
NZ_CALGPY010000005.1,21340
NZ_CAKOJV010000001.1,35
NZ_CABPWA010000001.1,1317
NZ_CALHUL010000006.1,20649
NZ_CAJTJS010000001.1,40
NZ_CAMNMG010000001.1,30
NZ_CP020566.1,37381
NZ_LR134375.1,758
NZ_AP022321.1,75
NZ_CP019721.1,193
NZ_JAGZUH010000001.1,5
CP097095.1,4115
NZ_CP124548.1,28966
NZ_CP012072.1,16762
NZ_CP082871.1,9584
NC_001464.1,19547
NZ_CP073092.1,2504
NZ_CP101133.1,15790
NZ_CP100372.1,3727
NZ_CP063195.1,15472
NZ_CP100361.1,19704
NZ_CP024931.1,3566
NZ_AP027140.1,20890
MN164484.2,15229
NZ_LR134378.1,16631
NZ_CP046314.1,419
NC_013192.1,23393
OP288969.1,4790
NC_045512.2,8944
NC_004718.3,33588
NZ_CP133094.1,12286
NZ_CP117438.1,11536
NZ_CP132330.1,16927
NZ_CP071602.1,27917
NZ_CP071603.1,3730
AM902716.1,33351
NZ_CP021395.1,9459
NZ_CP099728.1,13040
NZ_CP036514.1,314
NZ_CP063229.1,28305
NZ_CP126697.1,9934
NZ_CP102534.1,17997
NZ_CP010106.1,8073
NZ_CP019962.1,12326
CAKAGO010000001.1,1259
AZKM01000008.1,26714
NZ_CP046320.1,7347
NZ_JABELY010000001.1,4754
NZ_CP121763.1,22009
NZ_AP025457.1,25479
NZ_CP019066.1,16311
NZ_CP083630.1,2591
NZ_AP018561.1,11112
NZ_CP114997.1,29168
NC_075417.1,24980
NC_000883.2,5870
OP255990.1,8262
