accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_LT635457.1,10695,Actinomyces,1654,10666,988307,2,763,Actinomyces pacaensis,1852377,10661,989042,1,34
NZ_CP033459.1,2170,Pseudoprevotella,2884814,2169,997568,0,1,Pseudoprevotella muciniphila,2133944,2169,997568,0,1
CAKAFU010000002.1,30,Alloprevotella,1283313,0,999708,0,30,Alloprevotella tannerae,76122,0,999708,0,30
NZ_CP036550.1,3765,Bacteroides,816,3638,995939,34,127,Bacteroides fragilis,817,3538,995972,1,227
NZ_CP102541.1,4336,Bifidobacterium,1678,4332,995398,4,4,Bifidobacterium longum,216816,2565,995400,2,1771
NZ_CP049272.1,14394,Campylobacter,194,14410,985303,8,17,Campylobacter concisus,199,14314,985343,1,80
NZ_CP012544.1,33,Campylobacter,194,14410,985303,8,17,Campylobacter showae,204,33,999705,0,0
NZ_CP022386.1,27,Capnocytophaga,1016,27,999711,0,0,Capnocytophaga gingivalis,1017,27,999711,0,0
ACIL03000013.1,30,Catonella,43996,0,999708,0,30,Catonella morbi,43997,0,999708,0,30
NZ_CP018196.1,95,Fusobacterium,848,18079,981465,33,161,Fusobacterium necrophorum,859,94,999640,3,1
NZ_CP028101.1,17997,Fusobacterium,848,18079,981465,33,161,Fusobacterium nucleatum,851,13082,981740,1,4915
NZ_CP024703.1,56,Fusobacterium,848,18079,981465,33,161,Fusobacterium pseudoperiodonticum,2663009,52,999594,88,4
NZ_CP083637.1,4945,Gemella,1378,4901,994749,44,44,Gemella haemolysans,1379,4858,994792,1,87
NZ_CP031243.1,34826,Haemophilus,724,34567,964745,1,425,Haemophilus haemolyticus,726,30134,964911,1,4692
NZ_AP018768.1,92,Haemophilus,724,34567,964745,1,425,Haemophilus influenzae,727,81,999332,314,11
NZ_CP035368.2,74,Haemophilus,724,34567,964745,1,425,Haemophilus parainfluenzae,729,72,999628,36,2
NC_039199.1,24,Metapneumovirus,162387,24,999714,0,0,Metapneumovirus hominis,3048148,24,999714,0,0
NC_013203.1,34968,Lancefieldella,2767353,34940,964769,1,28,Lancefieldella parvula,1382,34923,964769,1,45
NZ_AP019829.2,51869,Leptotrichia,32067,50897,947862,7,972,Leptotrichia wadei,157687,45916,947869,0,5953
NZ_CP101528.1,65775,Micrococcus,1269,102142,896685,0,911,Micrococcus luteus,1270,38653,933947,16,27122
NZ_CP126965.1,37245,Micrococcus,1269,102142,896685,0,911,Micrococcus lylae,1273,36694,962449,44,551
AFIH01000001.1,30671,Oribacterium,265975,0,969067,0,30671,Oribacterium sp. oral taxon 108,712414,0,969067,0,30671
NZ_CP092048.1,56,Porphyromonas,836,56,999636,2,44,Porphyromonas gingivalis,837,56,999681,1,0
NC_019960.1,24,Prevotella,838,27412,970101,3,2222,Prevotella dentalis,52227,24,999712,2,0
NZ_CP024696.1,16892,Prevotella,838,27412,970101,3,2222,Prevotella intermedia,28131,15631,982844,2,1261
NZ_CP072363.1,8181,Prevotella,838,27412,970101,3,2222,Prevotella jejuni,1177574,7706,991552,5,475
AP018050.1,2815,Prevotella,838,27412,970101,3,2222,Prevotella melaninogenica,28132,2710,996898,25,105
NZ_CP072390.1,112,Prevotella,838,27412,970101,3,2222,Prevotella scopos,589437,101,999624,2,11
NZ_CP079201.1,182649,Rothia,32207,182384,817088,1,265,Rothia dentocariosa,2047,180216,817089,0,2433
NZ_CP102197.1,817,Schaalia,2529408,812,998597,324,5,Schaalia odontolytica,1660,808,998754,167,9
NZ_CP060204.1,364,Selenomonas,970,675,999055,8,0,Selenomonas timonae,2754044,361,999373,1,3
NZ_CP012071.1,311,Selenomonas,970,675,999055,8,0,Selenomonas sp. oral taxon 478,712538,264,999427,0,47
NZ_LOHY01000088.1,30,Pseudostreptobacillus,2919092,0,999708,0,30,Pseudostreptobacillus hongkongensis,1162717,0,999708,0,30
NZ_LS483444.1,59,Streptococcus,1301,321595,675946,241,1956,Streptococcus australis,113107,50,999521,158,9
NZ_CP012646.1,77703,Streptococcus,1301,321595,675946,241,1956,Streptococcus mitis,28037,61433,921805,230,16270
NZ_CP079724.1,240538,Streptococcus,1301,321595,675946,241,1956,Streptococcus oralis,1303,181157,758978,222,59381
NC_015875.1,1394,Streptococcus,1301,321595,675946,241,1956,Streptococcus pseudopneumoniae,257758,980,998258,86,414
NZ_CP009227.1,130,Treponema,157,1452,997972,85,229,Treponema sp. OMZ 838,1539298,58,999608,0,72
NZ_CAKAHJ010000001.1,734,Actinomyces,1654,10666,988307,2,763,uncultured Actinomyces sp.,249061,0,999004,0,734
NZ_CAKOJV010000001.1,92,Fusobacterium,848,18079,981465,33,161,uncultured Fusobacterium sp.,159267,0,999646,0,92
NZ_CANLQP010000001.1,33,Micrococcus,1269,102142,896685,0,911,uncultured Micrococcus sp.,114051,0,999705,0,33
NZ_CAMUES010000001.1,27,Mobiluncus,2050,19,999710,1,8,uncultured Mobiluncus sp.,293425,0,999711,0,27
NZ_CABPWA010000001.1,36,Peptostreptococcus,1257,0,999702,0,36,uncultured Peptostreptococcus sp.,169971,0,999702,0,36
NZ_UQJH01000001.1,44,Porphyromonas,836,56,999636,2,44,uncultured Porphyromonas sp.,159274,0,999694,0,44
NZ_CAJTJS010000001.1,1610,Prevotella,838,27412,970101,3,2222,uncultured Prevotella sp.,159272,0,998128,0,1610
NZ_CAMNMG010000001.1,3857,Streptococcus,1301,321595,675946,241,1956,uncultured Streptococcus sp.,83427,0,995881,0,3857
NZ_CALHUL010000006.1,1551,Treponema,157,1452,997972,85,229,uncultured Treponema sp.,162155,0,998187,0,1551
NZ_CP020566.1,141866,Veillonella,29465,145361,854171,5,201,Veillonella atypica,39777,139350,857872,0,2516
NZ_LR134375.1,3107,Veillonella,29465,145361,854171,5,201,Veillonella dispar,39778,2687,996617,14,420
NZ_AP022321.1,296,Veillonella,29465,145361,854171,5,201,Veillonella nakazawae,2682456,228,999434,8,68
NZ_CP019721.1,293,Veillonella,29465,145361,854171,5,201,Veillonella parvula,29466,289,999392,53,4
