read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,87,root,87,Bacteria,87,Actinomycetota,87,Actinomycetes,87,Actinomycetales,87,Actinomycetaceae,87,Actinomyces,87,Actinomyces pacaensis,87
NZ_CP033459.1,108,root,108,Bacteria,108,Bacteroidota,108,Bacteroidia,108,Bacteroidales,108,Prevotellaceae,108,Pseudoprevotella,108,Pseudoprevotella muciniphila,108
NZ_CP049272.1,43,root,43,Bacteria,43,Campylobacterota,43,Epsilonproteobacteria,43,Campylobacterales,43,Campylobacteraceae,43,Campylobacter,43,Campylobacter concisus,43
ACIL03000013.1,87,root,21,Bacteria,15,Bacillota,8,Clostridia,5,Eubacteriales,1,Lachnospiraceae,3,Catonella,0,Catonella morbi,0
NC_001464.1,22,root,20,Viruses,20,unclassified Viruses phylum,0,unclassified Viruses class,0,unclassified Viruses order,0,Pospiviroidae,20,Pospiviroid,20,Citrus exocortis viroid,20
NZ_CP028101.1,18214,root,18213,Bacteria,18203,Fusobacteriota,18203,Fusobacteriia,18203,Fusobacteriales,18203,Fusobacteriaceae,18203,Fusobacterium,18203,Fusobacterium nucleatum,16129
NZ_CP083637.1,43,root,43,Bacteria,43,Bacillota,43,Bacilli,43,Bacillales,43,unclassified Bacillales family,0,Gemella,43,Gemella haemolysans,43
NZ_AP018768.1,87,root,87,Bacteria,87,Pseudomonadota,87,Gammaproteobacteria,87,Pasteurellales,87,Pasteurellaceae,87,Haemophilus,87,Haemophilus influenzae,84
NZ_CP038817.1,11183,root,11181,Bacteria,11181,Pseudomonadota,11181,Gammaproteobacteria,11179,Pasteurellales,11170,Pasteurellaceae,11170,Haemophilus,11141,Haemophilus parahaemolyticus,11110
NZ_CP036164.1,47654,root,47654,Bacteria,47654,Actinomycetota,47654,Actinomycetes,47654,Micrococcales,47650,Intrasporangiaceae,47646,Janibacter,47639,Janibacter limosus,47445
NZ_LR134378.1,5451,root,5451,Bacteria,5451,Pseudomonadota,5451,Betaproteobacteria,5451,Burkholderiales,5451,Burkholderiaceae,5451,Lautropia,5450,Lautropia mirabilis,5450
NZ_CP101528.1,7009,root,7008,Bacteria,7008,Actinomycetota,7008,Actinomycetes,7008,Micrococcales,7002,Micrococcaceae,7001,Micrococcus,6988,Micrococcus luteus,5498
NZ_CP126965.1,4586,root,4586,Bacteria,4586,Actinomycetota,4586,Actinomycetes,4586,Micrococcales,4584,Micrococcaceae,4582,Micrococcus,4582,Micrococcus lylae,4559
NZ_CP073114.1,8717,root,8715,Bacteria,8715,Pseudomonadota,8714,Betaproteobacteria,8714,Neisseriales,8714,Neisseriaceae,8714,Neisseria,8682,Neisseria subflava,7875
NZ_CP092048.1,130,root,130,Bacteria,130,Bacteroidota,130,Bacteroidia,130,Bacteroidales,130,Porphyromonadaceae,128,Porphyromonas,128,Porphyromonas gingivalis,128
NC_019960.1,19144,root,19140,Bacteria,19140,Bacteroidota,19140,Bacteroidia,19140,Bacteroidales,19140,Prevotellaceae,19034,Prevotella,19029,Prevotella dentalis,18995
NZ_CP024696.1,324,root,324,Bacteria,324,Bacteroidota,324,Bacteroidia,320,Bacteroidales,320,Prevotellaceae,319,Prevotella,319,Prevotella intermedia,315
NZ_CP079201.1,151,root,151,Bacteria,151,Actinomycetota,151,Actinomycetes,151,Micrococcales,151,Micrococcaceae,151,Rothia,151,Rothia dentocariosa,150
NZ_CP079822.1,553829,root,553795,Bacteria,553795,Actinomycetota,553794,Actinomycetes,553794,Micrococcales,553789,Micrococcaceae,553759,Rothia,553704,Rothia mucilaginosa,553534
NZ_CP102197.1,179455,root,179434,Bacteria,179434,Actinomycetota,179434,Actinomycetes,179434,Actinomycetales,179211,Actinomycetaceae,179211,Schaalia,179089,Schaalia odontolytica,178900
NC_015875.1,65,root,65,Bacteria,65,Bacillota,65,Bacilli,64,Lactobacillales,64,Streptococcaceae,64,Streptococcus,64,Streptococcus pseudopneumoniae,63
NZ_CP079193.1,43,root,43,Bacteria,43,Bacillota,43,Bacilli,43,Lactobacillales,43,Streptococcaceae,43,Streptococcus,43,Streptococcus suis,42
