read_accession_id,count
NZ_LT635457.1,57
NZ_CP033459.1,5460
CAKAFU010000002.1,169
NZ_CP036550.1,8029
NZ_CP102541.1,56
NZ_CP049272.1,940
NZ_CP012544.1,71
NZ_CP073092.1,47408
NZ_CP028101.1,99128
NZ_CP024703.1,172
NZ_CP031243.1,739
NZ_AP018768.1,40556
NZ_CP083637.1,754
NZ_CP038817.1,488220
NZ_CP035368.2,3331
MT157224.1,43
NZ_LR134378.1,243
NZ_CP101528.1,286
NZ_CP073114.1,142
NZ_CP092048.1,269
NC_019960.1,156
NZ_CP024696.1,164157
NZ_CP072363.1,341
NZ_CP072390.1,57
NC_038311.1,14
NC_009996.1,1054
NZ_CP079201.1,57
NZ_CP060204.1,19992
NZ_CP012646.1,51858
NZ_CP012071.1,200
NC_015875.1,18555
NZ_CP079193.1,57
NC_001367.1,57
NZ_CP009227.1,1168
NZ_CAKAHJ010000001.1,115
NZ_CAKOJV010000001.1,243
NZ_CAJTJS010000001.1,1082
NZ_CALHUL010000006.1,40650
NZ_LR134375.1,57
NZ_AP022321.1,86
NZ_CP019721.1,327
