read_accession_id,count
CP097095.1,21
NZ_LT635457.1,21
NZ_CP033459.1,1270
CAKAFU010000002.1,42
NZ_CP036550.1,147
NZ_CP049272.1,3802
NZ_CP012544.1,70
NZ_CP022386.1,1708
NZ_CP022384.1,15890
NZ_CP022379.1,217
NZ_CP028101.1,111
NZ_CP024703.1,16228
NZ_CP083637.1,384
NZ_CP031243.1,293
NZ_AP018768.1,587
NZ_CP038817.1,549656
NZ_CP035368.2,552
NC_013203.1,49
NZ_LR134378.1,33
NZ_AP019831.1,6478
NZ_AP019829.2,28
NZ_CP101528.1,309
NZ_CP126965.1,42
NZ_CP039886.1,186849
NZ_CP053939.1,3403
NZ_CP073114.1,12678
NZ_CP092048.1,35
NC_019960.1,21
NZ_CP024696.1,223
NZ_CP072363.1,160
AP018050.1,11532
NZ_CP072390.1,140
NZ_CP079201.1,91
NZ_CP079822.1,81880
NZ_CP102197.1,11895
NZ_LS483444.1,21
NZ_CP127842.1,21
NZ_CP012646.1,57417
NZ_CP079724.1,19740
NC_015875.1,70
NZ_CP079193.1,28
NZ_CAKAHJ010000001.1,11173
NZ_CALGPY010000005.1,112
NZ_CAKOJV010000001.1,77
NZ_UQJH01000001.1,180
NZ_CAJTJS010000001.1,28
NZ_CAMNMG010000001.1,153
NZ_CALHUL010000006.1,125
NZ_CP020566.1,49
NZ_LR134375.1,69
NZ_AP022321.1,42
NZ_CP019721.1,209
