read_accession_id,count
CP097095.1,12069
NZ_CP033459.1,9026
CAKAFU010000002.1,39
NZ_CP036550.1,7916
NZ_CP012544.1,2241
NZ_CP049272.1,352
NZ_CP082871.1,40
NZ_CP022384.1,13427
NZ_CP022386.1,96
NZ_CP022379.1,134
NZ_CP028101.1,950
NZ_CP024703.1,36091
NZ_CP083637.1,28364
NZ_CP031243.1,3702
NZ_AP018768.1,648
NZ_CP038817.1,219365
NZ_CP035368.2,69837
NZ_CP065999.1,38
NZ_LR134378.1,92
NZ_AP019831.1,43
NZ_CP101528.1,79951
NZ_CP039886.1,2109
NZ_CP030820.1,1447
NZ_CP073114.1,311033
NZ_CP092048.1,174
NZ_CP024696.1,285
NZ_CP072390.1,42
NZ_CP079201.1,78
NZ_CP079822.1,55640
NZ_CP102197.1,9641
NZ_CP012646.1,10946
NC_015875.1,29
NZ_CP079193.1,29
NZ_CP009227.1,249
NZ_CAKAHJ010000001.1,518
NZ_CAKOJV010000001.1,20054
NZ_CAJTJS010000001.1,2391
NZ_CABPWA010000001.1,71
NZ_UQJH01000001.1,54
NZ_CAMNMG010000001.1,67
NZ_CALHUL010000006.1,36271
NZ_CP020566.1,73
NZ_LR134375.1,9528
NZ_AP022321.1,985
NZ_CP019721.1,53701
