read_accession_id,count
NZ_LT635457.1,57
NZ_CP033459.1,5486
CAKAFU010000002.1,171
NZ_CP036550.1,8058
NZ_CP102541.1,57
NZ_CP049272.1,943
NZ_CP012544.1,71
NZ_CP073092.1,47568
NZ_CP028101.1,99486
NZ_CP024703.1,172
NZ_CP083637.1,756
NZ_CP031243.1,742
NZ_AP018768.1,40701
NZ_CP038817.1,489887
NZ_CP035368.2,3342
MT157224.1,43
NZ_LR134378.1,243
NZ_CP101528.1,286
NZ_CP073114.1,143
NZ_CP092048.1,271
NC_019960.1,157
NZ_CP024696.1,164715
NZ_CP072363.1,343
NZ_CP072390.1,57
NC_038311.1,14
NC_009996.1,1057
NZ_CP079201.1,57
NZ_CP060204.1,20072
NZ_CP012646.1,52029
NZ_CP012071.1,200
NC_015875.1,18615
NZ_CP079193.1,57
NC_001367.1,57
NZ_CP009227.1,1171
NZ_CAKAHJ010000001.1,115
NZ_CAKOJV010000001.1,243
NZ_CAJTJS010000001.1,1086
NZ_CALHUL010000006.1,40784
NZ_LR134375.1,57
NZ_AP022321.1,86
NZ_CP019721.1,328
