read_accession_id,count
NZ_CP033459.1,1657
CAKAFU010000002.1,128
NZ_CP036550.1,45
NZ_CP049272.1,98
NZ_CP012544.1,16169
NZ_CP028101.1,31862
NZ_CP022386.1,68
ACIL03000013.1,64
MN164484.2,8
NZ_CP024703.1,327
NZ_CP083637.1,82999
NZ_CP031243.1,30368
NZ_AP018768.1,1220
NZ_CP038817.1,311659
NZ_CP035368.2,229
NZ_LR134378.1,4190
NZ_CP065999.1,188
NZ_AP019831.1,1402
NZ_AP019829.2,49
NZ_CP101528.1,154
NZ_CP079822.1,5926
OP288969.1,11
NZ_CP092048.1,41
NZ_CP024696.1,184
NZ_LOHY01000088.1,35047
NZ_CP012646.1,337952
NC_015875.1,571
NZ_CP079193.1,192
NZ_CP009227.1,83
NZ_CAKAHJ010000001.1,122888
NZ_CAKOJV010000001.1,113
NZ_CABPWA010000001.1,56
NZ_UQJH01000001.1,94
NZ_CAJTJS010000001.1,4692
NZ_CAMNMG010000001.1,395
NZ_CALHUL010000006.1,7350
NZ_CP020566.1,706
NZ_AP022321.1,49
NZ_CP019721.1,594
