read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_LT635457.1,3388,root,3388,Bacteria,3388,Actinomycetota,3388,Actinomycetes,3388,Actinomycetales,3388,Actinomycetaceae,3388,Actinomyces,3387,Actinomyces pacaensis,3387
NZ_CAKAHJ010000001.1,22244,root,13289,Bacteria,13259,Actinomycetota,12819,Actinomycetes,12801,Actinomycetales,11264,Actinomycetaceae,11264,Actinomyces,221,uncultured Actinomyces sp.,0
NZ_CP124548.1,11511,root,7152,Bacteria,7083,Actinomycetota,6412,Actinomycetes,6382,Actinomycetales,4741,Actinomycetaceae,4741,Actinomyces,4699,Actinomyces israelii,0
NZ_CP012072.1,15436,root,15433,Bacteria,15433,Actinomycetota,15433,Actinomycetes,15433,Actinomycetales,15433,Actinomycetaceae,15433,Schaalia,15431,Schaalia meyeri,15426
NZ_CP033459.1,25106,root,25106,Bacteria,25105,Bacteroidota,25104,Bacteroidia,25088,Bacteroidales,25088,Prevotellaceae,25088,Pseudoprevotella,25077,Pseudoprevotella muciniphila,25077
CAKAFU010000002.1,3284,root,576,Bacteria,575,Bacteroidota,488,Bacteroidia,447,Bacteroidales,447,Prevotellaceae,344,Alloprevotella,0,Alloprevotella tannerae,0
NZ_CP032823.1,6027,root,6021,Bacteria,6019,Campylobacterota,6016,Epsilonproteobacteria,0,Campylobacterales,6016,Arcobacteraceae,6016,Aliarcobacter,6012,Aliarcobacter cryaerophilus,5968
NZ_CP036550.1,838,root,838,Bacteria,838,Bacteroidota,838,Bacteroidia,834,Bacteroidales,834,Bacteroidaceae,819,Bacteroides,813,Bacteroides fragilis,804
NZ_CP040630.1,9775,root,9775,Bacteria,9775,Bacteroidota,9773,Bacteroidia,9675,Bacteroidales,9675,Bacteroidaceae,9037,Bacteroides,8983,Bacteroides sp. PHL 2737,88
NZ_CP102541.1,314,root,314,Bacteria,314,Actinomycetota,314,Actinomycetes,314,Bifidobacteriales,314,Bifidobacteriaceae,314,Bifidobacterium,314,Bifidobacterium longum,236
NZ_CP049272.1,13086,root,13086,Bacteria,13085,Campylobacterota,13085,Epsilonproteobacteria,0,Campylobacterales,13085,Campylobacteraceae,13085,Campylobacter,13085,Campylobacter concisus,13055
NZ_CP082871.1,6654,root,6610,Bacteria,6602,Campylobacterota,6594,Epsilonproteobacteria,0,Campylobacterales,6594,Campylobacteraceae,6594,Campylobacter,6594,Campylobacter hominis,6574
NZ_CP012544.1,5397,root,5397,Bacteria,5397,Campylobacterota,5397,Epsilonproteobacteria,0,Campylobacterales,5397,Campylobacteraceae,5397,Campylobacter,5397,Campylobacter showae,5383
NZ_CALGPY010000005.1,1468,root,1322,Bacteria,1322,Campylobacterota,1317,Epsilonproteobacteria,0,Campylobacterales,1317,Campylobacteraceae,1317,Campylobacter,1317,uncultured Campylobacter sp.,0
