"","species","read_length","species_sensitivity","species_specificity","species_accuracy","species_precision","genus_sensitivity","genus_specificity","genus_accuracy","genus_precision"
"17","Acinetobacter baumannii","150",17.7108834080589,99.989242432695,99.6680859864701,87.4893707482993,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"18","Acinetobacter baumannii","300",36.3926275652017,99.9805890141164,99.7328197644183,89.0412365887976,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"19","Acinetobacter lwoffii","75",50.3716883252489,99.99982492752,99.8178181201832,99.9271402550091,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"20","Acinetobacter lwoffii","150",63.4982584618232,99.9997829199056,99.8671244181212,99.9056963656621,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"21","Acinetobacter lwoffii","300",73.9043017235075,99.9995635078581,99.9036232974315,99.847020562257,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"22","Acinetobacter nosocomialis","75",77.3799671679496,99.997392397933,99.9217522047501,98.0893195315229,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"23","Acinetobacter nosocomialis","150",89.3326555671451,99.997048767656,99.9616249298145,97.8939025343932,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"24","Acinetobacter nosocomialis","300",92.5871884881738,99.9905310214311,99.9688159214692,94.7045041732134,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"25","Acinetobacter pittii","75",50.3822656368768,99.997282902729,99.6313001872237,99.3201539533082,98.5776347453563,99.9974832055146,99.9732022008537,99.8458160117898
"26","Acinetobacter pittii","150",69.464239010914,99.9963292678217,99.7711061216703,99.2193968872185,99.1526298998134,99.9954505031242,99.9805980988315,99.7256365967225
"27","Acinetobacter pittii","300",79.9121475856428,99.9867901255361,99.8384289520833,97.3350073619224,99.4905935599087,99.9933315366717,99.9849460365178,99.5585932048848
"28","Actinomyces graevenitzii","75",0,100,98.7060944733627,100,24.9424611023065,99.998775137349,98.1889521975446,96.9392879939232
"29","Actinomyces graevenitzii","150",0,100,98.7061191963979,100,26.3243763446869,99.9978272484878,98.2495004231067,96.4846431623752
"30","Actinomyces graevenitzii","300",0,100,98.7061568734519,100,27.5905424216214,99.9970817303139,98.3048208283857,93.5514853286925
"31","Actinomyces israelii","75",99.3463660765897,99.9992963360248,99.9897090469089,98.0111320248105,66.197644028723,99.9984883080446,98.6240606415142,99.8563912152687
"32","Actinomyces israelii","150",99.9352664808988,99.9987029495593,99.997852155803,98.6636864548067,67.0430778792335,99.9964495975864,98.6609432334608,99.6676642783114
"33","Actinomyces israelii","300",99.9981316706047,99.997942202978,99.9979358457697,97.2915059039318,67.629501715909,99.99540314852,98.6894266194619,99.5911371051821
"34","Actinomyces naeslundii","75",87.2093733489953,99.9997362576882,99.798802847812,99.6587538555726,81.308656655348,99.993081491457,99.6129216961166,99.6439307838712
"35","Actinomyces naeslundii","150",91.5540863338753,99.9996446947169,99.8665286197916,99.6750058617591,82.4609372182787,99.9843658062851,99.634794299911,99.2117964104415
"36","Actinomyces naeslundii","300",92.912371513819,99.9994690736131,99.8862114324174,99.1185027702732,82.874469348955,99.9801129737292,99.6416890024108,99.0167243221711
"37","Aerococcus sanguinicola","75",99.5066948555321,100,99.9992998403636,100,98.7841265105177,99.9989861775447,99.9826960547005,99.9245453859504
"38","Aerococcus sanguinicola","150",99.7181113460183,100,99.9995999603961,100,99.4630071599045,99.9970602933827,99.989899000001,99.7830153385709
"39","Aerococcus sanguinicola","300",99.9290780141844,100,99.9998996521945,100,99.4908274054661,99.9954230104589,99.9886606979792,99.6624662466247
"40","Aerococcus urinae","75",90.4950495049505,100,99.9903978107008,100,98.7841265105177,99.9989861775447,99.9826960547005,99.9245453859504
"41","Aerococcus urinae","150",97.6237623762376,100,99.9975997623765,100,99.4630071599045,99.9970602933827,99.989899000001,99.7830153385709
"42","Aerococcus urinae","300",99.5039682539683,100,99.9994982609725,100,99.4908274054661,99.9954230104589,99.9886606979792,99.6624662466247
"43","Aeromonas sobria","75",0,100,98.3586431151907,100,96.5967152509118,99.9986613974615,99.9370873706308,99.5252821756138
"44","Aeromonas sobria","150",0,100,98.358681100021,100,98.2705291045459,99.9979130073438,99.9698667337144,99.0131939026415
"45","Aeromonas sobria","300",0,100,98.3594440770501,100,98.8744126484184,99.9976227677069,99.9790154522289,98.6169778296932
"46","Aggregatibacter actinomycetemcomitans","75",98.5287885209178,99.9994914771572,99.9751939721352,99.9692855826525,99.3352547415396,99.9987733134338,99.9844962325845,99.9438754033955
"47","Aggregatibacter actinomycetemcomitans","150",99.551976751226,99.9998983088766,99.9924991524042,99.9939187545609,99.8419486798066,99.9995911588093,99.9961995705515,99.9813797597989
"48","Aggregatibacter actinomycetemcomitans","300",99.7871564096327,99.9998979635567,99.9963873049897,99.9939061547837,99.925324372258,99.9994872110434,99.9978925945773,99.9766518795237
"49","Aggregatibacter aphrophilus","75",97.2845160027419,99.9993704561741,99.9694688636537,99.8482925881719,98.7338338961812,99.9990098458246,99.9812210805828,99.8947475164691
"50","Aggregatibacter aphrophilus","150",99.1560614435179,99.9997716699053,99.9907990558505,99.9687412361324,99.6032665685818,99.9995926835082,99.9937993609325,99.9566060622297
"51","Aggregatibacter aphrophilus","300",99.490555596565,99.9997215068435,99.9944302466771,99.9289519359499,99.7861589447723,99.9996162700971,99.9965126635008,99.9579606927435
"52","Bacillus cereus","75",12.0639534883721,99.988789731394,99.9282836486719,42.5641025641026,98.8861788617886,99.9981541717769,99.9707933408817,99.9260598093986
"53","Bacillus cereus","150",18.8953488372093,99.9822860591285,99.9264927227796,42.3452768729642,99.4146579407341,99.9990772070132,99.98469848515,99.9632142565193
"54","Bacillus cereus","300",29.5918367346939,99.9719836762237,99.9235349722137,42.1161825726141,99.747145187602,99.9987654498804,99.9925742623934,99.950960359624
"55","Bacillus thuringiensis","75",6.32763401990983,99.9994887483368,99.0811572139481,98.1825024293514,99.0104760307639,99.9972540688054,99.9852147555138,99.2817543792068
"56","Bacillus thuringiensis","150",11.3814536063911,99.9994239044134,99.1188364558321,98.8806149990361,99.2869687820921,99.9957343223186,99.9874639492999,98.8713767369832
"57","Bacillus thuringiensis","300",19.823638333566,99.9989811699932,99.1875886441385,98.895505539338,99.7176613995124,99.9927588415455,99.9894997354619,97.8952704433146
"58","Bacteroides fragilis","75",94.6548697360052,99.9970896039243,99.9738856603418,97.1472271279519,96.4684281507543,99.9908824436135,99.9487301542908,87.443418743202
"59","Bacteroides fragilis","150",96.4976690438614,99.9945457267428,99.978845809147,95.3015965954239,97.0279604979276,99.9804259510248,99.9442941893983,81.4147094054141
"60","Bacteroides fragilis","300",96.9297679670807,99.9859857574015,99.9732960189501,92.332502036469,96.8700471166053,99.9635438802113,99.9323784387662,74.6410244947599
"61","Bordetella bronchiseptica","75",21.4989920184135,99.9703763492791,98.9781183227942,85.3250879723287,98.0474161930621,99.9994246294404,99.8705517233096,99.9840261991659
"62","Bordetella bronchiseptica","150",35.005324602448,99.9532110066374,99.1298896120534,85.4199066148094,98.7530415688549,99.9988966871359,99.9136958622054,99.9776780590759
"63","Bordetella bronchiseptica","300",49.5482780520789,99.9270613041649,99.2941520134385,84.5983402860894,98.9191168547732,99.9985219032632,99.9239605197623,99.9688199927806
"64","Bordetella hinzii","75",97.9307264306132,99.9986142276511,99.9749967003387,99.6667463628876,98.0474161930621,99.9994246294404,99.8705517233096,99.9840261991659
"65","Bordetella hinzii","150",99.6483175954111,99.9983389113318,99.9944883113696,99.5912113269454,98.7530415688549,99.9988966871359,99.9136958622054,99.9776780590759
"66","Bordetella hinzii","300",99.7379644700485,99.9962937127486,99.9946010326845,99.1270652091501,98.9191168547732,99.9985219032632,99.9239605197623,99.9688199927806
"67","Bordetella holmesii","75",97.1973266464908,99.9990100430295,99.9751597248491,99.8414057957324,98.0474161930621,99.9994246294404,99.8705517233096,99.9840261991659
"68","Bordetella holmesii","150",98.4177837140151,99.9987726934321,99.9850291468408,99.7671937316978,98.7530415688549,99.9988966871359,99.9136958622054,99.9776780590759
"69","Bordetella holmesii","300",98.8357279584514,99.9967148490671,99.9865457615989,99.3965045127464,98.9191168547732,99.9985219032632,99.9239605197623,99.9688199927806
"70","Bordetella parapertussis","75",18.8872964945192,99.9869302010415,99.1217205173331,87.7639743116722,98.0474161930621,99.9994246294404,99.8705517233096,99.9840261991659
"71","Bordetella parapertussis","150",35.2538480968831,99.9793460707357,99.283470149113,88.7583658947461,98.7530415688549,99.9988966871359,99.9136958622054,99.9776780590759
"72","Bordetella parapertussis","300",53.4323210183782,99.9637274668336,99.4622581771482,87.8637597092232,98.9191168547732,99.9985219032632,99.9239605197623,99.9688199927806
"73","Bordetella petrii","75",94.2829534821803,99.9983916141038,99.8960003593146,99.8563931020604,98.0474161930621,99.9994246294404,99.8705517233096,99.9840261991659
"74","Bordetella petrii","150",95.5707115022762,99.9978071563549,99.9184908499842,99.8156611509783,98.7530415688549,99.9988966871359,99.9136958622054,99.9776780590759
"75","Bordetella petrii","300",96.1367468811374,99.9948281964048,99.9246775386019,99.5530091748709,98.9191168547732,99.9985219032632,99.9239605197623,99.9688199927806
"76","Brevibacillus brevis","75",70.18755221078,100,99.9728962974035,100,94.3399937174777,99.999899877148,99.9935991230583,99.8977736928105
"77","Brevibacillus brevis","150",83.223946358737,100,99.9847989919265,100,95.5417309714691,99.9998999015031,99.9948496672264,99.8841251448436
"78","Brevibacillus brevis","300",86.0580239429764,100,99.9876567434001,100,95.0653171696871,99.9999497817011,99.9945308387647,99.9409681227863
"79","Brevibacillus laterosporus","75",65.5882352941177,99.9998999431677,99.9881973089864,99.5535714285714,95.9322033898305,99.999899888576,99.9962991562076,99.8823529411765
"80","Brevibacillus laterosporus","150",84.1176470588235,100,99.9945994653471,100,97.2881355932203,99.9997998030062,99.9973997425745,99.7682502896871
"81","Brevibacillus laterosporus","300",94.4117647058823,99.9998996179459,99.9979930438901,99.6894409937888,96.0272417707151,99.9998995634021,99.9963874790022,99.8819362455726
"82","Brucella anthropi","75",52.2477074917805,99.9999745043128,99.6163542267503,99.9975379160922,99.7791924913624,99.9998072783791,99.997695678514,99.9748754398019
"83","Brucella anthropi","150",71.9711110158617,99.9999092581686,99.7701257931163,99.9723693554122,99.8940571405969,99.9995745345137,99.9988790975321,99.9271773458888
"84","Brucella anthropi","300",83.8990595208443,99.9997946161425,99.86926924252,99.9053221983495,99.9603447769776,99.9994428026315,99.9991950928939,99.8416808218082
"85","Burkholderia cenocepacia","75",43.5704664565346,99.9999488257738,98.9520215084165,99.9788218534171,99.3388461020632,99.9994394764662,99.9853964975413,99.9499125393191
"86","Burkholderia cenocepacia","150",62.9923493456551,99.9999876409356,99.3141598652043,99.9963239224062,99.8561605221496,99.9992589478233,99.9966595979279,99.9654377795082
"87","Burkholderia cenocepacia","300",74.8382635386756,99.9999567414577,99.5329548317788,99.9900883626522,99.9471706729061,99.9987220575868,99.997632721943,99.9360470029807
"88","Burkholderia gladioli","75",98.2990890764444,99.9983542267208,99.9811187702012,99.6962449042382,99.1789724219758,99.9968132030046,99.9737806880695,99.8425636912699
"89","Burkholderia gladioli","150",99.5929802174594,99.9993498632894,99.9959899960435,99.8700930886904,99.8477302129639,99.994739093024,99.9913711898527,99.7545716621021
"90","Burkholderia gladioli","300",99.8397464873153,99.9993534676474,99.9978775589906,99.8895136275879,99.9482671741096,99.9918041574335,99.9905676263824,99.658778152412
"91","Burkholderia glumae","75",94.3696560719201,99.9995312416011,99.9527146243423,99.9330611226651,99.1789724219758,99.9968132030046,99.9737806880695,99.8425636912699
"92","Burkholderia glumae","150",99.089484893747,99.9997221396834,99.9919175507142,99.9551340257235,99.8477302129639,99.994739093024,99.9913711898527,99.7545716621021
"93","Burkholderia glumae","300",99.5486637559669,99.9994750010335,99.9960918047741,99.9205869188464,99.9482671741096,99.9918041574335,99.9905676263824,99.658778152412
"94","Burkholderia thailandensis","75",86.2280120890371,99.9996923729457,99.9551281205724,99.6427102835455,99.1789724219758,99.9968132030046,99.9737806880695,99.8425636912699
"95","Burkholderia thailandensis","150",96.7075250134154,99.9999381855962,99.9897481131779,99.9429106012703,99.8477302129639,99.994739093024,99.9913711898527,99.7545716621021
"96","Burkholderia thailandensis","300",99.2600919124378,99.9997232452706,99.99706944065,99.7573226495103,99.9482671741096,99.9918041574335,99.9905676263824,99.658778152412
"97","Campylobacter concisus","75",99.4588674195466,99.9980499519612,99.9916741305101,97.245560480554,98.4419756863383,99.999479936333,99.941193071016,99.9378984894237
"98","Campylobacter concisus","150",99.818893115132,99.9977701141424,99.9958463961697,97.3274239623289,99.5947505241886,99.9992075689341,99.983534483645,99.9165237390386
"99","Campylobacter concisus","300",99.9456248901362,99.9976414320772,99.9969374383302,97.266530759008,99.7319593018547,99.9986737995694,99.9891051417377,99.8540339919399
"100","Campylobacter curvus","75",99.3672984642508,100,99.9883983209041,100,99.8838759764993,99.9994368243299,99.9967494797013,99.9762988087169
"101","Campylobacter curvus","150",99.9162525667227,100,99.998349881041,100,99.991305103904,99.9999488176362,99.9997499752475,99.9978259924345
"102","Campylobacter curvus","300",99.9978681674768,100,99.9999498208101,100,100,99.9993835021999,99.9993978761571,99.9741784018315
"103","Campylobacter fetus","75",98.0338071999434,100,99.972193242958,100,99.8276534859521,99.9996904040743,99.9943986388692,99.9902286495994
"104","Campylobacter fetus","150",99.2007921352288,100,99.9886987229557,100,99.9902445369407,100,99.9996999660962,100
"105","Campylobacter fetus","300",99.6946456469252,100,99.9956848365155,100,100,100,100,100
"106","Campylobacter jejuni","75",18.1628392484342,100,99.9607910603618,100,99.8825576337538,99.9993857380664,99.9966992474284,99.9738778353433
"107","Campylobacter jejuni","150",29.8538622129436,100,99.9663966732707,100,99.982610207808,99.9998976352724,99.9994999504951,99.9956519848689
"108","Campylobacter jejuni","300",52.7196652719665,99.9998996040383,99.9772210481529,99.604743083004,100,99.9994864473454,99.9994982609725,99.9781935540146
"109","Capnocytophaga gingivalis","75",98.8729573029168,99.9998458435805,99.9942210700024,97.1555587644603,99.8169970758066,99.9997362423498,99.9955767973812,96.0315132099364
"110","Capnocytophaga gingivalis","150",99.4370948292925,99.9999218194274,99.9986019772363,98.2585857462763,99.9581970994488,99.9995714418929,99.998398829749,95.3969832427237
"111","Capnocytophaga gingivalis","300",99.913934779879,99.9998879106388,99.9992282527567,98.1962891549713,99.9830076030623,99.9991964159653,99.9987227077941,93.0072800159967
"112","Capnocytophaga leadbetteri","75",89.1693784977463,99.9997815560072,99.9286497244737,98.392082869368,99.8246084274581,99.9997961922557,99.9943509581097,95.3861190991858
"113","Capnocytophaga leadbetteri","150",97.3588795618697,99.9999123581917,99.975752586111,98.9985364250365,99.9434431345484,99.9996965500651,99.9981100438119,95.0667064159646
"114","Capnocytophaga leadbetteri","300",97.2686907009889,99.9999407470603,99.9842246755402,99.8913600830142,99.9770102864961,99.999325888765,99.9986849483438,91.8065784933166
"115","Capnocytophaga sputigena","75",93.8562747845764,99.9980002018684,99.9797412422705,97.320796713485,99.7861616762086,99.9998188776561,99.9943677595239,97.4606778483657
"116","Capnocytophaga sputigena","150",98.9947991324247,99.999131627891,99.9942357865743,98.5282647920823,99.9434431345484,99.9997132019382,99.9981267019138,97.5645177304266
"117","Capnocytophaga sputigena","300",99.6608654262768,99.999300977371,99.9969395657955,98.2818705355353,99.9770102864961,99.9994591946059,99.9988182529083,96.6050753901084
"118","Cardiobacterium hominis","75",99.5288204892946,99.9638785976531,99.9604995952823,77.2899839915726,78.4882182716886,99.9999750920597,99.6505061259694,99.9981778425656
"119","Cardiobacterium hominis","150",99.9117465686402,99.9622664314575,99.9617367795614,77.0635882890391,88.1695856998578,100,99.8071436299039,100
"120","Cardiobacterium hominis","300",99.9622747762591,99.9610126301698,99.9608932922327,76.8184518563001,90.2217131248105,100,99.8411166992198,100
"121","Cardiobacterium valvarum","75",0,100,99.0229183161664,100,78.4882182716886,99.9999750920597,99.6505061259694,99.9981778425656
"122","Cardiobacterium valvarum","150",0,100,99.0228898166819,100,88.1695856998578,100,99.8071436299039,100
"123","Cardiobacterium valvarum","300",0,100,99.0222513050869,100,90.2217131248105,100,99.8411166992198,100
"124","Chromobacterium violaceum","75",95.7390679493863,99.9999801846984,99.972960080737,99.9971085730808,99.4251726522811,99.9995699160716,99.9957326676808,99.9104192149521
"125","Chromobacterium violaceum","150",99.2212741477489,99.9999465588399,99.9949560394973,99.9754956419372,99.8654883316726,99.9994453994274,99.9985719696335,99.8424535914297
"126","Chromobacterium violaceum","300",99.6664805353655,99.9999427820529,99.9977531322506,99.9914687896163,99.9207953604475,99.9993863083622,99.9988733879863,99.862376578916
"127","Citrobacter freundii","75",4.11654797924534,99.9993585874248,99.1639674145103,97.9975329159753,91.1164992313633,99.9980874449851,99.8645195663147,99.8489649622084
"128","Citrobacter freundii","150",6.02754082026105,99.9994301076821,99.1808546278677,98.686651784446,94.5364051565959,99.9981774351144,99.9159712279222,99.8748986598804
"129","Citrobacter freundii","300",14.3908663255029,99.9988648493251,99.2541636938011,98.9221617842664,95.9782434741992,99.9965283003681,99.935618675873,99.7651313213868
"130","Citrobacter koseri","75",58.3607538475752,99.9997834760039,99.7392001056138,99.9359772141308,91.1164992313633,99.9980874449851,99.8645195663147,99.8489649622084
"131","Citrobacter koseri","150",80.4720480824614,99.9998320869145,99.8777926669547,99.9713434204493,94.5364051565959,99.9981774351144,99.9159712279222,99.8748986598804
"132","Citrobacter koseri","300",91.9038035427902,99.9991939775338,99.9487026762963,99.8508244733216,95.9782434741992,99.9965283003681,99.935618675873,99.7651313213868
"133","Clostridioides difficile","75",96.2644429718154,99.9988665311652,99.9044203403442,99.9047992738109,96.3070194709406,99.9988665311652,99.9054204835351,99.904842101704
"134","Clostridioides difficile","150",97.4722409701766,99.9988616655052,99.937662578837,99.9324069735785,97.491370823787,99.9988616655052,99.9379625982718,99.9324206343559
"135","Clostridioides difficile","300",97.8947760842419,99.9985622815867,99.9479507684152,99.8715185729935,97.896715760316,99.9985622815867,99.9479842176837,99.8715219774764
"136","Clostridium botulinum","75",90.4792401369847,99.9935408681083,99.9660419237275,94.1586248626331,99.2885843611413,99.9985082712975,99.9801953637636,99.943156324744
"137","Clostridium botulinum","150",97.8718558234025,99.9882339181239,99.981648097752,91.0640175042349,99.8714787725191,99.9996408147461,99.9962996126593,99.9851226200945
"138","Clostridium botulinum","300",99.4773546722831,99.9818639088203,99.980381897685,87.5608279254126,99.8852497851161,99.999383027011,99.9964375755661,99.9731544283078
"139","Clostridium perfringens","75",57.7549276815671,99.9995319567773,99.8406110775419,99.6322906763407,98.9658782191797,99.9987032554184,99.9823631768065,99.9208273865565
"140","Clostridium perfringens","150",74.237287359944,99.9996991485905,99.9014590072549,99.8520710059172,99.616337331483,99.9997605431641,99.9953329386977,99.9900817467297
"141","Clostridium perfringens","300",85.1420108668651,99.9992291920372,99.9441352518461,99.4269377107239,99.6877684092623,99.9995212816972,99.9958185995415,99.9729742836215
"142","Clostridium tetani","75",98.7861271676301,99.9995992152635,99.99749942987,99.7664915353182,99.3524431902569,99.9982403605398,99.9764946407781,99.9491991393737
"143","Clostridium tetani","150",99.9421965317919,99.9997996335297,99.9996999702971,99.8844598497978,99.8782262615462,99.9996895155615,99.9955995643569,99.9910796586483
"144","Clostridium tetani","300",99.8259860788863,99.9998994782923,99.999598608778,99.9419279907085,99.8956625428529,99.9995846266157,99.9960864355857,99.9880646893835
"145","Corynebacterium diphtheriae","75",97.3973973973974,100,99.9947988141296,100,99.4832677165354,99.9994978447497,99.9973994070648,99.8764822134387
"146","Corynebacterium diphtheriae","150",98.3483483483484,100,99.9966996732677,100,99.507874015748,99.9997991639194,99.9977997821784,99.9505684626792
"147","Corynebacterium diphtheriae","300",99.3467336683417,99.9997989028138,99.9984947829176,99.8989388580091,99.7775030902349,99.9985894050211,99.9976920004736,99.6543209876543
"148","Corynebacterium jeikeium","75",93.8770335714912,99.9997664382459,99.9337366743527,99.9729024451674,99.0645743553978,99.9849659336967,99.9372810077254,99.6554586512961
"149","Corynebacterium jeikeium","150",95.4741927218586,99.9995298313895,99.951425552832,99.9498047368925,99.4355439291707,99.9817634980098,99.9541181914571,99.5797496001935
"150","Corynebacterium jeikeium","300",96.2634111611874,99.9995528030365,99.959702305363,99.9408762487031,99.6080447903837,99.9809682460638,99.9620137731092,99.5707480869449
"151","Corynebacterium propinquum","75",96.1971807338053,99.9997439472823,99.9694427057558,99.9240894356715,99.0645743553978,99.9849659336967,99.9372810077254,99.6554586512961
"152","Corynebacterium propinquum","150",98.383784625688,99.9997175031173,99.9873126302919,99.9361265780502,99.4355439291707,99.9817634980098,99.9541181914571,99.5797496001935
"153","Corynebacterium propinquum","300",98.9389269532414,99.9992067999561,99.9907731941006,99.786353183417,99.6080447903837,99.9809682460638,99.9620137731092,99.5707480869449
"154","Corynebacterium pseudodiphtheriticum","75",94.9125052809334,99.9995491362608,99.9859858087051,99.8313891296867,99.0645743553978,99.9849659336967,99.9372810077254,99.6554586512961
"155","Corynebacterium pseudodiphtheriticum","150",96.8779416267312,99.999517610935,99.9911422466444,99.800001849866,99.4355439291707,99.9817634980098,99.9541181914571,99.5797496001935
"156","Corynebacterium pseudodiphtheriticum","300",97.6415888325999,99.9985910563006,99.9923884482123,99.4410308053744,99.6080447903837,99.9809682460638,99.9620137731092,99.5707480869449
"157","Corynebacterium pseudotuberculosis","75",98.9771057427584,99.998782320663,99.9878579786875,99.841937186989,99.0645743553978,99.9849659336967,99.9372810077254,99.6554586512961
"158","Corynebacterium pseudotuberculosis","150",99.5431086471084,99.998956072487,99.9940769063679,99.8392642999957,99.4355439291707,99.9817634980098,99.9541181914571,99.5797496001935
"159","Corynebacterium pseudotuberculosis","300",99.780417156485,99.9966679235685,99.9942043572933,99.5256829591235,99.6080447903837,99.9809682460638,99.9620137731092,99.5707480869449
"160","Corynebacterium striatum","75",92.9955224033244,99.9998314317063,99.9672953040993,99.9502226847314,99.1483130276253,99.9878723159073,99.9493046875932,99.6996633637246
"161","Corynebacterium striatum","150",96.2130346178157,99.999835234684,99.9807275994406,99.9384316749568,99.4500099464862,99.9853706311917,99.9628545096014,99.6539133726906
"162","Corynebacterium striatum","300",97.0845501638814,99.9992262562299,99.9861315661464,99.807024323263,99.6419364503539,99.9844924778552,99.9691494185821,99.5874626670868
"163","Corynebacterium ulcerans","75",60.1905509209453,99.9998792669905,99.6467141464926,99.9760556540009,99.0645743553978,99.9849659336967,99.9372810077254,99.6554586512961
"164","Corynebacterium ulcerans","150",75.0884449385315,99.9999048435807,99.7773043982147,99.956065233189,99.4355439291707,99.9817634980098,99.9541181914571,99.5797496001935
"165","Corynebacterium ulcerans","300",84.4238307722905,99.9999070991889,99.8663456604509,99.9579899283021,99.6080447903837,99.9809682460638,99.9620137731092,99.5707480869449
"166","Cronobacter sakazakii","75",87.5826566245785,99.9998845968075,99.837500144661,99.9478080514727,96.7099694111765,99.999605293905,99.9582288153003,99.8877111825725
"167","Cronobacter sakazakii","150",95.67373992769,99.9999422930117,99.9413642078801,99.9761522081611,98.2082105734445,99.9997783912388,99.9747185504262,99.9592026989123
"168","Cronobacter sakazakii","300",97.4286544012689,99.9998508938087,99.9648570867083,99.9564024096831,98.5632246470204,99.9991253599673,99.9783082163592,99.8072965232113
"169","Delftia acidovorans","75",50.1922420638301,99.999970859032,99.4682706185129,99.9830623306233,97.8683051029047,99.9998463183315,99.9775172342021,99.9674933778717
"170","Delftia acidovorans","150",74.2790878820113,99.999707830968,99.7270167713433,99.9654359974676,98.8551438190473,99.9995158981928,99.9866559453156,99.9516952201039
"171","Delftia acidovorans","300",87.7741648760557,99.9994855337387,99.865083287592,99.9315602069346,98.8918247558466,99.998658349414,99.9864445853028,99.8215395850562
"172","Dialister pneumosintes","75",99.8377685708437,100,99.9987164810337,100,99.8893148234872,99.999960477706,99.9991132050318,99.9910233393178
"173","Dialister pneumosintes","150",99.9988536711183,99.9999802398097,99.9999603245405,99.995517705065,99.9989047097481,99.9997232689908,99.999704938032,99.9469504192954
"174","Dialister pneumosintes","300",100,99.9999453005203,99.9999456116455,99.9885015516081,100,99.9997377823583,99.9997393846766,99.9520627523434
"175","Dolosigranulum pigrum","75",99.4495703041803,99.9996433345688,99.9930657067156,99.9187531430817,99.4495703041803,99.9996433345688,99.9930657067156,99.9187531430817
"176","Dolosigranulum pigrum","150",99.6817936790785,99.999709723387,99.9969378460006,99.9003212732473,99.6817936790785,99.999709723387,99.9969378460006,99.9003212732473
"177","Dolosigranulum pigrum","300",99.8289507835792,99.9996421334245,99.997841780676,99.9187950392647,99.8289507835792,99.9996421334245,99.997841780676,99.9187950392647
"178","Eikenella corrodens","75",97.8869182318054,99.9993416321472,99.9804778930457,99.6878493808765,98.3613140377238,99.9985747689277,99.9840146225813,99.5280828817685
"179","Eikenella corrodens","150",99.6040208739944,99.9993508567678,99.9954199673233,99.6946963508891,99.6924183914908,99.9984736791603,99.9954292670177,99.5103894860346
"180","Eikenella corrodens","300",99.8909879550176,99.9992484945948,99.9982298238638,99.3858461895123,99.9153911814613,99.9983899380055,99.9976016697856,99.2095181996032
"181","Elizabethkingia anophelis","75",58.8588259402739,99.9999497913832,99.8707268047394,99.9784946236559,97.7977151054074,99.9999497913832,99.9930487543499,99.9869893312516
"182","Elizabethkingia anophelis","150",80.3057048532162,100,99.9379949310549,100,97.9250387621428,100,99.9935994882558,100
