accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP017038.2,53031,Tannerella,195950,0.9996898430876596,0.9883464388753748,0.9999994852612274,52413,1942732,1,618,Tannerella serpentiformis,712710,0.9996833292914392,0.9880824423450435,1.0,52399,1942733,0,632
NZ_CP008849.1,11195,Alteromonas,226,0.9999358641602915,0.9889236266190263,0.9999979844490163,11071,1984565,4,124,Alteromonas australica,589873,0.9965632209018701,0.38731576596694955,1.0,4336,1984569,0,6859
NZ_CP026548.1,3360,Faecalibacterium,216851,0.9999333588540529,0.9625,0.9999964866563207,3234,1992397,7,126,Faecalibacterium prausnitzii,853,0.9997389470899365,0.8464285714285714,0.9999974904688005,2844,1992399,5,516
NZ_CP040004.1,122704,Candidatus Nanosynbacter,2093823,0.9993280768668039,0.9891038596948755,0.9999978644570916,121367,1873056,4,1337,Candidatus Nanosynbacter featherlites,2572088,0.9986516441823783,0.9780691745990351,1.0,120013,1873060,0,2691
NZ_CP017042.1,35640,Selenomonas,970,0.9998767389330602,0.9931537598204265,0.9999989796563891,35396,1960122,2,244,Selenomonas sp. oral taxon 920,1884263,0.9993646543378877,0.9644219977553311,1.0,34372,1960124,0,1268
NZ_CP012196.1,48502,Campylobacter,194,0.9995485438158018,0.9815471526947342,0.9999969187505328,47607,1947256,6,895,Campylobacter gracilis,824,0.9994057413602009,0.9755474001072121,1.0,47316,1947262,0,1186
NZ_CP024700.1,46661,Fusobacterium,848,0.9980393473376612,0.917361393883543,0.9999707557784273,42805,1949046,57,3856,Fusobacterium pseudoperiodonticum,2663009,0.9897352592791533,0.5610038361801076,0.9999989738869624,26177,1949101,2,20484
NZ_CP114055.1,9763,Bergeyella,59735,0.9998436688907105,0.9680426098535286,1.0,9451,1986001,0,312,Bergeyella cardium,1585976,0.9998436688907105,0.9680426098535286,1.0,9451,1986001,0,312
NZ_CP013195.1,136198,Hoylesella,2974257,0.9941270611154425,0.9139414675692742,1.0,124477,1859566,0,11721,Hoylesella enoeca,76123,0.994095494256836,0.9134789057108034,1.0,124414,1859566,0,11784
NZ_CP063424.1,36734,Actinobacillus,713,0.9984146422122054,0.9184679043937497,0.9999137328167511,33739,1958861,169,2995,Actinobacillus pleuropneumoniae,715,0.992178433923049,0.5754069799096205,0.999993364062827,21137,1959017,13,15597
NZ_CP121769.1,31987,Glaesserella,2094023,0.9978544557372515,0.8663519554819146,0.9999964354404802,27712,1963770,7,4275,Glaesserella parasuis,738,0.9978043496124792,0.8631944227342357,0.9999969446632688,27611,1963771,6,4376
NZ_CP050497.1,20900,Treponema,157,0.9998406625232242,0.9865071770334928,0.9999817708966289,20618,1974828,36,282,Treponema vincentii,69710,0.9935844117841588,0.3873684210526316,1.0,8096,1974864,0,12804
NZ_CP068102.1,68336,Rothia,32207,0.9997324332937161,0.9922003043783657,0.9999994811738753,67803,1927427,1,533,Rothia aeria,172042,0.9986260900587445,0.959874736595645,1.0,65594,1927428,0,2742
NZ_CP097843.1,91264,Streptococcus,1301,0.9990339539143906,0.9802002980364657,0.9999364662641114,89457,1904379,121,1807,Streptococcus oralis,1303,0.9897938834451367,0.776812324684432,1.0,70895,1904500,0,20369
NZ_CP027228.1,102326,Mogibacterium,86331,0.9988691047638899,0.9779528174657467,0.9999994718601823,100070,1893437,1,2256,Mogibacterium diversum,114527,0.9982598142866591,0.9660594570294939,1.0,98853,1893438,0,3473
NZ_CP019668.1,14838,Burkholderia,32008,0.9997750234997725,0.9699420407062946,0.9999984855567547,14392,1980923,3,446,Burkholderia cenocepacia,95486,0.9956182193886652,0.4106348564496563,1.0,6093,1980926,0,8745
NZ_CP097335.1,15934,Mannheimia,75984,0.9997399492124319,0.9710681561440944,0.9999707045554417,15473,1979772,58,461,Mannheimia haemolytica,75985,0.999627711492942,0.954186017321451,0.999993433779668,15204,1979817,13,730
