accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP013195.1,2710,Hoylesella,2974257,0.9997990890698427,0.9273062730627306,0.9999969781094247,2513,992753,3,197,Hoylesella enoeca,76123,0.9997990890698427,0.9273062730627306,0.9999969781094247,2513,992753,3,197
NZ_CP048246.1,28399,Neisseria,482,0.998281206992504,0.9827600269151561,0.9999777128975462,96395,897360,20,1691,Neisseria gonorrhoeae,485,0.9939706629859785,0.7923518433747667,0.9998914242756707,22502,966962,105,5897
NZ_CP020566.1,8607,Veillonella,29465,0.9995971735850345,0.9979791329011345,0.999997493815991,197041,798024,2,399,Veillonella atypica,39777,0.9997629251024144,0.9769954688044615,0.9999614939925562,8409,986821,38,198
NZ_CP053939.1,26513,Neisseria,482,0.998281206992504,0.9827600269151561,0.9999777128975462,96395,897360,20,1691,Neisseria mucosa,488,0.9962670749176767,0.8971825142382982,0.998978278616197,23787,967963,990,2726
NZ_CP107038.1,1571,Streptococcus,1301,0.9987744433260403,0.9937390286717379,0.9999467476432736,186813,807433,43,1177,Streptococcus pneumoniae,1313,0.9993982717641788,0.7485677912157861,0.9997947469300077,1176,993691,204,395
NZ_CP066065.1,7431,Schaalia,2529408,0.9999216447372387,0.9963984456449626,0.9999979473790083,21026,974362,2,76,Schaalia meyeri,52773,0.999957808704667,0.9943480016148567,1.0,7389,988035,0,42
NZ_CP126341.1,3790,Enterobacter,547,0.9997428340093986,0.9348284960422164,0.9999909244551648,3543,991667,9,247,Enterobacter cloacae,550,0.9992023836072754,0.7907651715039578,0.9999989916061294,2997,991675,1,793
NZ_CP097843.1,10089,Streptococcus,1301,0.9987744433260403,0.9937390286717379,0.9999467476432736,186813,807433,43,1177,Streptococcus oralis,1303,0.9988116118481194,0.896620081276638,0.9998579223992441,9046,985237,140,1043
NC_002628.3,8388,Methanothermobacter,145260,0.991703383139153,0.015379113018597998,1.0,129,987078,0,8259,Methanothermobacter wolfeii,145261,0.9916431098601057,0.008226037195994278,1.0,69,987078,0,8319
NZ_CP027235.1,19319,Haemophilus,724,0.9990778188305779,0.9864241720679758,0.9999185810825287,61180,933368,76,842,Haemophilus sp. oral taxon 036,712310,0.9962248836223437,0.806770536777266,0.9999743891032805,15586,976122,25,3733
NZ_CP046313.1,15436,Gemella,1378,0.9989411993980708,0.9664410243310556,0.9999968884445126,30267,964145,3,1051,Gemella sanguinis,84135,0.999350053140941,0.958603265094584,0.999991836984582,14797,980022,8,639
NZ_CP038817.1,9706,Haemophilus,724,0.9990778188305779,0.9864241720679758,0.9999185810825287,61180,933368,76,842,Haemophilus parahaemolyticus,735,0.9997669433210175,0.9766124046981248,0.9999949277714657,9479,985755,5,227
NZ_CP070914.1,1861,Escherichia,561,0.9983565485913131,0.1278882321332617,0.9999869163299299,238,993592,13,1623,Escherichia coli,562,0.9983254073971386,0.11123052122514777,0.9999869163299299,207,993592,13,1654
NZ_CP101412.1,11552,Parvimonas,543311,0.999143114882879,0.9265927977839336,0.9999949182550507,10704,983909,5,848,Parvimonas micra,33033,0.999143114882879,0.9265927977839336,0.9999949182550507,10704,983909,5,848
NZ_CP034670.1,5061,Eikenella,538,0.9998794534419057,0.9770796285319107,0.9999959612481762,4945,990401,4,116,Eikenella corrodens,539,0.9998473076930804,0.97036158861885,0.9999979806240882,4911,990403,2,150
NZ_CP083637.1,10815,Gemella,1378,0.9989411993980708,0.9664410243310556,0.9999968884445126,30267,964145,3,1051,Gemella haemolysans,1379,0.9996715106291928,0.9716134997688396,0.9999796882347146,10508,984631,20,307
NZ_CP031255.1,10309,Neisseria,482,0.998281206992504,0.9827600269151561,0.9999777128975462,96395,897360,20,1691,Neisseria elongata,495,0.9992606477770211,0.9367542923658939,0.9999147344027398,9657,985073,84,652
NZ_CP075172.1,14681,Streptococcus,1301,0.9987744433260403,0.9937390286717379,0.9999467476432736,186813,807433,43,1177,Streptococcus equinus,1335,0.9984821179226614,0.8974865472379265,0.9999938824513017,13176,980779,6,1505
NZ_CP032621.1,6523,Streptococcus,1301,0.9987744433260403,0.9937390286717379,0.9999467476432736,186813,807433,43,1177,Streptococcus gwangjuense,1433513,0.9982570976808851,0.7349379120036793,0.999993932916255,4794,988937,6,1729
NZ_CP009227.1,19554,Treponema,157,0.9999628314779209,0.9983908845785857,1.0,22957,972472,0,37,Treponema sp. OMZ 838,1539298,0.9874219712175002,0.35967065562033346,1.0,7033,975912,0,12521
NZ_AP018768.1,7309,Haemophilus,724,0.9990778188305779,0.9864241720679758,0.9999185810825287,61180,933368,76,842,Haemophilus influenzae,727,0.99765034667181,0.7440142290326994,0.9995263910491956,5438,987689,468,1871
NZ_CP007573.1,4612,Streptococcus,1301,0.9987744433260403,0.9937390286717379,0.9999467476432736,186813,807433,43,1177,Streptococcus anginosus,1328,0.9976945470764446,0.5049869904596704,0.9999878892349428,2329,990842,12,2283
NZ_CP008849.1,38345,Alteromonas,226,0.9998925126523658,0.9972095449211109,1.0,38238,957121,0,107,Alteromonas australica,589873,0.9820044079858077,0.5328204459512322,1.0,20431,957121,0,17914
NZ_CP124804.1,1795,Klebsiella,570,0.9994505086060197,0.9301195323788257,0.999984815554541,7081,987838,15,532,Klebsiella variicola,244366,0.9985012044610263,0.18050139275766017,0.9999788662444612,324,993650,21,1471
NZ_CP073118.1,6694,Neisseria,482,0.998281206992504,0.9827600269151561,0.9999777128975462,96395,897360,20,1691,Neisseria subflava,28449,0.9945030769508953,0.1874813265610995,0.9999666252685149,1255,988739,33,5439
