accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039381.1,5259,Ruminococcus,1263,0.9999709398746005,0.9944856436584902,1.0,5230,992672,0,29,Ruminococcus bovis,2564099,0.9999709398746005,0.9944856436584902,1.0,5230,992672,0,29
NZ_CP025420.1,3896,Streptococcus,1301,0.9983616101714448,0.9847299084186297,0.9999151630432356,100536,895760,76,1559,Streptococcus parauberis,1348,0.9997705252166733,0.9425051334702259,0.9999949699960263,3672,994030,5,224
NZ_CP090007.1,8588,Streptococcus,1301,0.9983616101714448,0.9847299084186297,0.9999151630432356,100536,895760,76,1559,Streptococcus salivarius,1304,0.9976070489843486,0.733698183511877,0.999897912048703,6301,989242,101,2287
NZ_CP125360.1,6042,Streptococcus,1301,0.9983616101714448,0.9847299084186297,0.9999151630432356,100536,895760,76,1559,Streptococcus dysgalactiae,1334,0.9958894953659121,0.3260509764978484,0.9999697546802112,1970,991859,30,4072
NZ_CP124548.1,4320,Actinomyces,1654,0.9966220109406362,0.952713036889444,0.9999989208602039,67897,926663,1,3370,Actinomyces israelii,1659,0.9956710433887713,0.0,1.0,0,993611,0,4320
NZ_CP013476.1,10790,Turicibacter,191303,0.9998827574251126,0.9891566265060241,1.0,10673,987141,0,117,Turicibacter sp. H121,1712675,0.9919924323425167,0.2594068582020389,1.0,2799,987141,0,7991
NZ_CP032621.1,474,Streptococcus,1301,0.9983616101714448,0.9847299084186297,0.9999151630432356,100536,895760,76,1559,Streptococcus gwangjuense,1433513,0.9998937802312986,0.7784810126582279,0.9999989974505167,369,997456,1,105
NZ_CP118095.1,5182,Aerococcus,1375,0.9993396337021297,0.9263241285649615,0.9999919117981589,8185,989087,8,651,Aerococcus christensenii,87541,0.9993536627281846,0.8755306831339251,1.0,4537,992749,0,645
NZ_CP015402.2,3183,Muribaculum,1918540,0.999936869382753,0.9802073515551367,1.0,3120,994748,0,63,Muribaculum intestinale,1796646,0.99988977193814,0.9654414074772227,1.0,3073,994748,0,110
NZ_CP029458.1,6802,Clostridium,1485,0.9989027297478483,0.9885667489151706,0.9999778738299405,92949,903887,20,1075,Clostridium novyi,1542,0.9953583965224049,0.31917083210820346,0.999998991049601,2171,991128,1,4631
NZ_CP017042.1,3942,Selenomonas,970,1.0,1.0,1.0,3942,993989,0,0,Selenomonas sp. oral taxon 920,1884263,0.9999609191417042,0.9901065449010654,1.0,3903,993989,0,39
NZ_CP117966.1,1487,Roseburia,841,0.9997154111857433,0.8110289172831204,0.9999969892939292,1206,996441,3,281,Roseburia hominis,301301,0.9996983759398195,0.7982515131136516,0.9999989964313097,1187,996443,1,300
NZ_CP034169.1,12328,Enterococcus,1350,0.9995310297004503,0.9869855432194009,0.9999173654451213,29425,968038,80,388,Enterococcus avium,33945,0.9990640635474798,0.9242375081116159,1.0,11394,985603,0,934
NZ_CP016953.1,7651,Streptococcus,1301,0.9983616101714448,0.9847299084186297,0.9999151630432356,100536,895760,76,1559,Streptococcus himalayensis,1888195,0.9997093987460055,0.9620964579793491,1.0,7361,990280,0,290
NZ_CP084018.1,5824,Megamonas,158846,0.9999609191417042,0.9934752747252747,0.999998992044205,5786,992106,1,38,Megamonas funiformis,437897,0.9999318590163048,0.9883241758241759,1.0,5756,992107,0,68
NZ_CP068112.1,3129,Mobiluncus,2050,0.9999869730472347,0.995845317992969,1.0,3116,994802,0,13,Mobiluncus curtisii,2051,0.9999869730472347,0.995845317992969,1.0,3116,994802,0,13
NZ_CP014161.1,3654,Aerococcus,1375,0.9993396337021297,0.9263241285649615,0.9999919117981589,8185,989087,8,651,Aerococcus urinae,1376,0.9999879751205244,0.9972632731253421,0.9999979884881175,3644,994275,2,10
