accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP013195.1,87540,Hoylesella,2974257,0.9947304739067812,0.9399360292437743,0.9999967063442398,82282,910839,3,5258,Hoylesella enoeca,76123,0.9947064350118492,0.9396504455106237,0.9999978042294931,82257,910840,2,5283
NZ_CP048246.1,34466,Neisseria,482,0.9980618640961075,0.9803629497534879,0.9999302365755239,93458,902989,63,1872,Neisseria gonorrhoeae,485,0.9941535404284132,0.8351418789531713,0.9998391976064305,28784,963761,155,5682
NZ_CP020566.1,14485,Veillonella,29465,0.9999629400369798,0.9983406245285865,0.9999959120894844,19854,978491,4,33,Veillonella atypica,39777,0.9997636175331687,0.9837072833966172,1.0,14249,983897,0,236
NZ_CP053939.1,10967,Neisseria,482,0.9980618640961075,0.9803629497534879,0.9999302365755239,93458,902989,63,1872,Neisseria mucosa,488,0.9968298707308425,0.9231330354700465,0.99764840517918,10124,985093,2322,843
NZ_CP107038.1,2946,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus pneumoniae,1313,0.9993178963563045,0.8041412084181941,0.9998955231677376,2369,995332,104,577
NZ_CP066065.1,8869,Schaalia,2529408,0.9999669465194685,0.9981230322111891,0.9999979630621694,16485,981864,2,31,Schaalia meyeri,52773,0.999963941657602,0.996617431502988,0.9999939364111436,8839,989507,6,30
NZ_CP126341.1,14955,Enterobacter,547,0.9990785090276066,0.9408224674022067,0.9999644101697431,14070,983392,35,885,Enterobacter cloacae,550,0.9973647361430795,0.8245402875292545,0.9999928820339486,12331,983420,7,2624
NZ_CP097843.1,6192,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus oralis,1303,0.9993960227648335,0.9142441860465116,0.9999274332537115,5661,992118,72,531
NC_002628.3,4040,Methanothermobacter,145260,0.9960345839568422,0.02004950495049505,1.0,81,994342,0,3959,Methanothermobacter wolfeii,145261,0.9959965223731998,0.010643564356435644,1.0,43,994342,0,3997
NZ_CP027235.1,7621,Haemophilus,724,0.997914625864649,0.9667838999609223,0.9998648253106623,56902,939398,127,1955,Haemophilus sp. oral taxon 036,712310,0.9988090730802438,0.8497572497047632,0.9999555896931752,6476,990717,44,1145
NZ_CP046313.1,11418,Gemella,1378,0.9991376046443144,0.9687476635514018,0.9999742700940274,25914,971607,25,836,Gemella sanguinis,84135,0.9996724700565515,0.9717989139954458,0.9999949339590907,11096,986959,5,322
NZ_CP038817.1,2213,Haemophilus,724,0.997914625864649,0.9667838999609223,0.9998648253106623,56902,939398,127,1955,Haemophilus parahaemolyticus,735,0.9999539254513803,0.9810212381382738,0.999995984617068,2171,996165,4,42
NZ_CP070914.1,7419,Escherichia,561,0.9936156701543096,0.15150289796468527,0.9999202795664419,1124,990884,79,6295,Escherichia coli,562,0.9935125032302266,0.13411510985307992,0.9999465166711572,995,990910,53,6424
NZ_CP101412.1,103254,Parvimonas,543311,0.9938330218293199,0.9404090882677668,0.9999955313653466,97101,895124,4,6153,Parvimonas micra,33033,0.9938330218293199,0.9404090882677668,0.9999955313653466,97101,895124,4,6153
NZ_CP034670.1,13521,Eikenella,538,0.9997305640526372,0.9817321204052954,0.9999776618223283,13274,984839,22,247,Eikenella corrodens,539,0.9996684635740628,0.9767768656164485,0.99998273868089,13207,984844,17,314
NZ_CP083637.1,7044,Gemella,1378,0.9991376046443144,0.9687476635514018,0.9999742700940274,25914,971607,25,836,Gemella haemolysans,1379,0.999849756906675,0.981686541737649,0.9999788165085974,6915,991317,21,129
NZ_CP031255.1,2778,Neisseria,482,0.9980618640961075,0.9803629497534879,0.9999302365755239,93458,902989,63,1872,Neisseria elongata,495,0.9996183825429545,0.9517638588912887,0.9997519093936946,2644,995357,247,134
NZ_CP075172.1,18983,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus equinus,1335,0.9983543373177801,0.9137649475846811,0.9999938737940308,17346,979393,6,1637
NZ_CP032621.1,1714,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus gwangjuense,1433513,0.999591338786156,0.7683780630105017,0.9999889632254673,1317,996657,11,397
NZ_CP009227.1,24410,Treponema,157,0.9999469141070252,0.9989777373920945,0.9999916174365702,43975,954354,8,45,Treponema sp. OMZ 838,1539298,0.9851700050682003,0.39405981155264236,0.9999845991465873,9619,973957,15,14791
NZ_AP018768.1,9850,Haemophilus,724,0.997914625864649,0.9667838999609223,0.9998648253106623,56902,939398,127,1955,Haemophilus influenzae,727,0.997493945203339,0.7963451776649746,0.9994982458837953,7844,988036,496,2006
NZ_CP007573.1,4312,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus anginosus,1328,0.9980418316836641,0.5619202226345084,0.9999336062852716,2423,994004,66,1889
NZ_CP008849.1,21781,Alteromonas,226,0.999951922210136,0.9978880675818373,0.9999979520807372,21735,976599,2,46,Alteromonas australica,589873,0.9910615375677847,0.590285110876452,1.0,12857,976601,0,8924
NZ_CP124804.1,14575,Klebsiella,570,0.9978795691428731,0.9420662659024186,0.9999532524358078,33693,962572,45,2072,Klebsiella variicola,244366,0.98852142766997,0.2195540308747856,0.9999136009400218,3200,983722,85,11375
NZ_CP073118.1,14999,Neisseria,482,0.9980618640961075,0.9803629497534879,0.9999302365755239,93458,902989,63,1872,Neisseria subflava,28449,0.9878263029581863,0.1912127475165011,0.9999766113508165,2868,983360,23,12131
NZ_CP031243.1,13176,Haemophilus,724,0.997914625864649,0.9667838999609223,0.9998648253106623,56902,939398,127,1955,Haemophilus haemolyticus,726,0.9982501687730748,0.8822100789313904,0.9998020718509631,11624,985011,195,1552
NZ_CP032620.1,1872,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus koreensis,2382163,0.9990915300956948,0.5170940170940171,0.9999969894933317,968,996507,3,904
NZ_CP064367.1,3689,Neisseria,482,0.9980618640961075,0.9803629497534879,0.9999302365755239,93458,902989,63,1872,Neisseria meningitidis,487,0.9985616727865687,0.8365410680401193,0.9991625556830097,3086,993860,833,603
NZ_CP027228.1,4245,Mogibacterium,86331,0.9999689497607128,0.995053003533569,0.999989941024225,4224,994127,10,21,Mogibacterium diversum,114527,0.9999479157276473,0.9893992932862191,0.9999929587169575,4200,994130,7,45
NZ_CP126983.1,7384,Porphyromonas,836,0.9996304019904205,0.9505687973997833,0.9999959636649115,7019,990994,4,365,Porphyromonas gingivalis,837,0.999603358233622,0.9469122426868906,0.9999959636649115,6992,990994,4,392
NZ_AP021887.1,12439,Streptococcus,1301,0.9989803502066343,0.9951055702982201,0.9997457134118183,163871,833493,212,806,Streptococcus sp. 116-D4,2598453,0.99867786077874,0.8946056756974033,0.9999908716832515,11128,985934,9,1311
NC_000866.4,5212,Tequatrovirus,10663,0.9996494327822417,0.9328472755180353,1.0,4862,993170,0,350,Tequatrovirus T4,10665,0.9969480619642581,0.41538756715272446,1.0,2165,993170,0,3047
NZ_AP019829.2,22499,Leptotrichia,32067,0.9990254231346318,0.9730304386750224,0.9999906506911217,34780,962629,9,964,Leptotrichia wadei,157687,0.9972846064933062,0.879639095070892,0.9999969258609895,19791,975880,3,2708
