accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP041379.1,7288,Bacteroides,816,0.9999148777644697,0.9924533479692645,0.9999697359766604,7233,991246,30,55,Bacteroides intestinalis,329854,0.9996605124959442,0.9534851811196488,1.0,6949,991276,0,339
NZ_CP065983.1,90274,Aggregatibacter,416916,0.9989534972220108,0.9884573631388883,0.9999966970901364,89232,908287,3,1042,Aggregatibacter segnis,739,0.9851336519241631,0.8355561955823382,1.0,75429,908290,0,14845
NZ_CP032364.1,23097,Lachnoanaerobaculum,1164882,0.9998898418128432,0.9952374767285794,1.0,22987,975467,0,110,Lachnoanaerobaculum umeaense,617123,0.9998898418128432,0.9952374767285794,1.0,22987,975467,0,110
NZ_CP033459.1,2278,Pseudoprevotella,2884814,0.9999969956858048,0.9986830553116769,1.0,2275,996286,0,3,Pseudoprevotella muciniphila,2133944,0.9999969956858048,0.9986830553116769,1.0,2275,996286,0,3
NZ_CP015402.2,4221,Muribaculum,1918540,0.9999238907070553,0.9819947879649372,1.0,4145,994343,0,76,Muribaculum intestinale,1796646,0.999886837498648,0.9732290926320777,1.0,4108,994343,0,113
NZ_CP073277.1,18179,Clostridium,1485,0.9998357641573299,0.9912536443148688,0.9999948999627697,18020,980380,5,159,Clostridium butyricum,1492,0.990511374333543,0.478794213103031,1.0,8704,980385,0,9475
NZ_CP050134.2,3244,Corynebacterium,1716,0.9999959942477398,0.998766954377312,1.0,3240,995320,0,4,Corynebacterium matruchotii,43768,0.9999949928096747,0.9984586929716399,1.0,3239,995320,0,5
NZ_CP027235.1,17015,Haemophilus,724,0.9997756778734262,0.9901263590949162,0.9999429473210202,16847,981493,56,168,Haemophilus sp. oral taxon 036,712310,0.9972510525114063,0.8387305318836321,0.999998981202161,14271,981548,1,2744
NZ_CP046027.1,10808,Neisseria,482,0.9997606563024504,0.9781643227239082,0.9999969628126785,10572,987753,3,236,Neisseria brasiliensis,2666100,0.9996104405926911,0.9640081421169504,1.0,10419,987756,0,389
NZ_AP019822.1,13783,Pseudoleptotrichia,2755140,0.9996695254385297,0.9761300152361605,0.9999989845458026,13454,984780,1,329,Pseudoleptotrichia goodfellowii,157692,0.9996695254385297,0.9761300152361605,0.9999989845458026,13454,984780,1,329
NZ_CP040121.1,10258,Duncaniella,2518495,0.9998287540908745,0.9834275687268473,0.9999989881676323,10088,988305,1,170,Duncaniella sp. B8,2576606,0.9898203820686505,0.009066094755312927,1.0,93,988306,0,10165
NZ_AP025240.1,22170,Phocaeicola,909656,0.9986851118205743,0.9408209291835814,0.9999989758232845,20858,976393,1,1312,Phocaeicola vulgatus,821,0.9961444634495135,0.8263870094722598,0.9999989758232845,18321,976393,1,3849
NZ_AP019735.1,5456,Alistipes,239759,0.9998668087373468,0.9756231671554252,1.0,5323,993108,0,133,Alistipes communis,2585118,0.999821744024419,0.967375366568915,1.0,5278,993108,0,178
NZ_CP022022.1,6184,Capnocytophaga,1016,0.9999819741148289,0.9970892626131953,1.0,6166,992380,0,18,Capnocytophaga endodontalis,2708117,0.9994181644841993,0.9060478654592496,1.0,5603,992380,0,581
NZ_CP127164.1,11561,Bacillus,1386,0.9999208863928601,0.9931666810829513,1.0,11482,987003,0,79,Bacillus velezensis,492670,0.9888419770790856,0.03624253957270132,1.0,419,987003,0,11142
NZ_CP045696.1,7084,Sodaliphilus,2815786,0.9999258935831854,0.989553924336533,1.0,7010,991480,0,74,Sodaliphilus pleomorphus,2606626,0.9999258935831854,0.989553924336533,1.0,7010,991480,0,74
NZ_AP019831.1,28697,Leptotrichia,32067,0.999135758949852,0.9702756385684915,0.9999896893079154,27844,969857,10,853,Leptotrichia trevisanii,109328,0.9975184364747778,0.9136495104017841,1.0,26219,969867,0,2478
NZ_CP046313.1,14743,Gemella,1378,0.9997516433598648,0.9833141151733026,0.9999979671098705,14497,983819,2,246,Gemella sanguinis,84135,0.9995613701275031,0.9702909855524656,1.0,14305,983821,0,438
NZ_CP066560.1,4337,Histophilus,214906,0.9998467799760457,0.9649527323034356,0.9999989941934789,4185,994226,1,152,Histophilus somni,731,0.9998467799760457,0.9649527323034356,0.9999989941934789,4185,994226,1,152
NZ_CP072373.1,20038,Prevotella,838,0.9996154477830164,0.9817846092424394,0.9999805830402053,19673,978507,19,365,Prevotella denticola,28129,0.9985098601591886,0.9257909971054995,0.9999989780547477,18551,978525,1,1487
NZ_CP020566.1,5084,Veillonella,29465,0.999983976990959,0.9972462627852084,0.9999979868744212,5070,993478,2,14,Veillonella atypica,39777,0.9998968518792987,0.9797403619197482,1.0,4981,993480,0,103
