accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP014264.1,17569,Streptococcus,1301,0.9960355001122406,0.9784671733862084,0.9999430353695228,355301,1632499,93,7819,Streptococcus sp. oral taxon 431,712633,0.9985744436070936,0.8387500711480449,0.9999939337044895,14736,1978131,12,2833
NZ_CP072236.1,10341,Bacteroides,816,0.9953655637687201,0.9333391204959598,0.9999816955813672,129022,1857441,34,9215,Bacteroides uniformis,820,0.9974635618766635,0.5109757276859105,0.9999974815790097,5284,1985366,5,5057
NZ_CP049272.1,12221,Campylobacter,194,0.9987397981271847,0.9592719702021762,0.9999943129853673,58977,1934220,11,2504,Campylobacter concisus,199,0.9997404435108873,0.9586776859504132,0.9999934458991747,11716,1983478,13,505
NZ_CP024700.1,5165,Fusobacterium,848,0.9974745855113363,0.932644439062458,0.9999823044774877,69316,1921356,34,5006,Fusobacterium pseudoperiodonticum,2663009,0.9988259829073534,0.571539206195547,0.999934691318517,2952,1990417,130,2213
NZ_CP012589.1,2440,Capnocytophaga,1016,0.9959017132732578,0.9706260782058654,0.9999965064932645,270067,1717466,6,8173,Capnocytophaga sp. oral taxon 323,1705617,0.9992062983035629,0.36311475409836064,0.9999849493696796,886,1993242,30,1554
NZ_CP015402.2,12958,Muribaculum,1918540,0.9998171078792932,0.9719864176570459,0.9999989913019971,12595,1982752,2,363,Muribaculum intestinale,1796646,0.999739942436584,0.9600246951690076,0.9999994956509985,12440,1982753,1,518
NZ_CP046316.1,5740,Capnocytophaga,1016,0.9959017132732578,0.9706260782058654,0.9999965064932645,270067,1717466,6,8173,Capnocytophaga sp. FDAARGOS_737,2545799,0.9992974938267646,0.7714285714285715,0.9999547732329902,4428,1989882,90,1312
NZ_AP019735.1,10749,Alistipes,239759,0.9998186111022032,0.9670667038794306,0.9999959696981757,10395,1984955,8,354,Alistipes communis,2585118,0.9997198994644518,0.948088194250628,0.999999496212272,10191,1984962,1,558
NZ_CP070914.1,12528,Escherichia,561,0.9942677099701761,0.08924010217113665,0.9999848728105915,1118,1983154,30,11410,Escherichia coli,562,0.9941810241157041,0.07527139208173692,0.9999858812898853,943,1983156,28,11585
NZ_CP009227.1,5589,Treponema,157,0.9999433786037264,0.9871169480925579,0.9999949691027445,7892,1987707,10,103,Treponema sp. OMZ 838,1539298,0.9979110212295161,0.2546072642691,0.9999984925554852,1423,1990120,3,4166
NZ_CP090007.1,26604,Streptococcus,1301,0.9960355001122406,0.9784671733862084,0.9999430353695228,355301,1632499,93,7819,Streptococcus salivarius,1304,0.9938698569733508,0.5469478273943768,0.9999080802068754,14551,1968927,181,12053
NZ_CP065726.1,1204,Neisseria,482,0.9958120209729661,0.9586286598582433,0.9999905244916808,193272,1794082,17,8341,Neisseria cinerea,483,0.9997990692043742,0.7549833887043189,0.9999468540612522,909,1994402,106,295
NZ_AP021887.1,3057,Streptococcus,1301,0.9960355001122406,0.9784671733862084,0.9999430353695228,355301,1632499,93,7819,Streptococcus sp. 116-D4,2598453,0.9995510374242376,0.7118089630356559,0.9999924723547228,2176,1992640,15,881
NZ_CP022022.1,59971,Capnocytophaga,1016,0.9959017132732578,0.9706260782058654,0.9999965064932645,270067,1717466,6,8173,Capnocytophaga endodontalis,2708117,0.9928561836577623,0.7657200980473896,0.9998930642064202,45921,1935534,207,14050
NZ_CP046314.1,27441,Gemella,1378,0.9975873272295802,0.905614847367182,0.9999979431697811,46161,1944736,4,4811,Gemella morbillorum,29391,0.9979791673347658,0.8535403228745309,0.9999928871583232,23422,1968257,14,4019
NZ_CP027229.1,26534,Capnocytophaga,1016,0.9959017132732578,0.9706260782058654,0.9999965064932645,270067,1717466,6,8173,Capnocytophaga sp. oral taxon 878,1316596,0.9986460972324664,0.900806512399186,0.9999644521724294,23902,1969108,70,2632
NZ_CP046313.1,1674,Gemella,1378,0.9975873272295802,0.905614847367182,0.9999979431697811,46161,1944736,4,4811,Gemella sanguinis,84135,0.9998927700990925,0.8876941457586619,0.999986961131132,1486,1994012,26,188
NZ_AP014938.1,30807,Rothia,32207,0.9997910520155213,0.9910702813825003,1.0,46281,1949014,0,417,Rothia mucilaginosa,43675,0.9998191121765064,0.988314344142565,0.9999994910695428,30447,1964904,1,360
NZ_CP068102.1,15891,Rothia,32207,0.9997910520155213,0.9910702813825003,1.0,46281,1949014,0,417,Rothia aeria,172042,0.9996432350960459,0.9551947643320118,1.0,15179,1979821,0,712
NZ_CP015424.1,7992,Haemophilus,724,0.9983990676009364,0.9652885897019455,0.9999496441784211,86180,1906337,96,3099,[Haemophilus] ducreyi,730,0.9998982819164288,0.9753503503503503,0.9999969814662025,7795,1987714,6,197
NZ_CP013334.1,10160,Fusobacterium,848,0.9974745855113363,0.932644439062458,0.9999823044774877,69316,1921356,34,5006,Fusobacterium hwasookii,1583098,0.997827341820864,0.5764763779527559,0.9999833799366624,5857,1985519,33,4303
NZ_CP017038.2,12857,Tannerella,195950,0.9999047958823718,0.987788753208369,0.9999833573307175,12700,1982822,33,157,Tannerella serpentiformis,712710,0.9999208302600776,0.9877109745663841,1.0,12699,1982855,0,158
NZ_CP012544.1,16613,Campylobacter,194,0.9987397981271847,0.9592719702021762,0.9999943129853673,58977,1934220,11,2504,Campylobacter showae,204,0.9995164632973095,0.9422139288508999,0.9999974735978342,15653,1979094,5,960
NZ_CP032364.1,11591,Lachnoanaerobaculum,1164882,0.999839656222942,0.9726511948925891,0.9999984879954398,11274,1984118,3,317,Lachnoanaerobaculum umeaense,617123,0.999839656222942,0.9726511948925891,0.9999984879954398,11274,1984118,3,317
