accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039381.1,2094,Ruminococcus,1263,0.9999968935867062,0.9990448901623686,0.9999989622788357,2092,963649,1,2,Ruminococcus bovis,2564099,0.9999979290578042,0.9990448901623686,1.0,2092,963650,0,2
NZ_CP025420.1,3209,Streptococcus,1301,0.9992265030898457,0.9945515774871547,0.9998248013539351,108976,856021,150,597,Streptococcus parauberis,1348,0.9998622823439752,0.9604238080398878,0.9999937664604404,3082,962529,6,127
NZ_CP090007.1,2984,Streptococcus,1301,0.9992265030898457,0.9945515774871547,0.9998248013539351,108976,856021,150,597,Streptococcus salivarius,1304,0.9995133285839726,0.8582439678284183,0.9999511820183639,2561,962713,47,423
NZ_CP125360.1,2978,Streptococcus,1301,0.9992265030898457,0.9945515774871547,0.9998248013539351,108976,856021,150,597,Streptococcus dysgalactiae,1334,0.9983515300120943,0.4865681665547347,0.9999345635388038,1449,962703,63,1529
NZ_CP124548.1,2012,Actinomyces,1654,0.9986383555062212,0.9794843664289632,0.9999933476654186,62496,901933,6,1309,Actinomyces israelii,1659,0.9979166321509634,0.0,1.0,0,963732,0,2012
NZ_CP013476.1,1700,Turicibacter,191303,0.9999896452890207,0.9947058823529412,0.9999989627029472,1691,964043,1,9,Turicibacter sp. H121,1712675,0.9988837621564307,0.3658823529411765,1.0,622,964044,0,1078
NZ_CP032621.1,3139,Streptococcus,1301,0.9992265030898457,0.9945515774871547,0.9998248013539351,108976,856021,150,597,Streptococcus gwangjuense,1433513,0.9995588893122815,0.8652437081873208,0.9999968834568697,2716,962602,3,423
NZ_CP118095.1,20088,Aerococcus,1375,0.9976101327059759,0.9179521892479248,0.9999946676620364,25766,937670,5,2303,Aerococcus christensenii,87541,0.9976111681770738,0.8851553166069295,1.0,17781,945656,0,2307
NZ_CP015402.2,1381,Muribaculum,1918540,0.9999886098179228,0.9920347574221579,1.0,1370,964363,0,11,Muribaculum intestinale,1796646,0.9999803260491393,0.9862418537291817,1.0,1362,964363,0,19
NZ_CP029458.1,1450,Clostridium,1485,0.9999078430722842,0.9975232198142415,0.9999818506759022,28998,936657,17,72,Clostridium novyi,1542,0.9991902616014182,0.4606896551724138,1.0,668,964294,0,782
NZ_CP017042.1,5470,Selenomonas,970,0.999998964528902,1.0,0.9999989586305575,5470,960273,1,0,Selenomonas sp. oral taxon 920,1884263,0.9999596166271807,0.9928702010968922,1.0,5431,960274,0,39
NZ_CP117966.1,5639,Roseburia,841,0.9990670405407645,0.8409292427735414,0.9999958337890127,4742,960101,4,897,Roseburia hominis,301301,0.9989883447373217,0.8269196666075546,0.9999989584472532,4663,960104,1,976
NZ_CP034169.1,11086,Enterococcus,1350,0.9996831458440332,0.9927774130006566,0.9998504611840717,22680,942758,141,165,Enterococcus avium,33945,0.9992586026938816,0.9355944434421793,0.9999979050089142,10372,954656,2,714
NZ_CP016953.1,11861,Streptococcus,1301,0.9992265030898457,0.9945515774871547,0.9998248013539351,108976,856021,150,597,Streptococcus himalayensis,1888195,0.9998042959624911,0.9843183542702976,0.9999968549601995,11675,953880,3,186
NZ_CP084018.1,9310,Megamonas,158846,0.9999937871734124,0.9994629430719656,0.999998954449549,9305,956433,1,5,Megamonas funiformis,437897,0.9999792905780414,0.9978517722878625,1.0,9290,956434,0,20
