accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP046313.1,204511,Gemella,1378,0.991874333987468,0.9207426495396336,0.9999944181165609,188302,1791500,10,16209,Gemella sanguinis,84135,0.9895211523325657,0.8977267726430364,1.0,183595,1791510,0,20916
NZ_CP024700.1,26310,Fusobacterium,848,0.9988677473834193,0.9164576206765488,0.9999685233011341,24112,1969649,62,2198,Fusobacterium pseudoperiodonticum,2663009,0.9941964538449245,0.5598251615355379,0.9999984769339259,14729,1969708,3,11581
NZ_CP126745.1,6289,Cutibacterium,1912216,0.999971443186219,0.9909365558912386,1.0,6232,1989732,0,57,Cutibacterium acnes,1747,0.9998902817154729,0.9651772936873907,1.0,6070,1989732,0,219
NZ_CP027235.1,232447,Haemophilus,724,0.9961718839631447,0.9671538028023593,0.9999965978178403,224812,1763568,6,7635,Haemophilus sp. oral taxon 036,712310,0.9595284819147695,0.6524713160419364,1.0,151665,1763574,0,80782
NZ_CP020566.1,21792,Veillonella,29465,0.999854209950697,0.9873806901615272,0.999991895570372,21517,1974213,16,275,Veillonella atypica,39777,0.9994188437897197,0.9467694566813509,1.0,20632,1974229,0,1160
NZ_CP014239.1,66625,Selenomonas,970,0.9997660345256889,0.9930056285178236,0.9999994817030822,66159,1929395,1,466,Selenomonas sp. oral taxon 136,713030,0.9903863736904571,0.711984990619137,1.0,47436,1929396,0,19189
NZ_CP032621.1,35437,Streptococcus,1301,0.9994789633976797,0.9742924062420634,0.9999342032782069,34526,1960455,129,911,Streptococcus gwangjuense,1433513,0.9922535885143493,0.5636763834410362,1.0,19975,1960584,0,15462
NZ_CP012544.1,53966,Campylobacter,194,0.9992660397861546,0.9733350628173294,0.9999866121196361,52527,1942029,26,1439,Campylobacter showae,204,0.99846544700682,0.9432420412852537,1.0,50903,1942055,0,3063
NZ_AP019829.2,145054,Leptotrichia,32067,0.9906028042791133,0.8707446881850897,0.9999956779348308,126305,1850959,8,18749,Leptotrichia wadei,157687,0.9782397078988648,0.7005804734788423,0.9999989194837077,101622,1850965,2,43432
NZ_CP027228.1,159701,Mogibacterium,86331,0.998222463591315,0.9777834828836388,1.0,156153,1836320,0,3548,Mogibacterium diversum,114527,0.9972876036875363,0.9660991477824183,1.0,154287,1836320,0,5414
NZ_CP019668.1,115115,Burkholderia,32008,0.9981307811891759,0.9676410545975763,0.9999968100479237,111390,1880900,6,3725,Burkholderia cenocepacia,95486,0.9658159909139232,0.4072709898796855,1.0,46883,1880906,0,68232
NZ_CP083898.1,15972,Zymomonas,541,0.9998271561271149,0.9783996994740797,1.0,15627,1980049,0,345,Zymomonas mobilis,542,0.9998271561271149,0.9783996994740797,1.0,15627,1980049,0,345
NZ_CP072373.1,46448,Prevotella,838,0.9993582231850267,0.9724207716155701,1.0,45167,1949573,0,1281,Prevotella denticola,28129,0.996701437509926,0.8582500861178092,1.0,39864,1949573,0,6584
NZ_CP032364.1,26733,Lachnoanaerobaculum,1164882,0.9996377793620408,0.9729547749971945,1.0,26010,1969288,0,723,Lachnoanaerobaculum umeaense,617123,0.9996377793620408,0.9729547749971945,1.0,26010,1969288,0,723
NZ_CP027232.1,14189,Capnocytophaga,1016,0.9998807627775459,0.9832969201494115,0.9999994954163622,13952,1981831,1,237,Capnocytophaga sp. oral taxon 864,1316593,0.9953918320498633,0.3517513566847558,1.0,4991,1981832,0,9198
NZ_CP089305.1,183467,Limosilactobacillus,2742598,0.9935782238764022,0.9301454757531327,0.9999988965845983,170651,1812552,2,12816,Limosilactobacillus fermentum,1613,0.9928763274534687,0.9224983239492661,1.0,169248,1812554,0,14219
NC_001422.1,144737,Sinsheimervirus,1910954,0.927487235855735,0.0,1.0,0,1851284,0,144737,Sinsheimervirus phiX174,10847,0.927487235855735,0.0,1.0,0,1851284,0,144737
NZ_CP050497.1,74072,Treponema,157,0.9994358776786416,0.9848255751161032,0.9999989593896612,72948,1921947,2,1124,Treponema vincentii,69710,0.9770623655763141,0.3818986931634086,1.0,28288,1921949,0,45784
NZ_CP008849.1,276315,Alteromonas,226,0.9985240636245811,0.9893491124260355,0.9999982555157684,273372,1719703,3,2943,Alteromonas australica,589873,0.9155980823849048,0.3903045437272678,1.0,107847,1719706,0,168468
NZ_CP031255.1,21495,Neisseria,482,0.9994333726949767,0.9478018143754362,0.9999954419440412,20373,1974517,9,1122,Neisseria elongata,495,0.9987540211250282,0.8843451965573389,0.9999994935493379,19009,1974525,1,2486
NZ_CP054018.1,27088,Rothia,32207,0.999854209950697,0.9892572356763142,1.0,26797,1968933,0,291,Rothia dentocariosa,2047,0.9992765607175476,0.9466922622563497,1.0,25644,1968933,0,1444
NC_000866.4,39486,Tequatrovirus,10663,0.9959604633418185,0.7958010434077901,1.0,31423,1956535,0,8063,Tequatrovirus T4,10665,0.9847691983200577,0.23008154789039154,1.0,9085,1956535,0,30401
NC_002628.3,58772,Methanothermobacter,145260,0.9707528127209083,0.0067038725923909345,1.0,394,1937249,0,58378,Methanothermobacter wolfeii,145261,0.9706561203514392,0.0034199959164227865,1.0,201,1937249,0,58571
