read_accession_id,count
NZ_CP014264.1,8813
NZ_CP072236.1,5180
NZ_CP049272.1,6113
NZ_CP024700.1,2585
NZ_CP012589.1,1221
NZ_CP015402.2,6513
NZ_CP046316.1,2873
NZ_AP019735.1,5386
NZ_CP070914.1,6284
NZ_CP009227.1,2797
NZ_CP090007.1,13341
NZ_AP021887.1,1532
NZ_CP065726.1,603
NZ_CP022022.1,30017
NZ_CP046314.1,13765
NZ_CP027229.1,13278
NZ_CP046313.1,838
NZ_AP014938.1,15421
NZ_CP068102.1,7954
NZ_CP015424.1,4009
NZ_CP013334.1,5082
NZ_CP017038.2,6447
NZ_CP012544.1,8308
NZ_CP032364.1,5816
NZ_CP121769.1,3351
NZ_CP097335.1,717
NZ_AP019846.1,9644
NZ_CP124126.1,10216
NZ_CP125087.1,1906
NZ_CP016753.1,3320
NZ_CP031255.1,3134
NZ_CP041379.1,7025
NZ_CP020431.2,1237
NZ_CP027228.1,24351
NZ_CP044230.1,6578
NZ_CP039886.1,17393
NZ_CP022379.1,34611
NZ_CP053939.1,7557
NZ_CP126076.1,2584
NZ_CP024696.1,5438
NZ_CP046315.1,3792
NZ_CP019721.1,9359
NZ_CP027231.1,7240
NZ_CP114055.1,2352
NZ_CP017042.1,18140
NZ_CP028415.1,2627
NZ_CP066560.1,13679
NZ_CP050870.1,37689
NZ_CP012067.1,3538
NZ_CP072224.1,5979
NZ_CP014239.1,6041
NZ_CP039462.1,1207
NZ_CP072244.1,7658
NZ_CP017295.1,5647
NZ_CP107038.1,486
NZ_CP126474.1,8120
NZ_CP065983.1,1457
NZ_CP029206.1,6044
NZ_CP038817.1,14414
NZ_CP073277.1,11478
NZ_CP043435.1,14139
NZ_CP066065.1,1818
NZ_AP025240.1,3045
NZ_CP014227.1,7069
NZ_CP064367.1,911
NZ_CP063424.1,2853
NZ_CP031253.1,30253
NZ_CP012196.1,759
NZ_CP050133.1,3832
NZ_CP127017.1,18320
NZ_CP013195.1,2932
NZ_CP014231.1,5735
NZ_CP036550.1,11511
NZ_CP031243.1,6700
NZ_CP046027.1,17172
NZ_CP040121.1,2254
NZ_CP007573.1,5504
NZ_AP019829.2,4073
NZ_CP028108.1,578
NZ_CP072373.1,2659
NZ_CP008849.1,2863
NZ_AP014880.1,23046
NZ_AP019823.1,4389
NZ_CP126983.1,10137
NZ_CP072258.1,9687
NZ_CP050820.1,5026
NZ_CP045696.1,195
NZ_CP083637.1,10959
NZ_CP050497.1,1204
NZ_CP028101.1,1658
NZ_CP073118.1,5121
NZ_CP050136.1,3345
NZ_CP026548.1,5123
NZ_CP019668.1,686
NZ_CP125806.1,11626
NZ_CP032621.1,1952
NZ_CP072251.1,10344
NZ_CP015577.1,1433
NZ_CP032620.1,8853
NZ_CP012410.1,4174
NZ_CP022386.1,33975
NZ_CP027234.1,4589
NZ_CP116438.1,2717
NZ_CP040798.1,32240
NZ_CP085096.1,16517
NZ_CP034842.1,27282
NZ_CP040004.1,5936
NZ_CP050134.2,1375
NZ_CP027235.1,5132
NZ_CP022384.1,3395
NZ_CP027232.1,2606
NZ_AP018768.1,12661
NZ_CP007570.1,16908
NZ_CP127164.1,630
NZ_CP097843.1,1436
NZ_CP033459.1,4654
NZ_CP020566.1,3525
NZ_CP072246.1,4530
NZ_CP006943.1,21148
NZ_CP075172.1,9189
NZ_AP019822.1,2325
NZ_CP034670.1,265
NZ_CP048246.1,18767
NZ_CP121210.1,4509
NZ_AP019827.1,8073
NZ_CP101412.1,3988
NZ_AP019831.1,7392
