read_accession_id,count
NZ_CP046313.1,27065
NZ_CP017038.2,21545
NZ_AP021887.1,16524
NZ_CP046314.1,13337
NZ_CP101412.1,8768
NZ_CP044230.1,6304
NZ_CP125087.1,4300
NZ_AP018768.1,9691
NZ_CP032620.1,41263
NZ_CP027228.1,6280
NZ_CP034670.1,12544
NZ_CP019668.1,13806
NZ_CP031253.1,89917
NZ_CP046315.1,1828
NZ_AP014938.1,3431
NZ_CP012067.1,31289
NZ_CP032364.1,83163
NZ_CP050134.2,5302
NZ_CP031243.1,11843
NZ_CP028108.1,1714
NZ_CP066065.1,7379
NZ_CP039886.1,8326
NZ_CP024696.1,2910
NZ_CP126745.1,40714
NZ_CP072373.1,18147
NZ_CP027235.1,29117
NZ_CP019721.1,29670
NZ_CP083637.1,31517
NZ_CP073118.1,3644
NZ_CP053939.1,9302
NZ_CP031255.1,20017
NZ_CP032621.1,15367
NZ_CP040798.1,4267
NZ_CP090007.1,14598
NZ_CP038817.1,3160
NZ_AP019829.2,21507
NZ_CP022527.1,5820
NZ_CP048246.1,14077
NZ_CP016753.1,1095
NZ_CP020566.1,10762
NZ_CP065726.1,2169
NZ_CP049272.1,39641
NZ_CP094445.1,3344
NZ_CP075172.1,42715
NZ_CP028415.1,5153
NZ_CP064367.1,3905
NZ_CP068102.1,29996
NZ_CP008849.1,3561
NZ_CP017295.1,2324
NZ_CP050133.1,21672
NZ_CP012410.1,16177
NZ_CP107038.1,34972
NZ_CP020431.2,3806
NZ_CP097843.1,24730
NZ_CP054018.1,33448
NZ_CP028101.1,8553
NZ_CP024700.1,17236
NZ_CP014264.1,1756
