accession_id,total_reads,genus,genus_taxid,genus_accuracy,genus_sensitivity,genus_specificity,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_accuracy,species_sensitivity,species_specificity,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP014264.1,6709,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus sp. oral taxon 431,712633,0.999524164432744,0.9302429572216425,0.9999929402391242,6241,991528,7,468
NZ_CP072236.1,3338,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides uniformis,820,0.9988189260341159,0.6479928100659077,0.9999959795196732,2163,994902,4,1175
NZ_CP049272.1,14534,Campylobacter,194,0.999799648182208,0.996358795661877,0.9999852190016069,50896,947148,14,186,Campylobacter concisus,199,0.9998617572457235,0.9912618687216183,0.9999888178426569,14407,983699,11,127
NZ_CP024700.1,2834,Fusobacterium,848,0.9994530395374277,0.9857871720116618,0.9999594835503214,35165,962533,39,507,Fusobacterium pseudoperiodonticum,2663009,0.9982008406762275,0.7671136203246295,0.9988587617162777,2174,994274,1136,660
NZ_CP012589.1,3878,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga sp. oral taxon 323,1705617,0.9982018424353164,0.5520887055183084,0.9999416713765354,2141,994308,58,1737
NZ_CP015402.2,1847,Muribaculum,1918540,0.9999649384318864,0.981591770438549,0.9999989963839715,1813,996396,1,34,Muribaculum intestinale,1796646,0.999949912045552,0.9734704926908501,0.9999989963839715,1798,996396,1,49
NZ_CP046316.1,1643,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga sp. FDAARGOS_737,2545799,0.999823690400343,0.9056603773584906,0.9999789283775553,1488,996580,21,155
NZ_AP019735.1,26736,Alistipes,239759,0.9994109656556914,0.9782315978456014,0.9999938240343877,26154,971502,6,582,Alistipes communis,2585118,0.9992306490196785,0.9712746858168761,1.0,25968,971508,0,768
NZ_CP070914.1,1500,Escherichia,561,0.9987077307752413,0.15066666666666667,0.9999839477338214,226,996728,16,1274,Escherichia coli,562,0.9986806832798394,0.13066666666666665,0.9999869575337298,196,996731,13,1304
NZ_CP009227.1,4677,Treponema,157,0.9999869771318435,0.9991378071562006,0.9999929384586673,6953,991278,7,6,Treponema sp. OMZ 838,1539298,0.9971089232692608,0.3831515929014325,0.9999989935253486,1792,993566,1,2885
NZ_CP090007.1,8054,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus salivarius,1304,0.9976709101181676,0.7259746709709461,0.9998808309516355,5847,990072,118,2207
NZ_CP065726.1,28009,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria cinerea,483,0.9973273067506542,0.9059230961476669,0.9999659876215556,25374,970202,33,2635
NZ_AP021887.1,6452,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus sp. 116-D4,2598453,0.9993278196513077,0.8977061376317421,0.999988908964783,5792,991781,11,660
NZ_CP022022.1,3575,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga endodontalis,2708117,0.9996353596916184,0.9076923076923077,0.9999658177745562,3245,994635,34,330
NZ_CP046314.1,6127,Gemella,1378,0.9994239885238478,0.9721037407461882,0.9999938640707595,19828,977841,6,569,Gemella morbillorum,29391,0.9995472048917899,0.9273706544801698,0.9999929443805519,5682,992110,7,445
NZ_CP027229.1,8105,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga sp. oral taxon 878,1316596,0.9996674159824652,0.9603948180135718,0.9999888904487148,7784,990128,11,321
NZ_CP046313.1,5917,Gemella,1378,0.9994239885238478,0.9721037407461882,0.9999938640707595,19828,977841,6,569,Gemella sanguinis,84135,0.9998357115094105,0.9731282744634105,0.9999949613383492,5758,992322,5,159
NZ_AP014938.1,12548,Rothia,32207,0.999926871586506,0.9988343127235565,1.0,62551,935620,0,73,Rothia mucilaginosa,43675,0.9999659401909754,0.9972904048453937,1.0,12514,985696,0,34
NZ_CP068102.1,50076,Rothia,32207,0.999926871586506,0.9988343127235565,1.0,62551,935620,0,73,Rothia aeria,172042,0.9995001222146088,0.9900351465772027,1.0,49577,948168,0,499
NZ_CP015424.1,9975,Haemophilus,724,0.9986746727253056,0.9779538408542887,0.9999542642716744,56780,940141,43,1280,[Haemophilus] ducreyi,730,0.9999328821410397,0.9938847117794486,0.9999939287785006,9914,988263,6,61
NZ_CP013334.1,1244,Fusobacterium,848,0.9994530395374277,0.9857871720116618,0.9999594835503214,35165,962533,39,507,Fusobacterium hwasookii,1583098,0.9995632330372134,0.7660771704180064,0.9998545636910732,953,996855,145,291
NZ_CP017038.2,8508,Tannerella,195950,0.999974956022776,0.9980018805829807,0.9999919170364623,8491,989728,8,17,Tannerella serpentiformis,712710,0.9999779613000429,0.9974141984015045,1.0,8486,989736,0,22
NZ_CP012544.1,21823,Campylobacter,194,0.999799648182208,0.996358795661877,0.9999852190016069,50896,947148,14,186,Campylobacter showae,204,0.9997525655050268,0.9886816661320625,1.0,21576,976421,0,247
NZ_CP032364.1,3847,Lachnoanaerobaculum,1164882,0.9999849736136656,0.996620743436444,0.999997988730859,3834,994395,2,13,Lachnoanaerobaculum umeaense,617123,0.9999849736136656,0.996620743436444,0.999997988730859,3834,994395,2,13
NZ_CP121769.1,31302,Glaesserella,2094023,0.9974715600594645,0.9197175899303559,0.9999886239298738,28789,966931,11,2513,Glaesserella parasuis,738,0.9973884140550807,0.9170340553319277,0.9999896581180671,28705,966932,10,2597
NZ_CP097335.1,2370,Mannheimia,75984,0.9998707730775241,0.9931479563381403,0.9999563758695659,12465,985650,43,86,Mannheimia haemolytica,75985,0.9999368891773955,0.9835443037974684,0.9999759005657343,2331,995850,24,39
NZ_AP019846.1,21211,Leptotrichia,32067,0.9959959689214261,0.9626990583592823,0.999991024376671,102952,891295,8,3989,Leptotrichia hongkongensis,554406,0.9971580094646199,0.8708217434350102,0.9999007198323905,18471,976936,97,2740
NZ_CP124126.1,304,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga canimorsus,28188,0.9999809665773097,0.9407894736842105,0.9999989979357476,286,997939,1,18
NZ_CP125087.1,12162,Haemophilus,724,0.9986746727253056,0.9779538408542887,0.9999542642716744,56780,940141,43,1280,Haemophilus parainfluenzae,729,0.9987948838159809,0.9071698733760895,0.9999249555310816,11033,986008,74,1129
NZ_CP016753.1,6863,Leptotrichia,32067,0.9959959689214261,0.9626990583592823,0.999991024376671,102952,891295,8,3989,Leptotrichia sp. oral taxon 498,712368,0.9981747949399145,0.78493370246248,0.999650991899179,5387,991035,346,1476
NZ_CP031255.1,9023,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria elongata,495,0.9995572224826795,0.9569987808932727,0.9999454115915453,8635,989167,54,388
NZ_CP041379.1,4125,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides intestinalis,329854,0.9997846217958736,0.9478787878787879,1.0,3910,994119,0,215
NZ_CP020431.2,4629,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus sp. FDAARGOS_192,1839799,0.9970718581829693,0.3696262691726075,0.999994967869849,1711,993610,5,2918
NZ_CP027228.1,11963,Mogibacterium,86331,0.9999228645501501,0.993647078492017,0.999998986090171,11887,986280,1,76,Mogibacterium diversum,114527,0.9998697713184351,0.9891331605784502,1.0,11833,986281,0,130
NZ_CP044230.1,603,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus sp. LPB0220,2610896,0.9998978205729261,0.835820895522388,0.9999969929062659,504,997638,3,99
NZ_CP039886.1,1939,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria flavescens,484,0.9992336542969454,0.888602372356885,0.9994489639216907,1723,995756,549,216
NZ_CP022379.1,1547,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga sputigena,1019,0.9998677678002572,0.9612152553329024,0.9999277613958907,1487,996625,72,60
NZ_CP053939.1,3228,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria mucosa,488,0.9991394889425832,0.9206939281288724,0.999393979594298,2972,994413,603,256
NZ_CP126076.1,4622,Clostridioides,1870884,0.999773602445895,0.9584595413241022,0.99996578175604,4430,993588,34,192,Clostridioides difficile,1496,0.9996033034007717,0.9195153613154479,0.99997584594544,4250,993598,24,372
NZ_CP024696.1,6320,Prevotella,838,0.999649384318864,0.9717520215633423,0.9999110184444608,9013,988881,88,262,Prevotella intermedia,28131,0.9995171521191212,0.928006329113924,0.9999727801726745,5865,991897,27,455
NZ_CP046315.1,619,Schaalia,2529408,0.9999979964818221,0.9991521831284442,1.0,2357,995885,0,2,Schaalia odontolytica,1660,1.0,1.0,1.0,619,997625,0,0
NZ_CP019721.1,3750,Veillonella,29465,0.9999859753727546,0.9986577181208054,0.999996969846947,8184,990046,3,11,Veillonella parvula,29466,0.999898822332015,0.9733333333333334,0.9999989944635161,3650,994493,1,100
NZ_CP027231.1,2020,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides zoogleoformans,28119,0.9998086640140086,0.906930693069307,0.9999969886290634,1832,996221,3,188
NZ_CP114055.1,20844,Bergeyella,59735,0.9998727765957021,0.9939071195547879,1.0,20717,977400,0,127,Bergeyella cardium,1585976,0.9998727765957021,0.9939071195547879,1.0,20717,977400,0,127
NZ_CP017042.1,14669,Selenomonas,970,0.9999979964818221,0.9998812281014312,1.0,16837,981405,0,2,Selenomonas sp. oral taxon 920,1884263,0.9998086640140086,0.9870475151680415,0.9999989833007142,14479,983574,1,190
NZ_CP028415.1,2787,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus mitis,28037,0.999572248869014,0.8891280947255114,0.9998814614795014,2478,995339,118,309
NZ_CP066560.1,2182,Histophilus,214906,0.9999208610319722,0.9642529789184234,0.9999989960464308,2104,996061,1,78,Histophilus somni,731,0.9999208610319722,0.9642529789184234,0.9999989960464308,2104,996061,1,78
NZ_CP050870.1,30962,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus thermophilus,1308,0.9981026682855093,0.9407338027259221,0.9999390043441313,29127,967223,59,1835
NZ_CP012067.1,2296,Aggregatibacter,416916,0.9996333561734405,0.992291961617115,0.9997280651020263,12616,985262,268,98,Aggregatibacter aphrophilus,732,0.9997355356005145,0.9786585365853658,0.9997841252756168,2247,995733,215,49
NZ_CP072224.1,39646,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides thetaiotaomicron,818,0.9935196204535164,0.8371588558744892,0.9999864385279335,33190,958585,13,6456
NZ_CP014239.1,2170,Selenomonas,970,0.9999979964818221,0.9998812281014312,1.0,16837,981405,0,2,Selenomonas sp. oral taxon 136,713030,0.9996614054279315,0.8451612903225807,0.9999979921170515,1834,996072,2,336
NZ_CP039462.1,1806,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus suis,1307,0.9998086640140086,0.9058693244739756,0.9999789249306028,1636,996417,21,170
NZ_CP072244.1,2410,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides ovatus,28116,0.9985985390345447,0.42697095435684645,0.9999819246982931,1029,995816,18,1381
NZ_CP017295.1,12931,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus gordonii,1302,0.9994780835146517,0.9614105637615034,0.9999776720696875,12432,985291,22,499
NZ_CP107038.1,17113,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus pneumoniae,1313,0.9967583075881248,0.815987845497575,0.9999113268258775,13964,981044,87,3149
NZ_CP126474.1,821,Bacillus,1386,0.9999348856592176,0.9952716643741403,0.9999898643032925,11577,986602,10,55,Bacillus thuringiensis,1428,0.9993428460376421,0.20219244823386115,0.9999989974163419,166,997422,1,655
NZ_CP065983.1,4450,Aggregatibacter,416916,0.9996333561734405,0.992291961617115,0.9997280651020263,12616,985262,268,98,Aggregatibacter segnis,739,0.9992576965150805,0.8348314606741573,0.9999939625314703,3715,993788,6,735
NZ_CP029206.1,4974,Actinobacillus,713,0.999496115178253,0.9621757925072046,0.9998100848960922,8013,989728,188,315,Actinobacillus porcitonsillarum,189834,0.9997445514323151,0.9611982308001609,0.9999375799128132,4781,993208,62,193
NZ_CP038817.1,874,Haemophilus,724,0.9986746727253056,0.9779538408542887,0.9999542642716744,56780,940141,43,1280,Haemophilus parahaemolyticus,735,0.9999739542636871,0.977116704805492,0.9999939841783891,854,997364,6,20
NZ_CP073277.1,7052,Clostridium,1485,0.9994340061147374,0.9713742473856555,0.9999765140762373,18392,979287,23,542,Clostridium butyricum,1492,0.9964287288478568,0.4947532614861032,0.9999979822274595,3489,991190,2,3563
NZ_CP043435.1,12319,Campylobacter,194,0.999799648182208,0.996358795661877,0.9999852190016069,50896,947148,14,186,Campylobacter fetus,196,0.9996363614507074,0.9708580241902752,0.9999959428962649,11960,985921,4,359
NZ_CP066065.1,1740,Schaalia,2529408,0.9999979964818221,0.9991521831284442,1.0,2357,995885,0,2,Schaalia meyeri,52773,0.9999949912045552,0.9971264367816092,1.0,1735,996504,0,5
NZ_AP025240.1,26610,Phocaeicola,909656,0.9981487492036015,0.9346726508513216,0.9999855695393591,26240,970156,14,1834,Phocaeicola vulgatus,821,0.9953848958771603,0.8272453964674934,0.9999897080587958,22013,971624,10,4597
NZ_CP014227.1,7825,Capnocytophaga,1016,0.9998517396548339,0.9973772009334079,0.9999873202513548,51717,946379,12,136,Capnocytophaga haemolytica,45243,0.9998938135365703,0.9874760383386582,0.9999919226105315,7727,990411,8,98
NZ_CP064367.1,5722,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria meningitidis,487,0.9987818609478244,0.8271583362460678,0.9997712897044095,4733,992295,227,989
NZ_CP063424.1,3354,Actinobacillus,713,0.999496115178253,0.9621757925072046,0.9998100848960922,8013,989728,188,315,Actinobacillus pleuropneumoniae,715,0.9991254643153378,0.74448419797257,0.9999839178200605,2497,994874,16,857
NZ_CP031253.1,732,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria lactamica,486,0.9997796130004287,0.8128415300546448,0.9999167929809366,595,997429,83,137
NZ_CP012196.1,1444,Campylobacter,194,0.999799648182208,0.996358795661877,0.9999852190016069,50896,947148,14,186,Campylobacter gracilis,824,0.9999959929636442,0.9986149584487535,0.9999979935794543,1442,996798,2,2
NZ_CP050133.1,2395,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus cristatus,45634,0.9999158522365273,0.9745302713987474,0.9999769041290396,2334,995826,23,61
NZ_CP127017.1,2414,Staphylococcus,1279,0.9999038311274598,0.9693454846727423,0.9999779078758423,2340,995808,22,74,Staphylococcus aureus,1280,0.9979143375767848,0.14167357083678542,0.9999899581253828,342,995820,10,2072
NZ_CP013195.1,10010,Hoylesella,2974257,0.9994370113920044,0.9441558441558442,0.9999969642817389,9451,988231,3,559,Hoylesella enoeca,76123,0.9994370113920044,0.9439560439560439,0.999998988093913,9449,988233,1,561
NZ_CP014231.1,44591,Leptotrichia,32067,0.9959959689214261,0.9626990583592823,0.999991024376671,102952,891295,8,3989,Leptotrichia sp. oral taxon 847,1785996,0.9944833126970961,0.8791460160121998,0.999876265266297,39202,953535,118,5389
NZ_CP036550.1,1009,Bacteroides,816,0.9951524877685215,0.9233357905195346,0.9999412293955604,57618,935787,55,4784,Bacteroides fragilis,817,0.9999308786228618,0.9405351833498513,0.9999909750460022,949,997226,9,60
NZ_CP031243.1,3709,Haemophilus,724,0.9986746727253056,0.9779538408542887,0.9999542642716744,56780,940141,43,1280,Haemophilus haemolyticus,726,0.9993157985422402,0.8824480992181181,0.9997516427275058,3273,994288,247,436
NZ_CP046027.1,774,Neisseria,482,0.9991645329198072,0.9857081682903329,0.9999649755147008,55245,942165,33,801,Neisseria brasiliensis,2666100,0.9999579261182636,0.9534883720930233,0.9999939847814971,738,997464,6,36
NZ_CP040121.1,4173,Duncaniella,2518495,0.9999198592728832,0.9808291397076444,1.0,4093,994071,0,80,Duncaniella sp. B8,2576606,0.9958567244080605,0.008866522885214475,1.0,37,994071,0,4136
NZ_CP007573.1,13200,Streptococcus,1301,0.9980285381129262,0.9872849564977031,0.9999574617924183,150014,846262,36,1932,Streptococcus anginosus,1328,0.9939173188118335,0.5412121212121213,0.9999837570707502,7144,985028,16,6056
NZ_AP019829.2,1962,Leptotrichia,32067,0.9959959689214261,0.9626990583592823,0.999991024376671,102952,891295,8,3989,Leptotrichia wadei,157687,0.9990503323836657,0.8562691131498471,0.9993315145711756,1680,995616,666,282
