accession_id,total_reads,genus,genus_taxid,genus_true_positive,genus_true_negative,genus_false_positive,genus_false_negative,species,species_taxid,species_true_positive,species_true_negative,species_false_positive,species_false_negative
NZ_CP039712.1,48598,Vagococcus,2737,48522,951341,8,76,Vagococcus zengguangii,2571750,48362,951349,0,236
NZ_CP033459.1,113512,Pseudoprevotella,2884814,113436,886435,0,76,Pseudoprevotella muciniphila,2133944,113436,886435,0,76
NZ_AP019735.1,3725,Alistipes,239759,3644,996221,1,81,Alistipes communis,2585118,3639,996222,0,86
NZ_CP050497.1,21036,Treponema,157,21036,978911,0,0,Treponema vincentii,69710,15093,978911,0,5943
NZ_CP027228.1,54429,Mogibacterium,86331,54286,945518,0,143,Mogibacterium diversum,114527,54144,945518,0,285
NC_001422.1,21633,Sinsheimervirus,1910954,0,978314,0,21633,Sinsheimervirus phiX174,10847,0,978314,0,21633
NZ_CP036259.1,105874,Sporomusa,2375,105867,894072,1,7,Sporomusa termitida,2377,105861,894073,0,13
NZ_CP085178.1,20203,Pediococcus,1253,20157,979744,0,46,Pediococcus pentosaceus,1255,20125,979744,0,78
NZ_CP019668.1,34951,Burkholderia,32008,34904,964996,0,47,Burkholderia cenocepacia,95486,22060,964996,0,12891
NZ_CP017038.2,24351,Tannerella,195950,24348,975596,0,3,Tannerella serpentiformis,712710,24347,975596,0,4
NC_012756.1,101624,Undefined genus in Caudoviricetes,2731619,104711,895026,0,210,Streptococcus phage PH10,644007,101414,898323,0,210
NZ_CP027286.1,10398,Clostridium,1485,10395,989549,0,3,Clostridium chauvoei,46867,10325,989549,0,73
NZ_CP066560.1,8729,Histophilus,214906,8401,991218,0,328,Histophilus somni,731,8401,991218,0,328
NZ_CP072246.1,6717,Phocaeicola,909656,5971,993230,0,746,Phocaeicola dorei,357276,5570,993230,0,1147
NZ_CP047311.1,59716,Pseudomonas,286,59619,940226,5,97,Pseudomonas putida,303,15468,940231,0,44248
NZ_CP012672.1,9491,Sorangium,39643,9477,990456,0,14,Sorangium cellulosum,56,1489,990456,0,8002
NZ_CP117966.1,28235,Roseburia,841,27000,971712,0,1235,Roseburia hominis,301301,26947,971712,0,1288
NZ_CP068103.1,7825,Peptoniphilus,162289,7354,992121,1,471,Peptoniphilus harei,54005,7341,992122,0,484
NZ_CP046313.1,71301,Gemella,1378,71059,928646,0,242,Gemella sanguinis,84135,70698,928646,0,603
NC_000866.4,3297,Tequatrovirus,10663,3260,996650,0,37,Tequatrovirus T4,10665,1992,996650,0,1305
NZ_CP017042.1,39690,Selenomonas,970,39690,960257,0,0,Selenomonas sp. oral taxon 920,1884263,39531,960257,0,159
NZ_CP017761.1,165958,Marinilactibacillus,191769,163869,833989,0,2089,Marinilactibacillus sp. 15R,1911586,163869,833989,0,2089
NZ_CP008852.1,10080,Pelosinus,365348,10079,989867,0,1,Pelosinus sp. UFO1,484770,10073,989867,0,7
NZ_CP098491.1,4912,Bacillus,1386,4882,995031,4,30,Bacillus subtilis,1423,349,995034,1,4563
NZ_CP118095.1,23662,Aerococcus,1375,23318,976274,11,344,Aerococcus christensenii,87541,23311,976285,0,351
