read_accession_id,count
NZ_CP039712.1,48598
NZ_CP033459.1,113512
NZ_AP019735.1,3725
NZ_CP050497.1,21036
NZ_CP027228.1,54429
NC_001422.1,21633
NZ_CP036259.1,105874
NZ_CP085178.1,20203
NZ_CP019668.1,34951
NZ_CP017038.2,24351
NC_012756.1,101624
NZ_CP027286.1,10398
NZ_CP066560.1,8729
NZ_CP072246.1,6717
NZ_CP047311.1,59716
NZ_CP012672.1,9491
NZ_CP117966.1,28235
NZ_CP068103.1,7825
NZ_CP046313.1,71301
NC_000866.4,3297
NZ_CP017042.1,39690
NZ_CP017761.1,165958
NZ_CP008852.1,10080
NZ_CP098491.1,4912
NZ_CP118095.1,23662
