read_accession_id,count
NZ_CP013195.1,20798
NZ_CP048246.1,10938
NZ_CP020566.1,1275
NZ_CP053939.1,7801
NZ_CP107038.1,5277
NZ_CP066065.1,4054
NZ_CP126341.1,63195
NZ_CP097843.1,1912
NC_002628.3,7156
NZ_CP027235.1,7815
NZ_CP046313.1,4330
NZ_CP038817.1,2254
NZ_CP070914.1,3555
NZ_CP101412.1,17298
NZ_CP034670.1,4499
NZ_CP083637.1,11335
NZ_CP031255.1,93760
NZ_CP075172.1,7666
NZ_CP032621.1,4125
NZ_CP009227.1,4774
NZ_AP018768.1,11641
NZ_CP007573.1,1542
NZ_CP008849.1,5049
NZ_CP124804.1,1878
NZ_CP073118.1,7776
NZ_CP031243.1,11590
NZ_CP032620.1,4205
NZ_CP064367.1,74677
NZ_CP027228.1,3242
NZ_CP126983.1,7210
NZ_AP021887.1,6575
NC_000866.4,1258
NZ_AP019829.2,10442
NZ_CP049272.1,2726
NZ_CP024700.1,40440
NZ_CP012067.1,6886
NZ_CP024696.1,12499
NZ_CP014264.1,8896
NZ_CP040798.1,8799
NZ_CP072373.1,113998
NZ_CP028101.1,7556
NZ_CP050870.1,16383
NZ_CP090007.1,47907
NZ_CP019721.1,9985
NZ_CP012410.1,5552
NZ_AP014880.1,5010
NZ_CP050133.1,12260
NC_001422.1,2082
NZ_CP044230.1,30874
NZ_CP039462.1,937
NZ_CP028415.1,9510
NZ_CP089305.1,3937
NZ_CP046314.1,606
NZ_CP054018.1,13943
NZ_CP046315.1,12692
NZ_AP014938.1,2525
NZ_CP020431.2,22673
NZ_CP126745.1,7145
NZ_CP012589.1,7278
NZ_CP083898.1,16743
NZ_CP125087.1,3376
NZ_CP027232.1,4001
NZ_CP032364.1,1644
NZ_CP050136.1,3482
NZ_CP031253.1,8433
NZ_CP013334.1,16213
NZ_CP017295.1,6526
NZ_CP050497.1,5226
NZ_CP110170.1,15892
NZ_CP082857.1,10893
NZ_CP019668.1,10598
NZ_CP065726.1,6693
NZ_CP012544.1,17386
NZ_CP039886.1,11931
NZ_CP014239.1,13287
