read_accession_id,count
NZ_CP032364.1,172353
NZ_CP046313.1,20795
NZ_CP026548.1,7006
NZ_CP040004.1,2791
NZ_CP050134.2,10420
NZ_CP097843.1,63475
NZ_CP072373.1,16843
NZ_CP127164.1,8997
NZ_CP008849.1,74900
NZ_CP046027.1,3689
NZ_CP017042.1,6632
NC_001422.1,14479
NZ_CP027228.1,21481
NZ_CP041379.1,4687
NZ_CP068102.1,19199
NZ_CP073277.1,16332
NZ_CP017038.2,15788
NZ_AP019831.1,8052
NC_000866.4,40675
NZ_CP020566.1,42984
NZ_CP121210.1,75972
NZ_CP015402.2,268669
NZ_CP024700.1,26663
NZ_CP012196.1,9839
NZ_AP019735.1,3632
NZ_AP019822.1,20978
NZ_CP019668.1,9792
NZ_CP022022.1,5988
NZ_CP050497.1,6824
