read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP120209.1,1967,root,1967,Bacteria,1967,Bacteroidota,1967,Flavobacteriia,1957,Flavobacteriales,1957,Weeksellaceae,1957,Chryseobacterium,1946,Chryseobacterium indologenes,1922
NZ_CP039381.1,7095,root,7095,Bacteria,7095,Bacillota,7089,Clostridia,7089,Eubacteriales,7087,Oscillospiraceae,7087,Ruminococcus,7086,Ruminococcus bovis,7086
NZ_CP019668.1,4490,root,4490,Bacteria,4490,Pseudomonadota,4490,Betaproteobacteria,4490,Burkholderiales,4489,Burkholderiaceae,4487,Burkholderia,4483,Burkholderia cenocepacia,2828
NZ_CP097775.1,9861,root,9861,Bacteria,9861,Bacillota,9861,Bacilli,9861,Bacillales,9861,Paenibacillaceae,9859,Paenibacillus,9858,Paenibacillus polymyxa,9478
NZ_CP017042.1,43089,root,43089,Bacteria,43089,Bacillota,43089,Negativicutes,43088,Selenomonadales,43088,Selenomonadaceae,43088,Selenomonas,43088,Selenomonas sp. oral taxon 920,42905
NZ_CP084018.1,1339,root,1339,Bacteria,1339,Bacillota,1339,Negativicutes,1339,Selenomonadales,1339,Selenomonadaceae,1339,Megamonas,1339,Megamonas funiformis,1337
NZ_CP068112.1,33104,root,33104,Bacteria,33104,Actinomycetota,33046,Actinomycetes,33046,Actinomycetales,33013,Actinomycetaceae,33013,Mobiluncus,32816,Mobiluncus curtisii,32775
NZ_CP040004.1,11902,root,11902,Bacteria,11902,Candidatus Saccharibacteria,11902,Candidatus Saccharimonadia,11878,Candidatus Nanosynbacterales,11878,Candidatus Nanosynbacteraceae,11878,Candidatus Nanosynbacter,11878,Candidatus Nanosynbacter featherlites,11839
NC_012753.1,6705,root,6705,Viruses,6705,Uroviricota,6705,Caudoviricetes,6705,unclassified Caudoviricetes order,0,unclassified Caudoviricetes family,0,unclassified Caudoviricetes genus,0,Streptococcus phage 5093,4556
NZ_CP012117.1,2542,root,2542,Bacteria,2542,Actinomycetota,2542,Actinomycetes,2542,Micrococcales,2513,Dermabacteraceae,2513,Dermabacter,2513,Dermabacter vaginalis,2478
NZ_CP027228.1,36532,root,36532,Bacteria,36532,Bacillota,36531,Clostridia,36441,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,36435,Mogibacterium diversum,36328
NZ_CP029197.1,7915,root,7915,Bacteria,7892,Actinomycetota,7892,Actinomycetes,7892,Kitasatosporales,7888,Streptomycetaceae,7888,Streptomyces,7884,Streptomyces venezuelae,7687
NZ_CP077403.1,22255,root,22255,Bacteria,22255,Actinomycetota,22255,Actinomycetes,22255,Micrococcales,22254,Jonesiaceae,22242,Jonesia,22242,Jonesia denitrificans,22242
NC_001422.1,9414,root,9414,Viruses,13,Phixviricota,13,Malgrandaviricetes,13,Petitvirales,13,Microviridae,13,Sinsheimervirus,0,Sinsheimervirus phiX174,0
NZ_CP040121.1,4622,root,4622,Bacteria,4622,Bacteroidota,4622,Bacteroidia,4622,Bacteroidales,4622,Muribaculaceae,4597,Duncaniella,4508,Duncaniella sp. B8,67
NC_000866.4,14307,root,14307,Viruses,14307,Uroviricota,14307,Caudoviricetes,14307,unclassified Caudoviricetes order,0,Straboviridae,14178,Tequatrovirus,14146,Tequatrovirus T4,8794
NZ_CP072246.1,10340,root,10340,Bacteria,10340,Bacteroidota,10331,Bacteroidia,10308,Bacteroidales,10308,Bacteroidaceae,9469,Phocaeicola,9178,Phocaeicola dorei,8566
NZ_CP015348.1,6617,root,6617,Bacteria,6617,Bacillota,6617,Bacilli,6617,Bacillales,6617,Planococcaceae,6616,Sporosarcina,6615,Sporosarcina ureae,6601
NZ_CP071986.1,14513,root,14513,Bacteria,14512,Campylobacterota,14512,Epsilonproteobacteria,14512,Campylobacterales,14512,Helicobacteraceae,14512,Helicobacter,14512,Helicobacter pylori,14500
NZ_CP050134.2,2544,root,2544,Bacteria,2544,Actinomycetota,2544,Actinomycetes,2544,Mycobacteriales,2544,Corynebacteriaceae,2544,Corynebacterium,2544,Corynebacterium matruchotii,2544
NZ_CP012069.2,18435,root,18435,Bacteria,18435,Actinomycetota,18435,Coriobacteriia,18435,Coriobacteriales,18435,Atopobiaceae,18435,Olsenella,18435,Olsenella sp. oral taxon 807,18435
NC_012756.1,4014,root,4014,Viruses,4004,Uroviricota,4004,Caudoviricetes,4004,unclassified Caudoviricetes order,0,unclassified Caudoviricetes family,0,unclassified Caudoviricetes genus,0,Streptococcus phage PH10,4004
NZ_CP014150.1,25375,root,25375,Bacteria,25366,Bacillota,25365,Clostridia,25344,Eubacteriales,2,Peptostreptococcaceae,25338,Paeniclostridium,0,Paeniclostridium sordellii,25181
NZ_CP026734.1,28022,root,28022,Bacteria,28022,Actinomycetota,28022,Actinomycetes,28022,Micrococcales,27930,Brevibacteriaceae,27924,Brevibacterium,27924,Brevibacterium linens,26857
NZ_CP020566.1,1912,root,1912,Bacteria,1912,Bacillota,1912,Negativicutes,1912,Veillonellales,1912,Veillonellaceae,1912,Veillonella,1912,Veillonella atypica,1906
NZ_CP016839.1,3074,root,3074,Bacteria,3074,Bacillota,3074,Bacilli,3074,Bacillales,3072,Listeriaceae,3072,Brochothrix,3071,Brochothrix thermosphacta,3071
NZ_CP047311.1,10587,root,10587,Bacteria,10587,Pseudomonadota,10587,Gammaproteobacteria,10585,Pseudomonadales,10573,Pseudomonadaceae,10572,Pseudomonas,10565,Pseudomonas putida,2753
NZ_CP065995.1,9690,root,9690,Bacteria,9690,Bacillota,9690,Bacilli,9690,Lactobacillales,9690,Lactobacillaceae,9689,Leuconostoc,9670,Leuconostoc mesenteroides,9492
NZ_CP116810.1,24755,root,24755,Bacteria,24755,Pseudomonadota,24754,Alphaproteobacteria,24753,Hyphomicrobiales,24753,Nitrobacteraceae,24752,Rhodopseudomonas,24736,Rhodopseudomonas palustris,24731
NZ_CP033719.1,10742,root,10742,Bacteria,10742,Actinomycetota,10737,Actinomycetes,10737,Propionibacteriales,10736,Propionibacteriaceae,10736,Propionibacterium,10736,Propionibacterium acidifaciens,10736
NZ_CP028105.1,3809,root,3808,Bacteria,3804,Fusobacteriota,3803,Fusobacteriia,3803,Fusobacteriales,3803,Fusobacteriaceae,3803,Fusobacterium,3803,Fusobacterium ulcerans,3750
NZ_CP008849.1,17352,root,17352,Bacteria,17352,Pseudomonadota,17352,Gammaproteobacteria,17352,Alteromonadales,17345,Alteromonadaceae,17345,Alteromonas,17338,Alteromonas australica,14004
NZ_CP068102.1,4451,root,4451,Bacteria,4451,Actinomycetota,4451,Actinomycetes,4451,Micrococcales,4450,Micrococcaceae,4447,Rothia,4447,Rothia aeria,4442
