read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP032364.1,172354,root,172344,Bacteria,172342,Bacillota,172278,Clostridia,172233,Eubacteriales,4,Lachnospiraceae,172222,Lachnoanaerobaculum,172210,Lachnoanaerobaculum umeaense,171929
NZ_CP046313.1,20798,root,20791,Bacteria,20787,Bacillota,20749,Bacilli,20739,Bacillales,20724,unclassified Bacillales family,0,Gemella,20717,Gemella sanguinis,20624
NZ_CP026548.1,7006,root,7005,Bacteria,7005,Bacillota,6991,Clostridia,6938,Eubacteriales,6889,Oscillospiraceae,6888,Faecalibacterium,6877,Faecalibacterium prausnitzii,6692
NZ_CP040004.1,2791,root,2791,Bacteria,2791,Candidatus Saccharibacteria,2790,Candidatus Saccharimonadia,2788,Candidatus Nanosynbacterales,2788,Candidatus Nanosynbacteraceae,2788,Candidatus Nanosynbacter,2788,Candidatus Nanosynbacter featherlites,2783
NZ_CP050134.2,10422,root,10422,Bacteria,10422,Actinomycetota,10422,Actinomycetes,10422,Mycobacteriales,10422,Corynebacteriaceae,10422,Corynebacterium,10422,Corynebacterium matruchotii,10421
NZ_CP097843.1,63475,root,63469,Bacteria,63469,Bacillota,63147,Bacilli,63135,Lactobacillales,63135,Streptococcaceae,63106,Streptococcus,63101,Streptococcus oralis,61121
NZ_CP072373.1,16844,root,16842,Bacteria,16842,Bacteroidota,16842,Bacteroidia,16842,Bacteroidales,16842,Prevotellaceae,16807,Prevotella,16617,Prevotella denticola,16163
NZ_CP127164.1,8997,root,8997,Bacteria,8997,Bacillota,8936,Bacilli,8936,Bacillales,8936,Bacillaceae,8935,Bacillus,8932,Bacillus velezensis,648
NZ_CP008849.1,74900,root,74897,Bacteria,74897,Pseudomonadota,74896,Gammaproteobacteria,74896,Alteromonadales,74876,Alteromonadaceae,74874,Alteromonas,74847,Alteromonas australica,60000
NZ_CP046027.1,3689,root,3689,Bacteria,3689,Pseudomonadota,3670,Betaproteobacteria,3647,Neisseriales,3647,Neisseriaceae,3647,Neisseria,3645,Neisseria brasiliensis,3626
NZ_CP017042.1,6632,root,6632,Bacteria,6632,Bacillota,6632,Negativicutes,6632,Selenomonadales,6632,Selenomonadaceae,6632,Selenomonas,6632,Selenomonas sp. oral taxon 920,6606
NC_001422.1,14479,root,14479,Viruses,21,Phixviricota,21,Malgrandaviricetes,21,Petitvirales,21,Microviridae,21,Sinsheimervirus,0,Sinsheimervirus phiX174,0
NZ_CP027228.1,21481,root,21480,Bacteria,21480,Bacillota,21480,Clostridia,21419,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,21418,Mogibacterium diversum,21354
NZ_CP041379.1,4687,root,4687,Bacteria,4687,Bacteroidota,4687,Bacteroidia,4687,Bacteroidales,4687,Bacteroidaceae,4671,Bacteroides,4669,Bacteroides intestinalis,4572
NZ_CP068102.1,19199,root,19199,Bacteria,19199,Actinomycetota,19198,Actinomycetes,19198,Micrococcales,19198,Micrococcaceae,19195,Rothia,19195,Rothia aeria,19166
NZ_CP073277.1,16332,root,16331,Bacteria,16330,Bacillota,16330,Clostridia,16330,Eubacteriales,16330,Clostridiaceae,16330,Clostridium,16329,Clostridium butyricum,11071
NZ_CP017038.2,15789,root,15785,Bacteria,15783,Bacteroidota,15783,Bacteroidia,15783,Bacteroidales,15783,Tannerellaceae,15780,Tannerella,15780,Tannerella serpentiformis,15780
NZ_AP019831.1,8052,root,8052,Bacteria,8045,Fusobacteriota,8024,Fusobacteriia,8024,Fusobacteriales,8024,Leptotrichiaceae,8020,Leptotrichia,8020,Leptotrichia trevisanii,7871
NC_000866.4,40675,root,40675,Viruses,40675,Uroviricota,40675,Caudoviricetes,40675,unclassified Caudoviricetes order,0,Straboviridae,40354,Tequatrovirus,40289,Tequatrovirus T4,25076
NZ_CP020566.1,43012,root,43006,Bacteria,43006,Bacillota,42988,Negativicutes,42987,Veillonellales,42987,Veillonellaceae,42987,Veillonella,42987,Veillonella atypica,42830
NZ_CP121210.1,75989,root,75985,Bacteria,75983,Bacteroidota,75792,Flavobacteriia,75707,Flavobacteriales,75707,Weeksellaceae,75701,Riemerella,75629,Riemerella anatipestifer,75616
NZ_CP015402.2,268670,root,268666,Bacteria,268666,Bacteroidota,268666,Bacteroidia,268666,Bacteroidales,268666,Muribaculaceae,267402,Muribaculum,266070,Muribaculum intestinale,264251
NZ_CP024700.1,26663,root,26661,Bacteria,26651,Fusobacteriota,26627,Fusobacteriia,26627,Fusobacteriales,26627,Fusobacteriaceae,26625,Fusobacterium,26625,Fusobacterium pseudoperiodonticum,23784
NZ_CP012196.1,9841,root,9841,Bacteria,9841,Campylobacterota,9841,Epsilonproteobacteria,9841,Campylobacterales,9841,Campylobacteraceae,9841,Campylobacter,9841,Campylobacter gracilis,9839
NZ_AP019735.1,3632,root,3632,Bacteria,3632,Bacteroidota,3632,Bacteroidia,3612,Bacteroidales,3612,Rikenellaceae,3549,Alistipes,3549,Alistipes communis,3531
NZ_AP019822.1,20978,root,20974,Bacteria,20966,Fusobacteriota,20965,Fusobacteriia,20965,Fusobacteriales,20965,Leptotrichiaceae,20965,Pseudoleptotrichia,20959,Pseudoleptotrichia goodfellowii,20959
NZ_CP019668.1,9792,root,9792,Bacteria,9792,Pseudomonadota,9792,Betaproteobacteria,9792,Burkholderiales,9792,Burkholderiaceae,9787,Burkholderia,9774,Burkholderia cenocepacia,6178
NZ_CP022022.1,5997,root,5994,Bacteria,5994,Bacteroidota,5994,Flavobacteriia,5994,Flavobacteriales,5994,Flavobacteriaceae,5989,Capnocytophaga,5989,Capnocytophaga endodontalis,5833
NZ_CP050497.1,6824,root,6824,Bacteria,6824,Spirochaetota,6824,Spirochaetia,6824,Spirochaetales,6824,Treponemataceae,6824,Treponema,6824,Treponema vincentii,4966
