read_accession_id,count
NZ_CP071986.1,4461
NZ_CP068103.1,3808
NZ_CP054018.1,148070
NZ_CP040348.1,56150
NZ_CP066811.1,5535
NZ_CP033459.1,13813
NZ_CP027228.1,4981
NZ_AP025575.1,8613
NZ_CP073804.1,5827
NZ_CP050134.2,43579
NZ_CP017428.1,5944
NZ_CP077403.1,20971
NZ_CP117966.1,6404
NZ_CP040915.1,3723
NZ_CP023482.1,24231
NZ_CP017038.2,9385
NZ_CP029197.1,5459
NZ_CP012069.2,14703
NZ_CP118095.1,9872
NZ_CP017042.1,2512
NZ_CP097775.1,131316
NZ_CP120209.1,1505
NZ_CP020566.1,4334
NZ_CP015348.1,41116
NZ_CP027286.1,19661
NZ_CP054494.1,30932
NZ_CP013476.1,7750
NZ_CP085178.1,7951
NZ_CP017761.1,42090
NZ_CP040004.1,2194
NZ_CP047630.1,44807
NZ_CP008852.1,5387
NZ_CP032819.1,2486
NZ_CP029033.1,9571
NZ_CP045696.1,4343
NZ_CP025330.1,19695
NZ_CP046313.1,12001
NZ_CP039712.1,37687
NZ_CP098491.1,31381
NZ_CP012196.1,9210
NZ_CP026548.1,5820
NZ_AP019735.1,8133
NZ_CP033719.1,96817
NZ_CP036259.1,4328
NZ_CP072246.1,5561
NZ_CP040235.1,11721
NZ_CP016839.1,4018
