read_accession_id,count
NZ_CP120209.1,1966
NZ_CP039381.1,7072
NZ_CP019668.1,4474
NZ_CP097775.1,9839
NZ_CP017042.1,42929
NZ_CP084018.1,1330
NZ_CP068112.1,32979
NZ_CP040004.1,11869
NC_012753.1,6682
NZ_CP012117.1,2534
NZ_CP027228.1,36401
NZ_CP029197.1,7894
NZ_CP077403.1,22174
NC_001422.1,9383
NZ_CP040121.1,4607
NC_000866.4,14262
NZ_CP072246.1,10311
NZ_CP015348.1,6593
NZ_CP071986.1,14451
NZ_CP050134.2,2535
NZ_CP012069.2,18369
NC_012756.1,4002
NZ_CP014150.1,25295
NZ_CP026734.1,27929
NZ_CP020566.1,1900
NZ_CP016839.1,3066
NZ_CP047311.1,10532
NZ_CP065995.1,9663
NZ_CP116810.1,24678
NZ_CP033719.1,10701
NZ_CP028105.1,3792
NZ_CP008849.1,17286
NZ_CP068102.1,4441
NZ_CP034465.1,9571
NZ_CP036259.1,2007
NZ_CP040915.1,10134
NZ_CP050497.1,44434
NZ_CP040235.1,110261
NZ_AP025575.1,11733
NZ_CP040348.1,17223
NZ_CP068103.1,4697
NZ_CP073804.1,2352
NZ_CP027235.1,23713
NZ_CP017038.2,7604
NZ_CP046246.1,28178
NZ_CP046313.1,10835
NZ_CP072373.1,97970
NZ_CP029066.1,115429
NZ_CP072042.1,6203
NZ_CP012672.1,1599
NZ_AP019846.1,15329
NZ_CP126077.1,25970
NZ_AP019735.1,36341
NZ_CP032819.1,3010
