read_accession_id,count
NZ_CP040121.1,42081
NZ_CP039381.1,12345
NZ_AP019846.1,16715
NZ_CP028415.1,3538
NZ_CP097775.1,13604
NZ_CP027235.1,6114
NZ_CP073804.1,21218
NZ_CP050497.1,7974
NZ_CP016839.1,27761
NZ_CP012117.1,33359
NZ_CP068103.1,5121
NZ_CP085964.1,23454
NZ_CP072246.1,14415
NZ_CP034465.1,11464
NZ_CP029066.1,2791
NZ_CP019668.1,14025
NZ_CP015348.1,9778
NZ_CP028105.1,6315
NZ_AP019735.1,10965
NC_001422.1,25621
NZ_CP026734.1,3790
NZ_CP040348.1,39194
NC_012756.1,5496
NZ_CP036259.1,3284
NZ_CP008849.1,11030
NZ_CP046313.1,42035
NZ_CP126474.1,3893
NZ_CP047311.1,22827
NZ_CP014150.1,7424
NZ_CP020566.1,5867
NZ_CP072042.1,104279
NZ_CP084018.1,13367
NZ_CP072373.1,1932
NZ_CP050134.2,26780
NZ_CP046246.1,24430
NZ_CP040235.1,5801
NZ_CP040915.1,42895
NZ_CP120209.1,14004
NZ_CP068112.1,37811
NZ_CP017042.1,5380
NZ_CP040004.1,16988
NZ_CP012069.2,2524
NZ_CP027228.1,4622
NZ_CP065995.1,4440
NZ_CP022386.1,18182
NZ_CP032819.1,8378
NC_000866.4,23634
NZ_CP071986.1,3560
NZ_CP033719.1,33069
NZ_CP077403.1,9739
NZ_CP126077.1,32544
NZ_CP116438.1,7353
NZ_AP025575.1,19180
NZ_CP053988.1,6407
NZ_CP017038.2,37812
NZ_CP029197.1,1204
NC_012753.1,11041
NZ_CP012672.1,10701
NZ_CP116810.1,12869
NZ_CP068102.1,2005
