read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP126983.1,37827,root,37819,Bacteria,37819,Bacteroidota,37819,Bacteroidia,37815,Bacteroidales,37815,Porphyromonadaceae,37422,Porphyromonas,37422,Porphyromonas gingivalis,37362
NZ_CP027286.1,26158,root,26157,Bacteria,26153,Bacillota,26149,Clostridia,26149,Eubacteriales,26149,Clostridiaceae,26149,Clostridium,26147,Clostridium chauvoei,25973
NZ_CP008852.1,22622,root,22619,Bacteria,22619,Bacillota,22619,Negativicutes,22619,Selenomonadales,22618,Sporomusaceae,22618,Pelosinus,22618,Pelosinus sp. UFO1,22605
NZ_CP045696.1,9159,root,9159,Bacteria,9159,Bacteroidota,9159,Bacteroidia,9137,Bacteroidales,9137,Muribaculaceae,9091,Sodaliphilus,9091,Sodaliphilus pleomorphus,9091
NZ_CP033719.1,40737,root,40728,Bacteria,40728,Actinomycetota,40722,Actinomycetes,40722,Propionibacteriales,40720,Propionibacteriaceae,40720,Propionibacterium,40720,Propionibacterium acidifaciens,40720
NZ_CP017042.1,3922,root,3922,Bacteria,3922,Bacillota,3922,Negativicutes,3922,Selenomonadales,3922,Selenomonadaceae,3921,Selenomonas,3921,Selenomonas sp. oral taxon 920,3900
NZ_CP036259.1,12700,root,12698,Bacteria,12698,Bacillota,12698,Negativicutes,12698,Selenomonadales,12697,Sporomusaceae,12697,Sporomusa,12697,Sporomusa termitida,12697
NZ_CP033459.1,26944,root,26943,Bacteria,26943,Bacteroidota,26943,Bacteroidia,26928,Bacteroidales,26928,Prevotellaceae,26926,Pseudoprevotella,26923,Pseudoprevotella muciniphila,26923
NZ_CP073804.1,37820,root,37816,Bacteria,37816,Bacillota,37809,Bacilli,37809,Bacillales,37804,Staphylococcaceae,37787,Macrococcus,22,Macrococcus canis,37019
NZ_CP118095.1,92967,root,92958,Bacteria,92951,Bacillota,92239,Bacilli,91866,Lactobacillales,91823,Aerococcaceae,91614,Aerococcus,91611,Aerococcus christensenii,91589
NZ_CP071986.1,5105,root,5105,Bacteria,5105,Campylobacterota,5105,Epsilonproteobacteria,5105,Campylobacterales,5105,Helicobacteraceae,5105,Helicobacter,5105,Helicobacter pylori,5102
NZ_CP012196.1,7831,root,7830,Bacteria,7830,Campylobacterota,7830,Epsilonproteobacteria,7830,Campylobacterales,7830,Campylobacteraceae,7830,Campylobacter,7830,Campylobacter gracilis,7826
NZ_CP029033.1,10019,root,10018,Bacteria,10018,Actinomycetota,10018,Actinomycetes,10018,Actinomycetales,10018,Actinomycetaceae,10018,Actinobaculum,10016,Actinobaculum sp. 313,10016
NZ_CP012069.2,39496,root,39490,Bacteria,39490,Actinomycetota,39490,Coriobacteriia,39490,Coriobacteriales,39490,Atopobiaceae,39490,Olsenella,39488,Olsenella sp. oral taxon 807,39484
NZ_CP019962.1,9340,root,9339,Bacteria,9339,Bacillota,9339,Clostridia,9339,Eubacteriales,9339,Eubacteriaceae,9338,Eubacterium,9337,Eubacterium limosum,8606
NZ_CP039712.1,18677,root,18677,Bacteria,18677,Bacillota,18669,Bacilli,18669,Lactobacillales,18666,Enterococcaceae,18662,Vagococcus,18641,Vagococcus zengguangii,18571
NZ_CP020566.1,4540,root,4540,Bacteria,4540,Bacillota,4540,Negativicutes,4540,Veillonellales,4540,Veillonellaceae,4540,Veillonella,4540,Veillonella atypica,4524
NZ_CP017761.1,43122,root,43121,Bacteria,43121,Bacillota,43120,Bacilli,43120,Lactobacillales,43024,Carnobacteriaceae,42781,Marinilactibacillus,42569,Marinilactibacillus sp. 15R,42569
NZ_CP054018.1,10217,root,10216,Bacteria,10216,Actinomycetota,10201,Actinomycetes,10201,Micrococcales,10175,Micrococcaceae,10175,Rothia,10175,Rothia dentocariosa,10135
NZ_CP025330.1,12588,root,12588,Bacteria,12588,Actinomycetota,12588,Actinomycetes,12588,Micrococcales,12288,Brevibacteriaceae,12265,Brevibacterium,12265,Brevibacterium aurantiacum,9017
NZ_CP085178.1,4723,root,4723,Bacteria,4723,Bacillota,4722,Bacilli,4722,Lactobacillales,4721,Lactobacillaceae,4720,Pediococcus,4713,Pediococcus pentosaceus,4705
NZ_CP040235.1,14944,root,14944,Bacteria,14944,Actinomycetota,14942,Actinomycetes,14942,Bifidobacteriales,14906,Bifidobacteriaceae,14906,Bifidobacterium,14906,Bifidobacterium longum,13747
NZ_CP054494.1,30167,root,30156,Bacteria,30155,Bacteroidota,30155,Flavobacteriia,30155,Flavobacteriales,30155,Flavobacteriaceae,30154,Flavobacterium,30148,Flavobacterium columnare,29194
NZ_CP120209.1,36612,root,36611,Bacteria,36611,Bacteroidota,36605,Flavobacteriia,36454,Flavobacteriales,36454,Weeksellaceae,36423,Chryseobacterium,36217,Chryseobacterium indologenes,35714
NZ_AP025575.1,8925,root,8924,Bacteria,8924,Actinomycetota,8914,Coriobacteriia,8914,Eggerthellales,8914,Eggerthellaceae,8914,Eggerthella,8906,Eggerthella lenta,8852
NZ_CP013476.1,1603,root,1603,Bacteria,1603,Bacillota,1598,Erysipelotrichia,1593,Erysipelotrichales,1593,Turicibacteraceae,1593,Turicibacter,1593,Turicibacter sp. H121,624
NZ_CP032819.1,5125,root,5125,Bacteria,5125,Bacteroidota,5120,Bacteroidia,5089,Bacteroidales,5089,Odoribacteraceae,4547,Butyricimonas,4547,Butyricimonas faecalis,4543
NZ_CP016839.1,16920,root,16920,Bacteria,16919,Bacillota,16919,Bacilli,16918,Bacillales,16914,Listeriaceae,16911,Brochothrix,16909,Brochothrix thermosphacta,16909
NZ_CP040004.1,35677,root,35672,Bacteria,35672,Candidatus Saccharibacteria,35671,Candidatus Saccharimonadia,35627,Candidatus Nanosynbacterales,35627,Candidatus Nanosynbacteraceae,35627,Candidatus Nanosynbacter,35627,Candidatus Nanosynbacter featherlites,35524
NZ_AP019735.1,15237,root,15237,Bacteria,15237,Bacteroidota,15237,Bacteroidia,15122,Bacteroidales,15122,Rikenellaceae,14882,Alistipes,14882,Alistipes communis,14830
NZ_CP098491.1,5248,root,5248,Bacteria,5248,Bacillota,5225,Bacilli,5224,Bacillales,5223,Bacillaceae,5222,Bacillus,5216,Bacillus subtilis,363
NZ_CP015348.1,3403,root,3402,Bacteria,3402,Bacillota,3402,Bacilli,3402,Bacillales,3402,Planococcaceae,3400,Sporosarcina,3399,Sporosarcina ureae,3391
NZ_CP072246.1,43311,root,43311,Bacteria,43311,Bacteroidota,43269,Bacteroidia,43129,Bacteroidales,43129,Bacteroidaceae,39571,Phocaeicola,38383,Phocaeicola dorei,35741
NZ_CP040915.1,17578,root,17578,Bacteria,17578,Actinomycetota,17578,Actinomycetes,17578,Micrococcales,17575,Bogoriellaceae,17573,Georgenia,17573,Georgenia yuyongxinii,17572
NZ_CP097775.1,31045,root,31045,Bacteria,31045,Bacillota,31044,Bacilli,31044,Bacillales,31042,Paenibacillaceae,31039,Paenibacillus,31035,Paenibacillus polymyxa,29806
NZ_CP047630.1,6235,root,6235,Bacteria,6235,Bacillota,6235,Bacilli,6235,Lactobacillales,6232,Streptococcaceae,6209,Lactococcus,6162,Lactococcus raffinolactis,6075
NZ_CP026548.1,23824,root,23824,Bacteria,23824,Bacillota,23796,Clostridia,23633,Eubacteriales,23434,Oscillospiraceae,23425,Faecalibacterium,23376,Faecalibacterium prausnitzii,22762
NZ_CP117966.1,5573,root,5573,Bacteria,5573,Bacillota,5573,Clostridia,5565,Eubacteriales,3,Lachnospiraceae,5481,Roseburia,5328,Roseburia hominis,5311
NZ_CP066811.1,36049,root,36044,Bacteria,36032,Bacillota,36029,Clostridia,35966,Eubacteriales,15,Peptostreptococcaceae,35921,Peptacetobacter,35864,Peptacetobacter hiranonis,35864
NZ_CP050134.2,9888,root,9888,Bacteria,9888,Actinomycetota,9888,Actinomycetes,9888,Mycobacteriales,9888,Corynebacteriaceae,9888,Corynebacterium,9888,Corynebacterium matruchotii,9887
NZ_CP046313.1,8036,root,8030,Bacteria,8029,Bacillota,8011,Bacilli,8003,Bacillales,7996,unclassified Bacillales family,0,Gemella,7996,Gemella sanguinis,7946
NZ_CP011861.1,52157,root,52155,Bacteria,52155,Bacillota,52155,Erysipelotrichia,52155,Erysipelotrichales,52155,Erysipelotrichaceae,52155,Erysipelothrix,52155,Erysipelothrix rhusiopathiae,50509
NZ_CP040348.1,44994,root,44993,Bacteria,44993,Actinomycetota,44778,Coriobacteriia,44776,Coriobacteriales,44677,Coriobacteriaceae,44598,Collinsella,44597,Collinsella aerofaciens,44593
NZ_CP017428.1,15479,root,15477,Bacteria,15477,Bacillota,15470,Bacilli,15470,Bacillales,15469,Staphylococcaceae,15465,Staphylococcus,15464,Staphylococcus simulans,15414
NZ_CP068103.1,8255,root,8253,Bacteria,8252,Bacillota,8200,Tissierellia,8000,Tissierellales,7891,Peptoniphilaceae,7891,Peptoniphilus,7721,Peptoniphilus harei,7708
NZ_CP029197.1,4851,root,4851,Bacteria,4838,Actinomycetota,4838,Actinomycetes,4838,Kitasatosporales,4838,Streptomycetaceae,4838,Streptomyces,4835,Streptomyces venezuelae,4718
NZ_CP077403.1,24434,root,24433,Bacteria,24433,Actinomycetota,24433,Actinomycetes,24433,Micrococcales,24429,Jonesiaceae,24415,Jonesia,24415,Jonesia denitrificans,24415
NZ_CP017038.2,1486,root,1486,Bacteria,1486,Bacteroidota,1486,Bacteroidia,1486,Bacteroidales,1486,Tannerellaceae,1486,Tannerella,1486,Tannerella serpentiformis,1486
NZ_CP027228.1,11392,root,11392,Bacteria,11392,Bacillota,11392,Clostridia,11357,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,11357,Mogibacterium diversum,11317
NZ_CP023482.1,5038,root,5038,Bacteria,5038,Actinomycetota,5036,Actinomycetes,5036,Micrococcales,4904,Dermabacteraceae,4885,Dermabacter,4883,Dermabacter jinjuensis,4317
