read_accession_id,read_accession_total_count,root,kraken_classified_root,superkingdom,kraken_classified_superkingdom,phylum,kraken_classified_phylum,class,kraken_classified_class,order,kraken_classified_order,family,kraken_classified_family,genus,kraken_classified_genus,species,kraken_classified_species
NZ_CP046313.1,27152,root,27046,Bacteria,27005,Bacillota,26898,Bacilli,26876,Bacillales,26846,unclassified Bacillales family,0,Gemella,26828,Gemella sanguinis,26492
NZ_CP017038.2,21625,root,21624,Bacteria,21624,Bacteroidota,21623,Bacteroidia,21620,Bacteroidales,21620,Tannerellaceae,21594,Tannerella,21592,Tannerella serpentiformis,21589
NZ_AP021887.1,16587,root,16565,Bacteria,16562,Bacillota,16547,Bacilli,16545,Lactobacillales,16530,Streptococcaceae,16504,Streptococcus,16502,Streptococcus sp. 116-D4,14603
NZ_CP046314.1,13396,root,13360,Bacteria,13337,Bacillota,13124,Bacilli,12715,Bacillales,12540,unclassified Bacillales family,0,Gemella,12532,Gemella morbillorum,12338
NZ_CP101412.1,8806,root,8748,Bacteria,8723,Bacillota,8593,Tissierellia,8302,Tissierellales,8301,Peptoniphilaceae,8301,Parvimonas,8298,Parvimonas micra,8298
NZ_CP044230.1,6326,root,6323,Bacteria,6323,Bacillota,6319,Bacilli,6315,Lactobacillales,6315,Streptococcaceae,6300,Streptococcus,6299,Streptococcus sp. LPB0220,4373
NZ_CP125087.1,4315,root,4313,Bacteria,4313,Pseudomonadota,4313,Gammaproteobacteria,4308,Pasteurellales,4294,Pasteurellaceae,4294,Haemophilus,4249,Haemophilus parainfluenzae,4201
NZ_AP018768.1,9726,root,9724,Bacteria,9719,Pseudomonadota,9717,Gammaproteobacteria,9712,Pasteurellales,9696,Pasteurellaceae,9696,Haemophilus,9641,Haemophilus influenzae,7515
NZ_CP032620.1,41431,root,41394,Bacteria,41394,Bacillota,41278,Bacilli,41263,Lactobacillales,41254,Streptococcaceae,41169,Streptococcus,41164,Streptococcus koreensis,21229
NZ_CP027228.1,6303,root,6303,Bacteria,6303,Bacillota,6300,Clostridia,6257,Eubacteriales,0,Eubacteriales Family XIII. Incertae Sedis,0,Mogibacterium,6255,Mogibacterium diversum,6197
NZ_CP034670.1,12576,root,12573,Bacteria,12572,Pseudomonadota,12572,Betaproteobacteria,12560,Neisseriales,12555,Neisseriaceae,12552,Eikenella,12343,Eikenella corrodens,12272
NZ_CP019668.1,13848,root,13848,Bacteria,13848,Pseudomonadota,13845,Betaproteobacteria,13838,Burkholderiales,13836,Burkholderiaceae,13830,Burkholderia,13771,Burkholderia cenocepacia,5965
NZ_CP031253.1,90229,root,90213,Bacteria,90208,Pseudomonadota,90183,Betaproteobacteria,90066,Neisseriales,90034,Neisseriaceae,90019,Neisseria,89709,Neisseria lactamica,69980
